region,year,variant,gender,freq,age1yearinterval,lifeexpectancy
957,1950,estimates,female,5yearly,"Region, subregion, country or area *",Polynesia
957,1950,estimates,male,5yearly,"Region, subregion, country or area *",Polynesia
957,1950,estimates,female,5yearly,0,52.4882519225493
957,1950,estimates,male,5yearly,0,48.6313374248738
957,1950,estimates,female,5yearly,1,56.7238013030757
957,1950,estimates,male,5yearly,1,53.3077050884087
957,1950,estimates,female,5yearly,5,54.6925539117887
957,1950,estimates,male,5yearly,5,51.4248261176495
957,1950,estimates,female,5yearly,10,50.3724800318142
957,1950,estimates,male,5yearly,10,47.2557879817002
957,1950,estimates,female,5yearly,15,45.8582815773818
957,1950,estimates,male,5yearly,15,42.852810880153
957,1950,estimates,female,5yearly,20,41.7277082883595
957,1950,estimates,male,5yearly,20,38.7625816915646
957,1950,estimates,female,5yearly,25,37.9161885774353
957,1950,estimates,male,5yearly,25,34.9460742381207
957,1950,estimates,female,5yearly,30,34.2316709783174
957,1950,estimates,male,5yearly,30,31.221715894283
957,1950,estimates,female,5yearly,35,30.5857847525582
957,1950,estimates,male,5yearly,35,27.5336015046896
957,1950,estimates,female,5yearly,40,26.9613061104899
957,1950,estimates,male,5yearly,40,23.9606551464193
957,1950,estimates,female,5yearly,45,23.3951982153621
957,1950,estimates,male,5yearly,45,20.5624141309111
957,1950,estimates,female,5yearly,50,19.9576615329452
957,1950,estimates,male,5yearly,50,17.3765625013667
957,1950,estimates,female,5yearly,55,16.735909412935
957,1950,estimates,male,5yearly,55,14.4247313751331
957,1950,estimates,female,5yearly,60,13.8010770184184
957,1950,estimates,male,5yearly,60,11.7319362029658
957,1950,estimates,female,5yearly,65,11.183661724495
957,1950,estimates,male,5yearly,65,9.42731170316379
957,1950,estimates,female,5yearly,70,8.88413748970616
957,1950,estimates,male,5yearly,70,7.51322380932554
957,1950,estimates,female,5yearly,75,6.94202879952208
957,1950,estimates,male,5yearly,75,5.9312701255298
957,1950,estimates,female,5yearly,80,5.38025879160197
957,1950,estimates,male,5yearly,80,4.66871479425665
957,1950,estimates,female,5yearly,85,4.16301557868699
957,1950,estimates,male,5yearly,85,3.68643353413017
957,1950,estimates,female,5yearly,90,3.24243653951131
957,1950,estimates,male,5yearly,90,2.94013535406827
957,1950,estimates,female,5yearly,95,2.56516388116556
957,1950,estimates,male,5yearly,95,2.38500570514593
957,1950,estimates,female,5yearly,100plus,2.07870988165678
957,1950,estimates,male,5yearly,100plus,1.97947273621669
957,1955,estimates,female,5yearly,"Region, subregion, country or area *",Polynesia
957,1955,estimates,male,5yearly,"Region, subregion, country or area *",Polynesia
957,1955,estimates,female,5yearly,0,56.1433859627309
957,1955,estimates,male,5yearly,0,51.9758928169452
957,1955,estimates,female,5yearly,1,59.8455682172722
957,1955,estimates,male,5yearly,1,56.026404236504
957,1955,estimates,female,5yearly,5,57.500696339973
957,1955,estimates,male,5yearly,5,53.8004944015872
957,1955,estimates,female,5yearly,10,53.0809832773846
957,1955,estimates,male,5yearly,10,49.5403301302788
957,1955,estimates,female,5yearly,15,48.469233993394
957,1955,estimates,male,5yearly,15,45.0440468281063
957,1955,estimates,female,5yearly,20,44.1666751455302
957,1955,estimates,male,5yearly,20,40.8320872552941
957,1955,estimates,female,5yearly,25,40.1094428312674
957,1955,estimates,male,5yearly,25,36.8382830365988
957,1955,estimates,female,5yearly,30,36.1540907955607
957,1955,estimates,male,5yearly,30,32.9021790498576
957,1955,estimates,female,5yearly,35,32.2442972676252
957,1955,estimates,male,5yearly,35,29.0172480054204
957,1955,estimates,female,5yearly,40,28.3931977029706
957,1955,estimates,male,5yearly,40,25.265076866137
957,1955,estimates,female,5yearly,45,24.6313752578527
957,1955,estimates,male,5yearly,45,21.6803681621159
957,1955,estimates,female,5yearly,50,21.0235996055993
957,1955,estimates,male,5yearly,50,18.3225890742739
957,1955,estimates,female,5yearly,55,17.6452969961184
957,1955,estimates,male,5yearly,55,15.2336092874468
957,1955,estimates,female,5yearly,60,14.5607301794687
957,1955,estimates,male,5yearly,60,12.431467575854
957,1955,estimates,female,5yearly,65,11.787890028419
957,1955,estimates,male,5yearly,65,9.98280377505235
957,1955,estimates,female,5yearly,70,9.35133530310446
957,1955,estimates,male,5yearly,70,7.94017338633884
957,1955,estimates,female,5yearly,75,7.29215302588211
957,1955,estimates,male,5yearly,75,6.25182078015231
957,1955,estimates,female,5yearly,80,5.63032416484258
957,1955,estimates,male,5yearly,80,4.90043785639194
957,1955,estimates,female,5yearly,85,4.33264809513713
957,1955,estimates,male,5yearly,85,3.84759650199327
957,1955,estimates,female,5yearly,90,3.35132892967993
957,1955,estimates,male,5yearly,90,3.04792406451242
