region,year,variant,gender,freq,age1yearinterval,lifeexpectancy
902,1950,estimates,female,5yearly,0,42.6780266961031
902,1950,estimates,male,5yearly,0,40.7847369583223
902,1950,estimates,female,5yearly,1,49.3416772003964
902,1950,estimates,male,5yearly,1,48.0059993603636
902,1950,estimates,female,5yearly,5,50.9898392923543
902,1950,estimates,male,5yearly,5,49.1866654701909
902,1950,estimates,female,5yearly,10,48.1207900359098
902,1950,estimates,male,5yearly,10,46.2805032824925
902,1950,estimates,female,5yearly,15,44.2177848061072
902,1950,estimates,male,5yearly,15,42.3972797522578
902,1950,estimates,female,5yearly,20,40.4031832573256
902,1950,estimates,male,5yearly,20,38.6169372316018
902,1950,estimates,female,5yearly,25,36.7424731495608
902,1950,estimates,male,5yearly,25,34.9906004840413
902,1950,estimates,female,5yearly,30,33.1872240039151
902,1950,estimates,male,5yearly,30,31.3518794405741
902,1950,estimates,female,5yearly,35,29.6818168349837
902,1950,estimates,male,5yearly,35,27.6784099012418
902,1950,estimates,female,5yearly,40,26.2257319123201
902,1950,estimates,male,5yearly,40,24.071185139009
902,1950,estimates,female,5yearly,45,22.8597158782203
902,1950,estimates,male,5yearly,45,20.6472589798914
902,1950,estimates,female,5yearly,50,19.50238976046
902,1950,estimates,male,5yearly,50,17.4239002484169
902,1950,estimates,female,5yearly,55,16.1410566609676
902,1950,estimates,male,5yearly,55,14.3544379445636
902,1950,estimates,female,5yearly,60,13.0253145958054
902,1950,estimates,male,5yearly,60,11.5720636039477
902,1950,estimates,female,5yearly,65,10.3710419467747
902,1950,estimates,male,5yearly,65,9.18792631483993
902,1950,estimates,female,5yearly,70,8.11383159775454
902,1950,estimates,male,5yearly,70,7.1655243953757
902,1950,estimates,female,5yearly,75,6.25830392987268
902,1950,estimates,male,5yearly,75,5.52342660600765
902,1950,estimates,female,5yearly,80,4.79422422563532
902,1950,estimates,male,5yearly,80,4.24526596765396
902,1950,estimates,female,5yearly,85,3.67791863640284
902,1950,estimates,male,5yearly,85,3.2820596503045
902,1950,estimates,female,5yearly,90,2.85393057452933
902,1950,estimates,male,5yearly,90,2.57752985070419
902,1950,estimates,female,5yearly,95,2.26311245252031
902,1950,estimates,male,5yearly,95,2.07544743779868
902,1950,estimates,female,5yearly,100plus,1.84974929485731
902,1950,estimates,male,5yearly,100plus,1.72524806625196
902,1955,estimates,female,5yearly,0,45.1247348919441
902,1955,estimates,male,5yearly,0,43.0549724763102
902,1955,estimates,female,5yearly,1,51.5025207062122
902,1955,estimates,male,5yearly,1,50.0155612925817
902,1955,estimates,female,5yearly,5,52.7357809029006
902,1955,estimates,male,5yearly,5,50.7998127528407
902,1955,estimates,female,5yearly,10,49.5899197688642
902,1955,estimates,male,5yearly,10,47.568731368789
902,1955,estimates,female,5yearly,15,45.5706725739987
902,1955,estimates,male,5yearly,15,43.5411753350596
902,1955,estimates,female,5yearly,20,41.6236032210414
902,1955,estimates,male,5yearly,20,39.6316331359502
902,1955,estimates,female,5yearly,25,37.8139620824723
902,1955,estimates,male,5yearly,25,35.8619768343769
902,1955,estimates,female,5yearly,30,34.1102545331616
902,1955,estimates,male,5yearly,30,32.0826730416911
902,1955,estimates,female,5yearly,35,30.485468188211
902,1955,estimates,male,5yearly,35,28.2869467849907
902,1955,estimates,female,5yearly,40,26.922480780707
902,1955,estimates,male,5yearly,40,24.5711164610948
902,1955,estimates,female,5yearly,45,23.3831282710791
902,1955,estimates,male,5yearly,45,21.0055107141372
902,1955,estimates,female,5yearly,50,19.8632454472576
902,1955,estimates,male,5yearly,50,17.6252442641836
