variant,country,year,totalpopulationannualdoubletime
estimates,626,1950,63.009
estimates,626,1951,61.086
estimates,626,1952,57.452
estimates,626,1953,54.069
estimates,626,1954,51.026
estimates,626,1955,48.356
estimates,626,1956,46.062
estimates,626,1957,44.138
estimates,626,1958,42.556
estimates,626,1959,41.269
estimates,626,1960,40.222
estimates,626,1961,39.33
estimates,626,1962,38.524
estimates,626,1963,37.757
estimates,626,1964,37.033
estimates,626,1965,37.071
estimates,626,1966,38.055
estimates,626,1967,38.241
estimates,626,1968,36.134
estimates,626,1969,32.842
estimates,626,1970,28.879
estimates,626,1971,25.732
estimates,626,1972,26.275
estimates,626,1973,35.368
estimates,626,1974,94.68
estimates,626,1975,-82.388
estimates,626,1976,-28.435
estimates,626,1977,-19.703
estimates,626,1978,-19.49
estimates,626,1979,-28.572
estimates,626,1980,-127.836
estimates,626,1981,49.641
estimates,626,1982,24.482
estimates,626,1983,19.953
estimates,626,1984,20.66
estimates,626,1985,24.249
estimates,626,1986,29.016
estimates,626,1987,32.295
estimates,626,1988,31.479
estimates,626,1989,27.389
estimates,626,1990,23.029
estimates,626,1991,20.189
estimates,626,1992,19.761
estimates,626,1993,22.71
estimates,626,1994,32.311
estimates,626,1995,70.465
estimates,626,1996,-460.923
estimates,626,1997,-82.106
estimates,626,1998,-91.754
estimates,626,1999,564.217
estimates,626,2000,47.733
estimates,626,2001,25.333
estimates,626,2002,19.563
estimates,626,2003,18.982
estimates,626,2004,22.137
estimates,626,2005,29.854
estimates,626,2006,43.91
estimates,626,2007,62.749
estimates,626,2008,69.442
estimates,626,2009,55.223
estimates,626,2010,41.06
estimates,626,2011,33.288
estimates,626,2012,29.576
estimates,626,2013,28.323
estimates,626,2014,28.921
estimates,626,2015,30.463
medium_variant,626,2015,30.463
medium_variant,626,2016,31.981
medium_variant,626,2017,33.178
medium_variant,626,2018,34.086
medium_variant,626,2019,34.615
medium_variant,626,2020,35.001
medium_variant,626,2021,35.512
medium_variant,626,2022,36.149
medium_variant,626,2023,36.828
medium_variant,626,2024,37.546
medium_variant,626,2025,38.279
medium_variant,626,2026,38.992
medium_variant,626,2027,39.66
medium_variant,626,2028,40.264
medium_variant,626,2029,40.794
medium_variant,626,2030,41.28
medium_variant,626,2031,41.734
medium_variant,626,2032,42.111
medium_variant,626,2033,42.362
medium_variant,626,2034,42.497
medium_variant,626,2035,42.577
medium_variant,626,2036,42.661
medium_variant,626,2037,42.748
medium_variant,626,2038,42.826
medium_variant,626,2039,42.911
medium_variant,626,2040,43.009
medium_variant,626,2041,43.146
medium_variant,626,2042,43.399
medium_variant,626,2043,43.836
medium_variant,626,2044,44.463
medium_variant,626,2045,45.217
medium_variant,626,2046,46.028
medium_variant,626,2047,46.892
medium_variant,626,2048,47.825
medium_variant,626,2049,48.821
medium_variant,626,2050,49.877
medium_variant,626,2051,50.995
medium_variant,626,2052,52.17
medium_variant,626,2053,53.397
medium_variant,626,2054,54.672
medium_variant,626,2055,55.993
medium_variant,626,2056,57.35
medium_variant,626,2057,58.703
medium_variant,626,2058,60.006
medium_variant,626,2059,61.251
medium_variant,626,2060,62.475
medium_variant,626,2061,63.714
medium_variant,626,2062,64.938
medium_variant,626,2063,66.102
medium_variant,626,2064,67.211
medium_variant,626,2065,68.3
medium_variant,626,2066,69.418
medium_variant,626,2067,70.601
medium_variant,626,2068,71.881
medium_variant,626,2069,73.282
medium_variant,626,2070,74.78
medium_variant,626,2071,76.357
medium_variant,626,2072,78.068
medium_variant,626,2073,79.975
medium_variant,626,2074,82.097
medium_variant,626,2075,84.414
medium_variant,626,2076,86.899
medium_variant,626,2077,89.556
medium_variant,626,2078,92.416
medium_variant,626,2079,95.493
medium_variant,626,2080,98.793
medium_variant,626,2081,102.338
medium_variant,626,2082,106.15
medium_variant,626,2083,110.237
medium_variant,626,2084,114.627
medium_variant,626,2085,119.353
medium_variant,626,2086,124.427
medium_variant,626,2087,129.841
medium_variant,626,2088,135.601
medium_variant,626,2089,141.721
medium_variant,626,2090,148.235
medium_variant,626,2091,155.231
medium_variant,626,2092,162.762
medium_variant,626,2093,170.894
medium_variant,626,2094,179.681
medium_variant,626,2095,189.144
medium_variant,626,2096,199.334
medium_variant,626,2097,210.244
medium_variant,626,2098,221.852
medium_variant,626,2099,234.127
