variant,country,year,totalpopulationannualdoubletime
Estimates,634,1950,7.339
Estimates,634,1951,7.827
Estimates,634,1952,9.039
Estimates,634,1953,10.592
Estimates,634,1954,12.346
Estimates,634,1955,13.909
Estimates,634,1956,14.609
Estimates,634,1957,14.02
Estimates,634,1958,12.409
Estimates,634,1959,10.557
Estimates,634,1960,9.047
Estimates,634,1961,8.061
Estimates,634,1962,7.589
Estimates,634,1963,7.565
Estimates,634,1964,7.857
Estimates,634,1965,8.312
Estimates,634,1966,8.755
Estimates,634,1967,8.981
Estimates,634,1968,8.892
Estimates,634,1969,8.595
Estimates,634,1970,8.199
Estimates,634,1971,7.874
Estimates,634,1972,7.903
Estimates,634,1973,8.459
Estimates,634,1974,9.542
Estimates,634,1975,11.238
Estimates,634,1976,13.311
Estimates,634,1977,13.874
Estimates,634,1978,11.732
Estimates,634,1979,9.074
Estimates,634,1980,7.318
Estimates,634,1981,6.462
Estimates,634,1982,6.284
Estimates,634,1983,6.67
Estimates,634,1984,7.61
Estimates,634,1985,8.97
Estimates,634,1986,10.522
Estimates,634,1987,12.46
Estimates,634,1988,15.452
Estimates,634,1989,20.419
Estimates,634,1990,29.798
Estimates,634,1991,50.769
Estimates,634,1992,96.682
Estimates,634,1993,123.868
Estimates,634,1994,77.354
Estimates,634,1995,41.832
Estimates,634,1996,26.228
Estimates,634,1997,19.992
Estimates,634,1998,17.942
Estimates,634,1999,17.647
Estimates,634,2000,19.049
Estimates,634,2001,20.783
Estimates,634,2002,16.31
Estimates,634,2003,9.677
Estimates,634,2004,6.156
Estimates,634,2005,4.618
Estimates,634,2006,4.046
Estimates,634,2007,4.075
Estimates,634,2008,4.624
Estimates,634,2009,5.779
Estimates,634,2010,7.691
Estimates,634,2011,10.464
Estimates,634,2012,14.169
Estimates,634,2013,18.546
Estimates,634,2014,22.414
Estimates,634,2015,25.926
Medium_variant,634,2015,25.926
Medium_variant,634,2016,30.853
Medium_variant,634,2017,37.198
Medium_variant,634,2018,42.522
Medium_variant,634,2019,45.362
Medium_variant,634,2020,45.778
Medium_variant,634,2021,45.147
Medium_variant,634,2022,45.043
Medium_variant,634,2023,46.564
Medium_variant,634,2024,50.182
Medium_variant,634,2025,55.255
Medium_variant,634,2026,60.419
Medium_variant,634,2027,65.097
Medium_variant,634,2028,69.263
Medium_variant,634,2029,72.563
Medium_variant,634,2030,75.306
Medium_variant,634,2031,78.01
Medium_variant,634,2032,80.672
Medium_variant,634,2033,83.098
Medium_variant,634,2034,85.317
Medium_variant,634,2035,87.308
Medium_variant,634,2036,89.098
Medium_variant,634,2037,90.901
Medium_variant,634,2038,92.956
Medium_variant,634,2039,95.336
Medium_variant,634,2040,97.934
Medium_variant,634,2041,100.592
Medium_variant,634,2042,103.295
Medium_variant,634,2043,106.079
Medium_variant,634,2044,108.973
Medium_variant,634,2045,112.014
Medium_variant,634,2046,115.301
Medium_variant,634,2047,119.053
Medium_variant,634,2048,123.504
Medium_variant,634,2049,128.787
Medium_variant,634,2050,134.858
Medium_variant,634,2051,141.624
Medium_variant,634,2052,149.147
Medium_variant,634,2053,157.56
Medium_variant,634,2054,167.005
Medium_variant,634,2055,177.719
Medium_variant,634,2056,189.982
Medium_variant,634,2057,204.073
Medium_variant,634,2058,220.268
Medium_variant,634,2059,239.026
Medium_variant,634,2060,261.142
Medium_variant,634,2061,287.663
Medium_variant,634,2062,319.92
Medium_variant,634,2063,359.783
Medium_variant,634,2064,410.153
Medium_variant,634,2065,476.336
Medium_variant,634,2066,567.653
Medium_variant,634,2067,701.152
Medium_variant,634,2068,913.239
Medium_variant,634,2069,1302.893
Medium_variant,634,2070,2250.205
Medium_variant,634,2071,8055.154
Medium_variant,634,2072,-4919.161
Medium_variant,634,2073,-1828.61
Medium_variant,634,2074,-1104.02
Medium_variant,634,2075,-788.019
Medium_variant,634,2076,-615.607
Medium_variant,634,2077,-508.42
Medium_variant,634,2078,-435.838
Medium_variant,634,2079,-383.965
Medium_variant,634,2080,-345.019
Medium_variant,634,2081,-314.754
Medium_variant,634,2082,-291.204
Medium_variant,634,2083,-273.046
Medium_variant,634,2084,-259.063
Medium_variant,634,2085,-248.067
Medium_variant,634,2086,-239.256
Medium_variant,634,2087,-232.504
Medium_variant,634,2088,-227.733
Medium_variant,634,2089,-224.732
Medium_variant,634,2090,-223.287
Medium_variant,634,2091,-223.18
Medium_variant,634,2092,-224.345
Medium_variant,634,2093,-226.782
Medium_variant,634,2094,-230.566
Medium_variant,634,2095,-235.91
Medium_variant,634,2096,-243.096
Medium_variant,634,2097,-252.565
Medium_variant,634,2098,-264.898
Medium_variant,634,2099,-280.959
