variant,country,year,totalpopulationannualdoubletime
Estimates,214,1950,22.566
Estimates,214,1951,22.166
Estimates,214,1952,21.502
Estimates,214,1953,21.04
Estimates,214,1954,20.732
Estimates,214,1955,20.54
Estimates,214,1956,20.438
Estimates,214,1957,20.406
Estimates,214,1958,20.429
Estimates,214,1959,20.498
Estimates,214,1960,20.614
Estimates,214,1961,20.781
Estimates,214,1962,21.011
Estimates,214,1963,21.31
Estimates,214,1964,21.675
Estimates,214,1965,22.088
Estimates,214,1966,22.532
Estimates,214,1967,22.995
Estimates,214,1968,23.474
Estimates,214,1969,23.966
Estimates,214,1970,24.471
Estimates,214,1971,24.994
Estimates,214,1972,25.54
Estimates,214,1973,26.112
Estimates,214,1974,26.707
Estimates,214,1975,27.322
Estimates,214,1976,27.944
Estimates,214,1977,28.545
Estimates,214,1978,29.099
Estimates,214,1979,29.606
Estimates,214,1980,30.085
Estimates,214,1981,30.566
Estimates,214,1982,31.062
Estimates,214,1983,31.584
Estimates,214,1984,32.132
Estimates,214,1985,32.71
Estimates,214,1986,33.308
Estimates,214,1987,33.88
Estimates,214,1988,34.383
Estimates,214,1989,34.827
Estimates,214,1990,35.228
Estimates,214,1991,35.643
Estimates,214,1992,36.217
Estimates,214,1993,37.081
Estimates,214,1994,38.245
Estimates,214,1995,39.622
Estimates,214,1996,41.055
Estimates,214,1997,42.337
Estimates,214,1998,43.292
Estimates,214,1999,43.887
Estimates,214,2000,44.289
Estimates,214,2001,44.709
Estimates,214,2002,45.24
Estimates,214,2003,45.919
Estimates,214,2004,46.767
Estimates,214,2005,47.718
Estimates,214,2006,48.694
Estimates,214,2007,49.685
Estimates,214,2008,50.712
Estimates,214,2009,51.778
Estimates,214,2010,52.891
Estimates,214,2011,54.07
Estimates,214,2012,55.359
Estimates,214,2013,56.798
Estimates,214,2014,58.399
Estimates,214,2015,60.136
Medium_variant,214,2015,60.136
Medium_variant,214,2016,61.971
Medium_variant,214,2017,63.886
Medium_variant,214,2018,65.872
Medium_variant,214,2019,67.922
Medium_variant,214,2020,70.059
Medium_variant,214,2021,72.306
Medium_variant,214,2022,74.653
Medium_variant,214,2023,77.081
Medium_variant,214,2024,79.588
Medium_variant,214,2025,82.214
Medium_variant,214,2026,84.987
Medium_variant,214,2027,87.845
Medium_variant,214,2028,90.711
Medium_variant,214,2029,93.591
Medium_variant,214,2030,96.537
Medium_variant,214,2031,99.663
Medium_variant,214,2032,103.175
Medium_variant,214,2033,107.291
Medium_variant,214,2034,112.129
Medium_variant,214,2035,117.641
Medium_variant,214,2036,123.707
Medium_variant,214,2037,130.285
Medium_variant,214,2038,137.386
Medium_variant,214,2039,145.044
Medium_variant,214,2040,153.406
Medium_variant,214,2041,162.726
Medium_variant,214,2042,173.359
Medium_variant,214,2043,185.724
Medium_variant,214,2044,200.223
Medium_variant,214,2045,217.224
Medium_variant,214,2046,236.999
Medium_variant,214,2047,259.538
Medium_variant,214,2048,284.689
Medium_variant,214,2049,312.663
Medium_variant,214,2050,344.676
Medium_variant,214,2051,382.979
Medium_variant,214,2052,430.138
Medium_variant,214,2053,489.69
Medium_variant,214,2054,567.544
Medium_variant,214,2055,672.578
Medium_variant,214,2056,820.574
Medium_variant,214,2057,1045.922
Medium_variant,214,2058,1434.906
Medium_variant,214,2059,2267.228
Medium_variant,214,2060,5302.597
Medium_variant,214,2061,-16736.487
Medium_variant,214,2062,-3320.511
Medium_variant,214,2063,-1874.636
Medium_variant,214,2064,-1320.985
Medium_variant,214,2065,-1026.899
Medium_variant,214,2066,-842.394
Medium_variant,214,2067,-713.355
Medium_variant,214,2068,-616.519
Medium_variant,214,2069,-541.258
Medium_variant,214,2070,-481.945
Medium_variant,214,2071,-434.862
Medium_variant,214,2072,-397.166
Medium_variant,214,2073,-366.628
Medium_variant,214,2074,-341.445
Medium_variant,214,2075,-320.137
Medium_variant,214,2076,-301.613
Medium_variant,214,2077,-285.166
Medium_variant,214,2078,-270.379
Medium_variant,214,2079,-257.017
Medium_variant,214,2080,-245.004
Medium_variant,214,2081,-234.286
Medium_variant,214,2082,-224.728
Medium_variant,214,2083,-216.172
Medium_variant,214,2084,-208.492
Medium_variant,214,2085,-201.512
Medium_variant,214,2086,-195.119
Medium_variant,214,2087,-189.371
Medium_variant,214,2088,-184.31
Medium_variant,214,2089,-179.847
Medium_variant,214,2090,-175.803
Medium_variant,214,2091,-172.014
Medium_variant,214,2092,-168.367
Medium_variant,214,2093,-164.802
Medium_variant,214,2094,-161.31
Medium_variant,214,2095,-157.902
Medium_variant,214,2096,-154.598
Medium_variant,214,2097,-151.417
Medium_variant,214,2098,-148.38
Medium_variant,214,2099,-145.501
