variant,country,year,totalpopulationannualdoubletime
Estimates,31,1950,29.294
Estimates,31,1951,27.554
Estimates,31,1952,25.103
Estimates,31,1953,23.781
Estimates,31,1954,23.076
Estimates,31,1955,22.692
Estimates,31,1956,22.434
Estimates,31,1957,22.164
Estimates,31,1958,21.808
Estimates,31,1959,21.372
Estimates,31,1960,20.959
Estimates,31,1961,20.723
Estimates,31,1962,20.841
Estimates,31,1963,21.461
Estimates,31,1964,22.603
Estimates,31,1965,24.135
Estimates,31,1966,25.847
Estimates,31,1967,27.605
Estimates,31,1968,29.317
Estimates,31,1969,30.899
Estimates,31,1970,32.439
Estimates,31,1971,34.074
Estimates,31,1972,35.795
Estimates,31,1973,37.522
Estimates,31,1974,39.221
Estimates,31,1975,40.909
Estimates,31,1976,42.542
Estimates,31,1977,43.838
Estimates,31,1978,44.5
Estimates,31,1979,44.529
Estimates,31,1980,44.186
Estimates,31,1981,43.782
Estimates,31,1982,43.488
Estimates,31,1983,43.387
Estimates,31,1984,43.502
Estimates,31,1985,43.825
Estimates,31,1986,44.266
Estimates,31,1987,44.576
Estimates,31,1988,44.556
Estimates,31,1989,44.293
Estimates,31,1990,43.797
Estimates,31,1991,43.366
Estimates,31,1992,44.012
Estimates,31,1993,46.759
Estimates,31,1994,52.202
Estimates,31,1995,60.749
Estimates,31,1996,72.041
Estimates,31,1997,83.006
Estimates,31,1998,87.706
Estimates,31,1999,83.784
Estimates,31,2000,76.254
Estimates,31,2001,69.792
Estimates,31,2002,65.286
Estimates,31,2003,62.506
Estimates,31,2004,61.179
Estimates,31,2005,60.623
Estimates,31,2006,60.059
Estimates,31,2007,58.82
Estimates,31,2008,56.641
Estimates,31,2009,53.872
Estimates,31,2010,51.088
Estimates,31,2011,48.916
Estimates,31,2012,48.071
Estimates,31,2013,49.06
Estimates,31,2014,52.026
Estimates,31,2015,56.625
Medium_variant,31,2015,56.625
Medium_variant,31,2016,62.229
Medium_variant,31,2017,68.541
Medium_variant,31,2018,75.414
Medium_variant,31,2019,82.571
Medium_variant,31,2020,90.544
Medium_variant,31,2021,100.323
Medium_variant,31,2022,112.109
Medium_variant,31,2023,125.511
Medium_variant,31,2024,140.508
Medium_variant,31,2025,157.79
Medium_variant,31,2026,178.214
Medium_variant,31,2027,200.454
Medium_variant,31,2028,221.106
Medium_variant,31,2029,237.709
Medium_variant,31,2030,250.846
Medium_variant,31,2031,262.929
Medium_variant,31,2032,275.03
Medium_variant,31,2033,287.56
Medium_variant,31,2034,301.541
Medium_variant,31,2035,316.177
Medium_variant,31,2036,331.155
Medium_variant,31,2037,350.954
Medium_variant,31,2038,382.701
Medium_variant,31,2039,433.347
Medium_variant,31,2040,508.447
Medium_variant,31,2041,616.628
Medium_variant,31,2042,793.123
Medium_variant,31,2043,1155.352
Medium_variant,31,2044,2265.369
Medium_variant,31,2045,-7624115.086
Medium_variant,31,2046,-2267.728
Medium_variant,31,2047,-1170.536
Medium_variant,31,2048,-820.939
Medium_variant,31,2049,-654.199
Medium_variant,31,2050,-553.85
Medium_variant,31,2051,-483.21
Medium_variant,31,2052,-431.419
Medium_variant,31,2053,-393.367
Medium_variant,31,2054,-364.534
Medium_variant,31,2055,-341.929
Medium_variant,31,2056,-323.709
Medium_variant,31,2057,-308.988
Medium_variant,31,2058,-297.194
Medium_variant,31,2059,-287.658
Medium_variant,31,2060,-279.89
Medium_variant,31,2061,-273.387
Medium_variant,31,2062,-267.506
Medium_variant,31,2063,-261.775
Medium_variant,31,2064,-256.119
Medium_variant,31,2065,-250.884
Medium_variant,31,2066,-246.349
Medium_variant,31,2067,-242.294
Medium_variant,31,2068,-238.439
Medium_variant,31,2069,-234.816
Medium_variant,31,2070,-231.591
Medium_variant,31,2071,-228.913
Medium_variant,31,2072,-226.799
Medium_variant,31,2073,-225.208
Medium_variant,31,2074,-224.181
Medium_variant,31,2075,-223.576
Medium_variant,31,2076,-223.419
Medium_variant,31,2077,-224.361
Medium_variant,31,2078,-227.071
Medium_variant,31,2079,-231.626
Medium_variant,31,2080,-237.501
Medium_variant,31,2081,-243.968
Medium_variant,31,2082,-250.647
Medium_variant,31,2083,-257.322
Medium_variant,31,2084,-263.729
Medium_variant,31,2085,-270.025
Medium_variant,31,2086,-276.318
Medium_variant,31,2087,-282.06
Medium_variant,31,2088,-286.508
Medium_variant,31,2089,-289.383
Medium_variant,31,2090,-290.812
Medium_variant,31,2091,-291.009
Medium_variant,31,2092,-290.117
Medium_variant,31,2093,-288.184
Medium_variant,31,2094,-285.125
Medium_variant,31,2095,-280.768
Medium_variant,31,2096,-274.969
Medium_variant,31,2097,-267.665
Medium_variant,31,2098,-258.852
Medium_variant,31,2099,-248.605
