variant,country,year,totalpopulationannualdoubletime
estimates,768,1950,32.561
estimates,768,1951,42.337
estimates,768,1952,74.957
estimates,768,1953,102.609
estimates,768,1954,93.253
estimates,768,1955,70.054
estimates,768,1956,54.196
estimates,768,1957,46.372
estimates,768,1958,44.676
estimates,768,1959,48.492
estimates,768,1960,57.817
estimates,768,1961,68.641
estimates,768,1962,65.38
estimates,768,1963,46.027
estimates,768,1964,30.116
estimates,768,1965,21.266
estimates,768,1966,16.818
estimates,768,1967,15.002
estimates,768,1968,15.015
estimates,768,1969,16.575
estimates,768,1970,19.398
estimates,768,1971,22.895
estimates,768,1972,26.434
estimates,768,1973,29.26
estimates,768,1974,30.502
estimates,768,1975,30.984
estimates,768,1976,31.594
estimates,768,1977,31.189
estimates,768,1978,28.781
estimates,768,1979,25.427
estimates,768,1980,22.336
estimates,768,1981,20.097
estimates,768,1982,18.875
estimates,768,1983,18.629
estimates,768,1984,19.198
estimates,768,1985,20.199
estimates,768,1986,21.234
estimates,768,1987,22.269
estimates,768,1988,23.409
estimates,768,1989,24.606
estimates,768,1990,25.903
estimates,768,1991,27.28
estimates,768,1992,28.385
estimates,768,1993,28.821
estimates,768,1994,28.575
estimates,768,1995,27.993
estimates,768,1996,27.419
estimates,768,1997,26.95
estimates,768,1998,26.588
estimates,768,1999,26.342
estimates,768,2000,26.142
estimates,768,2001,25.932
estimates,768,2002,25.739
estimates,768,2003,25.602
estimates,768,2004,25.517
estimates,768,2005,25.473
estimates,768,2006,25.457
estimates,768,2007,25.461
estimates,768,2008,25.481
estimates,768,2009,25.519
estimates,768,2010,25.577
estimates,768,2011,25.663
estimates,768,2012,25.795
estimates,768,2013,25.99
estimates,768,2014,26.242
estimates,768,2015,26.531
medium_variant,768,2015,26.531
medium_variant,768,2016,26.831
medium_variant,768,2017,27.137
medium_variant,768,2018,27.451
medium_variant,768,2019,27.769
medium_variant,768,2020,28.092
medium_variant,768,2021,28.42
medium_variant,768,2022,28.738
medium_variant,768,2023,29.03
medium_variant,768,2024,29.295
medium_variant,768,2025,29.549
medium_variant,768,2026,29.807
medium_variant,768,2027,30.067
medium_variant,768,2028,30.327
medium_variant,768,2029,30.588
medium_variant,768,2030,30.853
medium_variant,768,2031,31.127
medium_variant,768,2032,31.413
medium_variant,768,2033,31.714
medium_variant,768,2034,32.032
medium_variant,768,2035,32.364
medium_variant,768,2036,32.712
medium_variant,768,2037,33.079
medium_variant,768,2038,33.474
medium_variant,768,2039,33.897
medium_variant,768,2040,34.342
medium_variant,768,2041,34.803
medium_variant,768,2042,35.282
medium_variant,768,2043,35.781
medium_variant,768,2044,36.301
medium_variant,768,2045,36.839
medium_variant,768,2046,37.392
medium_variant,768,2047,37.958
medium_variant,768,2048,38.534
medium_variant,768,2049,39.121
medium_variant,768,2050,39.719
medium_variant,768,2051,40.33
medium_variant,768,2052,40.953
medium_variant,768,2053,41.585
medium_variant,768,2054,42.225
medium_variant,768,2055,42.877
medium_variant,768,2056,43.543
medium_variant,768,2057,44.22
medium_variant,768,2058,44.907
medium_variant,768,2059,45.603
medium_variant,768,2060,46.313
medium_variant,768,2061,47.043
medium_variant,768,2062,47.794
medium_variant,768,2063,48.57
medium_variant,768,2064,49.374
medium_variant,768,2065,50.204
medium_variant,768,2066,51.063
medium_variant,768,2067,51.953
medium_variant,768,2068,52.878
medium_variant,768,2069,53.842
medium_variant,768,2070,54.842
medium_variant,768,2071,55.879
medium_variant,768,2072,56.965
medium_variant,768,2073,58.114
medium_variant,768,2074,59.327
medium_variant,768,2075,60.6
medium_variant,768,2076,61.925
medium_variant,768,2077,63.29
medium_variant,768,2078,64.687
medium_variant,768,2079,66.116
medium_variant,768,2080,67.587
medium_variant,768,2081,69.118
medium_variant,768,2082,70.725
medium_variant,768,2083,72.421
medium_variant,768,2084,74.214
medium_variant,768,2085,76.095
medium_variant,768,2086,78.054
medium_variant,768,2087,80.087
medium_variant,768,2088,82.196
medium_variant,768,2089,84.381
medium_variant,768,2090,86.651
medium_variant,768,2091,89.012
medium_variant,768,2092,91.474
medium_variant,768,2093,94.042
medium_variant,768,2094,96.718
medium_variant,768,2095,99.504
medium_variant,768,2096,102.398
medium_variant,768,2097,105.397
medium_variant,768,2098,108.499
medium_variant,768,2099,111.696
