variant,country,year,totalpopulationannualdoubletime
Estimates,450,1950,33.933
Estimates,450,1951,33.493
Estimates,450,1952,32.714
Estimates,450,1953,32.082
Estimates,450,1954,31.553
Estimates,450,1955,31.089
Estimates,450,1956,30.661
Estimates,450,1957,30.248
Estimates,450,1958,29.835
Estimates,450,1959,29.417
Estimates,450,1960,28.999
Estimates,450,1961,28.596
Estimates,450,1962,28.225
Estimates,450,1963,27.896
Estimates,450,1964,27.599
Estimates,450,1965,27.334
Estimates,450,1966,27.078
Estimates,450,1967,26.762
Estimates,450,1968,26.337
Estimates,450,1969,25.834
Estimates,450,1970,25.341
Estimates,450,1971,24.928
Estimates,450,1972,24.592
Estimates,450,1973,24.316
Estimates,450,1974,24.107
Estimates,450,1975,23.909
Estimates,450,1976,23.726
Estimates,450,1977,23.728
Estimates,450,1978,24.059
Estimates,450,1979,24.687
Estimates,450,1980,25.489
Estimates,450,1981,26.258
Estimates,450,1982,26.695
Estimates,450,1983,26.581
Estimates,450,1984,25.973
Estimates,450,1985,25.171
Estimates,450,1986,24.446
Estimates,450,1987,23.885
Estimates,450,1988,23.494
Estimates,450,1989,23.26
Estimates,450,1990,23.111
Estimates,450,1991,22.975
Estimates,450,1992,22.809
Estimates,450,1993,22.599
Estimates,450,1994,22.361
Estimates,450,1995,22.132
Estimates,450,1996,21.958
Estimates,450,1997,21.891
Estimates,450,1998,21.964
Estimates,450,1999,22.165
Estimates,450,2000,22.433
Estimates,450,2001,22.706
Estimates,450,2002,22.982
Estimates,450,2003,23.27
Estimates,450,2004,23.561
Estimates,450,2005,23.857
Estimates,450,2006,24.15
Estimates,450,2007,24.398
Estimates,450,2008,24.564
Estimates,450,2009,24.651
Estimates,450,2010,24.701
Estimates,450,2011,24.754
Estimates,450,2012,24.813
Estimates,450,2013,24.87
Estimates,450,2014,24.931
Estimates,450,2015,24.998
Medium_variant,450,2015,24.998
Medium_variant,450,2016,25.075
Medium_variant,450,2017,25.175
Medium_variant,450,2018,25.306
Medium_variant,450,2019,25.47
Medium_variant,450,2020,25.657
Medium_variant,450,2021,25.859
Medium_variant,450,2022,26.08
Medium_variant,450,2023,26.326
Medium_variant,450,2024,26.597
Medium_variant,450,2025,26.887
Medium_variant,450,2026,27.19
Medium_variant,450,2027,27.506
Medium_variant,450,2028,27.838
Medium_variant,450,2029,28.183
Medium_variant,450,2030,28.539
Medium_variant,450,2031,28.903
Medium_variant,450,2032,29.273
Medium_variant,450,2033,29.648
Medium_variant,450,2034,30.026
Medium_variant,450,2035,30.409
Medium_variant,450,2036,30.798
Medium_variant,450,2037,31.185
Medium_variant,450,2038,31.563
Medium_variant,450,2039,31.931
Medium_variant,450,2040,32.298
Medium_variant,450,2041,32.672
Medium_variant,450,2042,33.057
Medium_variant,450,2043,33.457
Medium_variant,450,2044,33.874
Medium_variant,450,2045,34.304
Medium_variant,450,2046,34.745
Medium_variant,450,2047,35.192
Medium_variant,450,2048,35.646
Medium_variant,450,2049,36.106
Medium_variant,450,2050,36.576
Medium_variant,450,2051,37.06
Medium_variant,450,2052,37.565
Medium_variant,450,2053,38.1
Medium_variant,450,2054,38.663
Medium_variant,450,2055,39.248
Medium_variant,450,2056,39.848
Medium_variant,450,2057,40.464
Medium_variant,450,2058,41.101
Medium_variant,450,2059,41.757
Medium_variant,450,2060,42.434
Medium_variant,450,2061,43.127
Medium_variant,450,2062,43.824
Medium_variant,450,2063,44.511
Medium_variant,450,2064,45.19
Medium_variant,450,2065,45.871
Medium_variant,450,2066,46.57
Medium_variant,450,2067,47.299
Medium_variant,450,2068,48.065
Medium_variant,450,2069,48.873
Medium_variant,450,2070,49.712
Medium_variant,450,2071,50.575
Medium_variant,450,2072,51.464
Medium_variant,450,2073,52.387
Medium_variant,450,2074,53.343
Medium_variant,450,2075,54.332
Medium_variant,450,2076,55.351
Medium_variant,450,2077,56.397
Medium_variant,450,2078,57.47
Medium_variant,450,2079,58.569
Medium_variant,450,2080,59.698
Medium_variant,450,2081,60.86
Medium_variant,450,2082,62.055
Medium_variant,450,2083,63.28
Medium_variant,450,2084,64.537
Medium_variant,450,2085,65.83
Medium_variant,450,2086,67.162
Medium_variant,450,2087,68.536
Medium_variant,450,2088,69.951
Medium_variant,450,2089,71.41
Medium_variant,450,2090,72.917
Medium_variant,450,2091,74.477
Medium_variant,450,2092,76.094
Medium_variant,450,2093,77.773
Medium_variant,450,2094,79.517
Medium_variant,450,2095,81.332
Medium_variant,450,2096,83.222
Medium_variant,450,2097,85.192
Medium_variant,450,2098,87.247
Medium_variant,450,2099,89.395
