variant,country,year,totalpopulationannualdoubletime
Estimates,124,1950,26.576
Estimates,124,1951,26.266
Estimates,124,1952,25.681
Estimates,124,1953,25.2
Estimates,124,1954,24.907
Estimates,124,1955,24.873
Estimates,124,1956,25.169
Estimates,124,1957,25.87
Estimates,124,1958,27.062
Estimates,124,1959,28.814
Estimates,124,1960,31.112
Estimates,124,1961,33.773
Estimates,124,1962,36.343
Estimates,124,1963,38.196
Estimates,124,1964,39.087
Estimates,124,1965,39.471
Estimates,124,1966,39.92
Estimates,124,1967,40.491
Estimates,124,1968,41.081
Estimates,124,1969,41.751
Estimates,124,1970,42.389
Estimates,124,1971,42.979
Estimates,124,1972,43.942
Estimates,124,1973,45.745
Estimates,124,1974,48.516
Estimates,124,1975,51.998
Estimates,124,1976,55.697
Estimates,124,1977,59.239
Estimates,124,1978,62.303
Estimates,124,1979,64.557
Estimates,124,1980,66.508
Estimates,124,1981,68.431
Estimates,124,1982,68.801
Estimates,124,1983,66.222
Estimates,124,1984,61.567
Estimates,124,1985,56.497
Estimates,124,1986,52.337
Estimates,124,1987,49.891
Estimates,124,1988,49.455
Estimates,124,1989,50.888
Estimates,124,1990,53.424
Estimates,124,1991,56.155
Estimates,124,1992,58.931
Estimates,124,1993,61.918
Estimates,124,1994,64.97
Estimates,124,1995,68.234
Estimates,124,1996,71.749
Estimates,124,1997,74.711
Estimates,124,1998,76.102
Estimates,124,1999,75.751
Estimates,124,2000,74.53
Estimates,124,2001,73.239
Estimates,124,2002,71.675
Estimates,124,2003,69.539
Estimates,124,2004,67.084
Estimates,124,2005,64.555
Estimates,124,2006,62.289
Estimates,124,2007,60.823
Estimates,124,2008,60.515
Estimates,124,2009,61.315
Estimates,124,2010,62.79
Estimates,124,2011,64.451
Estimates,124,2012,66.144
Estimates,124,2013,67.86
Estimates,124,2014,69.546
Estimates,124,2015,71.312
Medium_variant,124,2015,71.312
Medium_variant,124,2016,73.303
Medium_variant,124,2017,75.535
Medium_variant,124,2018,77.973
Medium_variant,124,2019,80.612
Medium_variant,124,2020,83.481
Medium_variant,124,2021,86.553
Medium_variant,124,2022,89.601
Medium_variant,124,2023,92.359
Medium_variant,124,2024,94.777
Medium_variant,124,2025,96.998
Medium_variant,124,2026,99.287
Medium_variant,124,2027,101.95
Medium_variant,124,2028,105.25
Medium_variant,124,2029,109.295
Medium_variant,124,2030,113.892
Medium_variant,124,2031,118.735
Medium_variant,124,2032,123.701
Medium_variant,124,2033,128.749
Medium_variant,124,2034,133.796
Medium_variant,124,2035,138.943
Medium_variant,124,2036,144.281
Medium_variant,124,2037,149.578
Medium_variant,124,2038,154.506
Medium_variant,124,2039,158.965
Medium_variant,124,2040,163.124
Medium_variant,124,2041,167.198
Medium_variant,124,2042,171.146
Medium_variant,124,2043,174.846
Medium_variant,124,2044,178.329
Medium_variant,124,2045,181.555
Medium_variant,124,2046,184.606
Medium_variant,124,2047,187.953
Medium_variant,124,2048,192.092
Medium_variant,124,2049,197.104
Medium_variant,124,2050,202.676
Medium_variant,124,2051,208.29
Medium_variant,124,2052,213.466
Medium_variant,124,2053,217.826
Medium_variant,124,2054,221.228
Medium_variant,124,2055,224.048
Medium_variant,124,2056,226.728
Medium_variant,124,2057,229.235
Medium_variant,124,2058,231.4
Medium_variant,124,2059,233.273
Medium_variant,124,2060,234.951
Medium_variant,124,2061,236.547
Medium_variant,124,2062,238.165
Medium_variant,124,2063,239.899
Medium_variant,124,2064,241.828
Medium_variant,124,2065,243.895
Medium_variant,124,2066,246.12
Medium_variant,124,2067,248.834
Medium_variant,124,2068,252.385
Medium_variant,124,2069,256.852
Medium_variant,124,2070,261.969
Medium_variant,124,2071,267.449
Medium_variant,124,2072,273.397
Medium_variant,124,2073,280.022
Medium_variant,124,2074,287.315
Medium_variant,124,2075,295.21
Medium_variant,124,2076,303.544
Medium_variant,124,2077,311.989
Medium_variant,124,2078,320.191
Medium_variant,124,2079,327.998
Medium_variant,124,2080,335.634
Medium_variant,124,2081,343.338
Medium_variant,124,2082,350.908
Medium_variant,124,2083,358.023
Medium_variant,124,2084,364.616
Medium_variant,124,2085,370.845
Medium_variant,124,2086,376.89
Medium_variant,124,2087,382.683
Medium_variant,124,2088,388.111
Medium_variant,124,2089,393.211
Medium_variant,124,2090,398.103
Medium_variant,124,2091,402.934
Medium_variant,124,2092,407.837
Medium_variant,124,2093,412.924
Medium_variant,124,2094,418.278
Medium_variant,124,2095,423.973
Medium_variant,124,2096,430.072
Medium_variant,124,2097,436.636
Medium_variant,124,2098,443.747
Medium_variant,124,2099,451.486
