variant,country,year,totalpopulationannualdoubletime
estimates,233,1950,62.649
estimates,233,1951,63.639
estimates,233,1952,65.921
estimates,233,1953,68.596
estimates,233,1954,71.266
estimates,233,1955,73.414
estimates,233,1956,74.453
estimates,233,1957,73.891
estimates,233,1958,71.592
estimates,233,1959,67.972
estimates,233,1960,63.911
estimates,233,1961,60.367
estimates,233,1962,58.092
estimates,233,1963,57.52
estimates,233,1964,58.544
estimates,233,1965,60.519
estimates,233,1966,62.705
estimates,233,1967,64.872
estimates,233,1968,67.028
estimates,233,1969,69.085
estimates,233,1970,71.197
estimates,233,1971,73.602
estimates,233,1972,76.358
estimates,233,1973,79.465
estimates,233,1974,82.935
estimates,233,1975,86.773
estimates,233,1976,90.891
estimates,233,1977,94.846
estimates,233,1978,98.136
estimates,233,1979,100.607
estimates,233,1980,104.964
estimates,233,1981,112.899
estimates,233,1982,117.896
estimates,233,1983,112.138
estimates,233,1984,99.872
estimates,233,1985,85.034
estimates,233,1986,73.948
estimates,233,1987,76.297
estimates,233,1988,115.308
estimates,233,1989,2081.835
estimates,233,1990,-99.312
estimates,233,1991,-48.132
estimates,233,1992,-34.976
estimates,233,1993,-32.383
estimates,233,1994,-36.781
estimates,233,1995,-50.627
estimates,233,1996,-84.358
estimates,233,1997,-171.746
estimates,233,1998,-330.709
estimates,233,1999,-268.486
estimates,233,2000,-160.581
estimates,233,2001,-117.503
estimates,233,2002,-101.584
estimates,233,2003,-99.215
estimates,233,2004,-109.778
estimates,233,2005,-132.612
estimates,233,2006,-163.743
estimates,233,2007,-197.717
estimates,233,2008,-226.01
estimates,233,2009,-235.877
estimates,233,2010,-232.422
estimates,233,2011,-228.734
estimates,233,2012,-228.926
estimates,233,2013,-233.517
estimates,233,2014,-243.564
estimates,233,2015,-256.335
medium_variant,233,2015,-256.335
medium_variant,233,2016,-266.775
medium_variant,233,2017,-270.051
medium_variant,233,2018,-263.525
medium_variant,233,2019,-248.617
medium_variant,233,2020,-230.843
medium_variant,233,2021,-214.461
medium_variant,233,2022,-200.236
medium_variant,233,2023,-187.919
medium_variant,233,2024,-177.451
medium_variant,233,2025,-168.226
medium_variant,233,2026,-159.876
medium_variant,233,2027,-152.785
medium_variant,233,2028,-147.268
medium_variant,233,2029,-143.152
medium_variant,233,2030,-139.875
medium_variant,233,2031,-137.107
medium_variant,233,2032,-135.234
medium_variant,233,2033,-134.703
medium_variant,233,2034,-135.467
medium_variant,233,2035,-137.089
medium_variant,233,2036,-139.081
medium_variant,233,2037,-141.178
medium_variant,233,2038,-143.238
medium_variant,233,2039,-145.086
medium_variant,233,2040,-146.909
medium_variant,233,2041,-148.849
medium_variant,233,2042,-150.466
medium_variant,233,2043,-151.26
medium_variant,233,2044,-151.204
medium_variant,233,2045,-150.595
medium_variant,233,2046,-149.733
medium_variant,233,2047,-148.662
medium_variant,233,2048,-147.263
medium_variant,233,2049,-145.59
medium_variant,233,2050,-143.723
medium_variant,233,2051,-141.738
medium_variant,233,2052,-139.719
medium_variant,233,2053,-137.695
medium_variant,233,2054,-135.702
medium_variant,233,2055,-133.775
medium_variant,233,2056,-131.934
medium_variant,233,2057,-130.187
medium_variant,233,2058,-128.483
medium_variant,233,2059,-126.898
medium_variant,233,2060,-125.468
medium_variant,233,2061,-124.186
medium_variant,233,2062,-123.213
medium_variant,233,2063,-122.675
medium_variant,233,2064,-122.602
medium_variant,233,2065,-122.866
medium_variant,233,2066,-123.351
medium_variant,233,2067,-124.089
medium_variant,233,2068,-125.118
medium_variant,233,2069,-126.457
medium_variant,233,2070,-128.074
medium_variant,233,2071,-129.982
medium_variant,233,2072,-132.261
medium_variant,233,2073,-135.059
medium_variant,233,2074,-138.417
medium_variant,233,2075,-142.27
medium_variant,233,2076,-146.52
medium_variant,233,2077,-151.017
medium_variant,233,2078,-155.564
medium_variant,233,2079,-160.063
medium_variant,233,2080,-164.653
medium_variant,233,2081,-169.473
medium_variant,233,2082,-174.767
medium_variant,233,2083,-180.673
medium_variant,233,2084,-187.23
medium_variant,233,2085,-194.307
medium_variant,233,2086,-201.529
medium_variant,233,2087,-208.457
medium_variant,233,2088,-214.671
medium_variant,233,2089,-219.906
medium_variant,233,2090,-224.166
medium_variant,233,2091,-227.586
medium_variant,233,2092,-230.275
medium_variant,233,2093,-232.167
medium_variant,233,2094,-233.125
medium_variant,233,2095,-232.899
medium_variant,233,2096,-231.188
medium_variant,233,2097,-227.791
medium_variant,233,2098,-222.599
medium_variant,233,2099,-215.613
