variant,country,year,totalpopulationannualdoubletime
estimates,180,1950,34.791
estimates,180,1951,34.654
estimates,180,1952,34.108
estimates,180,1953,33.148
estimates,180,1954,31.998
estimates,180,1955,30.84
estimates,180,1956,29.799
estimates,180,1957,28.947
estimates,180,1958,28.317
estimates,180,1959,27.892
estimates,180,1960,27.604
estimates,180,1961,27.344
estimates,180,1962,26.99
estimates,180,1963,26.466
estimates,180,1964,25.822
estimates,180,1965,25.149
estimates,180,1966,24.567
estimates,180,1967,24.24
estimates,180,1968,24.262
estimates,180,1969,24.593
estimates,180,1970,25.116
estimates,180,1971,25.653
estimates,180,1972,25.97
estimates,180,1973,25.905
estimates,180,1974,25.503
estimates,180,1975,24.919
estimates,180,1976,24.374
estimates,180,1977,24.158
estimates,180,1978,24.457
estimates,180,1979,25.228
estimates,180,1980,26.226
estimates,180,1981,27.094
estimates,180,1982,27.491
estimates,180,1983,27.217
estimates,180,1984,26.337
estimates,180,1985,25.385
estimates,180,1986,24.634
estimates,180,1987,23.669
estimates,180,1988,22.227
estimates,180,1989,20.614
estimates,180,1990,19.068
estimates,180,1991,17.865
estimates,180,1992,17.43
estimates,180,1993,18.027
estimates,180,1994,19.684
estimates,180,1995,22.268
estimates,180,1996,25.312
estimates,180,1997,27.768
estimates,180,1998,28.389
estimates,180,1999,27.047
estimates,180,2000,25.064
estimates,180,2001,23.476
estimates,180,2002,22.426
estimates,180,2003,21.82
estimates,180,2004,21.596
estimates,180,2005,21.532
estimates,180,2006,21.447
estimates,180,2007,21.369
estimates,180,2008,21.37
estimates,180,2009,21.436
estimates,180,2010,21.549
estimates,180,2011,21.688
estimates,180,2012,21.823
estimates,180,2013,21.935
estimates,180,2014,22.022
estimates,180,2015,22.108
medium_variant,180,2015,22.108
medium_variant,180,2016,22.213
medium_variant,180,2017,22.345
medium_variant,180,2018,22.504
medium_variant,180,2019,22.691
medium_variant,180,2020,22.894
medium_variant,180,2021,23.106
medium_variant,180,2022,23.326
medium_variant,180,2023,23.554
medium_variant,180,2024,23.79
medium_variant,180,2025,24.035
medium_variant,180,2026,24.289
medium_variant,180,2027,24.546
medium_variant,180,2028,24.802
medium_variant,180,2029,25.058
medium_variant,180,2030,25.317
medium_variant,180,2031,25.586
medium_variant,180,2032,25.867
medium_variant,180,2033,26.163
medium_variant,180,2034,26.474
medium_variant,180,2035,26.797
medium_variant,180,2036,27.13
medium_variant,180,2037,27.474
medium_variant,180,2038,27.833
medium_variant,180,2039,28.204
medium_variant,180,2040,28.588
medium_variant,180,2041,28.982
medium_variant,180,2042,29.389
medium_variant,180,2043,29.812
medium_variant,180,2044,30.25
medium_variant,180,2045,30.701
medium_variant,180,2046,31.163
medium_variant,180,2047,31.63
medium_variant,180,2048,32.098
medium_variant,180,2049,32.568
medium_variant,180,2050,33.043
medium_variant,180,2051,33.531
medium_variant,180,2052,34.033
medium_variant,180,2053,34.55
medium_variant,180,2054,35.083
medium_variant,180,2055,35.63
medium_variant,180,2056,36.192
medium_variant,180,2057,36.772
medium_variant,180,2058,37.375
medium_variant,180,2059,38.002
medium_variant,180,2060,38.65
medium_variant,180,2061,39.316
medium_variant,180,2062,39.999
medium_variant,180,2063,40.698
medium_variant,180,2064,41.414
medium_variant,180,2065,42.15
medium_variant,180,2066,42.909
medium_variant,180,2067,43.689
medium_variant,180,2068,44.487
medium_variant,180,2069,45.304
medium_variant,180,2070,46.143
medium_variant,180,2071,47.01
medium_variant,180,2072,47.919
medium_variant,180,2073,48.882
medium_variant,180,2074,49.902
medium_variant,180,2075,50.971
medium_variant,180,2076,52.079
medium_variant,180,2077,53.221
medium_variant,180,2078,54.392
medium_variant,180,2079,55.594
medium_variant,180,2080,56.831
medium_variant,180,2081,58.111
medium_variant,180,2082,59.447
medium_variant,180,2083,60.848
medium_variant,180,2084,62.316
medium_variant,180,2085,63.85
medium_variant,180,2086,65.443
medium_variant,180,2087,67.07
medium_variant,180,2088,68.71
medium_variant,180,2089,70.362
medium_variant,180,2090,72.049
medium_variant,180,2091,73.803
medium_variant,180,2092,75.653
medium_variant,180,2093,77.619
medium_variant,180,2094,79.71
medium_variant,180,2095,81.928
medium_variant,180,2096,84.27
medium_variant,180,2097,86.731
medium_variant,180,2098,89.302
medium_variant,180,2099,91.974
