variant,country,year,potentialsupport1664_65
estimates,850,1950,7.089
estimates,850,1951,7.107
estimates,850,1952,7.137
estimates,850,1953,7.18
estimates,850,1954,7.239
estimates,850,1955,7.348
estimates,850,1956,7.437
estimates,850,1957,7.557
estimates,850,1958,7.711
estimates,850,1959,7.878
estimates,850,1960,8.05
estimates,850,1961,8.852
estimates,850,1962,9.731
estimates,850,1963,10.658
estimates,850,1964,11.617
estimates,850,1965,12.623
estimates,850,1966,13.478
estimates,850,1967,14.309
estimates,850,1968,15.071
estimates,850,1969,15.783
estimates,850,1970,16.458
estimates,850,1971,16.301
estimates,850,1972,16.069
estimates,850,1973,15.767
estimates,850,1974,15.395
estimates,850,1975,14.958
estimates,850,1976,14.532
estimates,850,1977,14.115
estimates,850,1978,13.712
estimates,850,1979,13.338
estimates,850,1980,12.996
estimates,850,1981,12.856
estimates,850,1982,12.705
estimates,850,1983,12.525
estimates,850,1984,12.32
estimates,850,1985,12.098
estimates,850,1986,11.849
estimates,850,1987,11.627
estimates,850,1988,11.406
estimates,850,1989,11.166
estimates,850,1990,10.885
estimates,850,1991,10.529
estimates,850,1992,10.121
estimates,850,1993,9.709
estimates,850,1994,9.336
estimates,850,1995,9.025
estimates,850,1996,8.781
estimates,850,1997,8.547
estimates,850,1998,8.284
estimates,850,1999,7.977
estimates,850,2000,7.644
estimates,850,2001,7.417
estimates,850,2002,7.185
estimates,850,2003,6.937
estimates,850,2004,6.657
estimates,850,2005,6.352
estimates,850,2006,6.034
estimates,850,2007,5.715
estimates,850,2008,5.399
estimates,850,2009,5.09
estimates,850,2010,4.791
estimates,850,2011,4.491
estimates,850,2012,4.208
estimates,850,2013,3.948
estimates,850,2014,3.719
estimates,850,2015,3.524
medium_variant,850,2015,3.524
medium_variant,850,2016,3.378
medium_variant,850,2017,3.253
medium_variant,850,2018,3.143
medium_variant,850,2019,3.037
medium_variant,850,2020,2.93
medium_variant,850,2021,2.831
medium_variant,850,2022,2.733
medium_variant,850,2023,2.638
medium_variant,850,2024,2.549
medium_variant,850,2025,2.469
medium_variant,850,2026,2.404
medium_variant,850,2027,2.344
medium_variant,850,2028,2.289
medium_variant,850,2029,2.237
medium_variant,850,2030,2.187
medium_variant,850,2031,2.146
medium_variant,850,2032,2.106
medium_variant,850,2033,2.069
medium_variant,850,2034,2.035
medium_variant,850,2035,2.005
medium_variant,850,2036,1.988
medium_variant,850,2037,1.974
medium_variant,850,2038,1.962
medium_variant,850,2039,1.953
medium_variant,850,2040,1.946
medium_variant,850,2041,1.947
medium_variant,850,2042,1.949
medium_variant,850,2043,1.952
medium_variant,850,2044,1.957
medium_variant,850,2045,1.962
medium_variant,850,2046,1.974
medium_variant,850,2047,1.986
medium_variant,850,2048,1.997
medium_variant,850,2049,2.008
medium_variant,850,2050,2.023
medium_variant,850,2051,2.05
medium_variant,850,2052,2.079
medium_variant,850,2053,2.107
medium_variant,850,2054,2.127
medium_variant,850,2055,2.134
medium_variant,850,2056,2.137
medium_variant,850,2057,2.125
medium_variant,850,2058,2.102
medium_variant,850,2059,2.077
medium_variant,850,2060,2.054
medium_variant,850,2061,2.04
medium_variant,850,2062,2.025
medium_variant,850,2063,2.01
medium_variant,850,2064,1.993
medium_variant,850,2065,1.973
medium_variant,850,2066,1.958
medium_variant,850,2067,1.94
medium_variant,850,2068,1.919
medium_variant,850,2069,1.894
medium_variant,850,2070,1.864
medium_variant,850,2071,1.84
medium_variant,850,2072,1.811
medium_variant,850,2073,1.779
medium_variant,850,2074,1.745
medium_variant,850,2075,1.711
medium_variant,850,2076,1.684
medium_variant,850,2077,1.656
medium_variant,850,2078,1.628
medium_variant,850,2079,1.601
medium_variant,850,2080,1.574
medium_variant,850,2081,1.556
medium_variant,850,2082,1.538
medium_variant,850,2083,1.52
medium_variant,850,2084,1.499
medium_variant,850,2085,1.479
medium_variant,850,2086,1.467
medium_variant,850,2087,1.453
medium_variant,850,2088,1.438
medium_variant,850,2089,1.425
medium_variant,850,2090,1.412
medium_variant,850,2091,1.404
medium_variant,850,2092,1.395
medium_variant,850,2093,1.385
medium_variant,850,2094,1.372
medium_variant,850,2095,1.357
medium_variant,850,2096,1.349
medium_variant,850,2097,1.339
medium_variant,850,2098,1.328
medium_variant,850,2099,1.317
medium_variant,850,2100,1.306
high_variant,850,2015,3.52402330180108
low_variant,850,2015,3.52402330180108
constant_fertility,850,2015,3.52402330180108
instant_replacement,850,2015,3.52402330180108
zero_migration,850,2015,3.52402330180108
constant_mortality,850,2015,3.52402330180108
no_change,850,2015,3.52402330180108
high_variant,850,2020,2.92968571297864
low_variant,850,2020,2.92968571297864
constant_fertility,850,2020,2.92968571297864
instant_replacement,850,2020,2.92968571297864
zero_migration,850,2020,2.99771564327485
constant_mortality,850,2020,2.96770900992855
no_change,850,2020,2.96770900992855
