variant,country,year,potentialsupport1664_65
estimates,208,1950,7.164
estimates,208,1951,7.007
estimates,208,1952,6.864
estimates,208,1953,6.735
estimates,208,1954,6.619
estimates,208,1955,6.517
estimates,208,1956,6.403
estimates,208,1957,6.305
estimates,208,1958,6.217
estimates,208,1959,6.132
estimates,208,1960,6.047
estimates,208,1961,5.965
estimates,208,1962,5.889
estimates,208,1963,5.818
estimates,208,1964,5.748
estimates,208,1965,5.676
estimates,208,1966,5.582
estimates,208,1967,5.494
estimates,208,1968,5.408
estimates,208,1969,5.323
estimates,208,1970,5.238
estimates,208,1971,5.129
estimates,208,1972,5.026
estimates,208,1973,4.931
estimates,208,1974,4.846
estimates,208,1975,4.771
estimates,208,1976,4.69
estimates,208,1977,4.621
estimates,208,1978,4.563
estimates,208,1979,4.518
estimates,208,1980,4.484
estimates,208,1981,4.45
estimates,208,1982,4.43
estimates,208,1983,4.418
estimates,208,1984,4.408
estimates,208,1985,4.396
estimates,208,1986,4.37
estimates,208,1987,4.345
estimates,208,1988,4.324
estimates,208,1989,4.311
estimates,208,1990,4.31
estimates,208,1991,4.315
estimates,208,1992,4.329
estimates,208,1993,4.351
estimates,208,1994,4.378
estimates,208,1995,4.409
estimates,208,1996,4.42
estimates,208,1997,4.433
estimates,208,1998,4.448
estimates,208,1999,4.465
estimates,208,2000,4.484
estimates,208,2001,4.471
estimates,208,2002,4.458
estimates,208,2003,4.439
estimates,208,2004,4.409
estimates,208,2005,4.365
estimates,208,2006,4.291
estimates,208,2007,4.208
estimates,208,2008,4.118
estimates,208,2009,4.022
estimates,208,2010,3.924
estimates,208,2011,3.83
estimates,208,2012,3.721
estimates,208,2013,3.6
estimates,208,2014,3.483
estimates,208,2015,3.384
medium_variant,208,2015,3.384
medium_variant,208,2016,3.314
medium_variant,208,2017,3.265
medium_variant,208,2018,3.229
medium_variant,208,2019,3.195
medium_variant,208,2020,3.156
medium_variant,208,2021,3.119
medium_variant,208,2022,3.078
medium_variant,208,2023,3.034
medium_variant,208,2024,2.988
medium_variant,208,2025,2.941
medium_variant,208,2026,2.897
medium_variant,208,2027,2.852
medium_variant,208,2028,2.804
medium_variant,208,2029,2.752
medium_variant,208,2030,2.697
medium_variant,208,2031,2.646
medium_variant,208,2032,2.591
medium_variant,208,2033,2.538
medium_variant,208,2034,2.492
medium_variant,208,2035,2.455
medium_variant,208,2036,2.431
medium_variant,208,2037,2.415
medium_variant,208,2038,2.404
medium_variant,208,2039,2.394
medium_variant,208,2040,2.384
medium_variant,208,2041,2.381
medium_variant,208,2042,2.375
medium_variant,208,2043,2.369
medium_variant,208,2044,2.369
medium_variant,208,2045,2.374
medium_variant,208,2046,2.388
medium_variant,208,2047,2.407
medium_variant,208,2048,2.426
