variant,country,year,potentialsupport1664_65
estimates,862,1950,22.686
estimates,862,1951,22.712
estimates,862,1952,22.796
estimates,862,1953,22.927
estimates,862,1954,23.095
estimates,862,1955,23.289
estimates,862,1956,23.06
estimates,862,1957,22.878
estimates,862,1958,22.73
estimates,862,1959,22.606
estimates,862,1960,22.495
estimates,862,1961,22.171
estimates,862,1962,21.885
estimates,862,1963,21.627
estimates,862,1964,21.385
estimates,862,1965,21.152
estimates,862,1966,20.798
estimates,862,1967,20.474
estimates,862,1968,20.178
estimates,862,1969,19.908
estimates,862,1970,19.659
estimates,862,1971,19.355
estimates,862,1972,19.083
estimates,862,1973,18.838
estimates,862,1974,18.617
estimates,862,1975,18.415
estimates,862,1976,18.215
estimates,862,1977,18.043
estimates,862,1978,17.886
estimates,862,1979,17.723
estimates,862,1980,17.546
estimates,862,1981,17.363
estimates,862,1982,17.185
estimates,862,1983,17.007
estimates,862,1984,16.823
estimates,862,1985,16.63
estimates,862,1986,16.444
estimates,862,1987,16.274
estimates,862,1988,16.12
estimates,862,1989,15.984
estimates,862,1990,15.863
estimates,862,1991,15.693
estimates,862,1992,15.554
estimates,862,1993,15.434
estimates,862,1994,15.322
estimates,862,1995,15.213
estimates,862,1996,14.986
estimates,862,1997,14.771
estimates,862,1998,14.561
estimates,862,1999,14.357
estimates,862,2000,14.157
estimates,862,2001,13.918
estimates,862,2002,13.688
estimates,862,2003,13.46
estimates,862,2004,13.227
estimates,862,2005,12.986
estimates,862,2006,12.753
estimates,862,2007,12.519
estimates,862,2008,12.28
estimates,862,2009,12.034
estimates,862,2010,11.78
estimates,862,2011,11.522
estimates,862,2012,11.261
estimates,862,2013,10.999
estimates,862,2014,10.736
estimates,862,2015,10.472
medium_variant,862,2015,10.472
medium_variant,862,2016,10.205
medium_variant,862,2017,9.942
medium_variant,862,2018,9.678
medium_variant,862,2019,9.408
medium_variant,862,2020,9.133
medium_variant,862,2021,8.86
medium_variant,862,2022,8.591
medium_variant,862,2023,8.32
medium_variant,862,2024,8.039
medium_variant,862,2025,7.748
medium_variant,862,2026,7.461
medium_variant,862,2027,7.175
medium_variant,862,2028,6.9
medium_variant,862,2029,6.643
medium_variant,862,2030,6.407
medium_variant,862,2031,6.199
medium_variant,862,2032,6.007
medium_variant,862,2033,5.831
medium_variant,862,2034,5.67
medium_variant,862,2035,5.525
medium_variant,862,2036,5.404
medium_variant,862,2037,5.294
medium_variant,862,2038,5.191
medium_variant,862,2039,5.087
medium_variant,862,2040,4.979
medium_variant,862,2041,4.878
medium_variant,862,2042,4.775
medium_variant,862,2043,4.67
medium_variant,862,2044,4.566
medium_variant,862,2045,4.462
medium_variant,862,2046,4.368
medium_variant,862,2047,4.275
medium_variant,862,2048,4.182
medium_variant,862,2049,4.086
medium_variant,862,2050,3.988
medium_variant,862,2051,3.897
medium_variant,862,2052,3.804
medium_variant,862,2053,3.712
medium_variant,862,2054,3.623
medium_variant,862,2055,3.538
medium_variant,862,2056,3.465
medium_variant,862,2057,3.394
medium_variant,862,2058,3.327
medium_variant,862,2059,3.262
medium_variant,862,2060,3.199
medium_variant,862,2061,3.145
medium_variant,862,2062,3.092
medium_variant,862,2063,3.041
medium_variant,862,2064,2.989
medium_variant,862,2065,2.937
medium_variant,862,2066,2.893
medium_variant,862,2067,2.849
medium_variant,862,2068,2.804
medium_variant,862,2069,2.757
medium_variant,862,2070,2.71
medium_variant,862,2071,2.672
medium_variant,862,2072,2.633
medium_variant,862,2073,2.593
medium_variant,862,2074,2.552
medium_variant,862,2075,2.511
medium_variant,862,2076,2.478
medium_variant,862,2077,2.445
medium_variant,862,2078,2.41
medium_variant,862,2079,2.375
medium_variant,862,2080,2.339
medium_variant,862,2081,2.312
medium_variant,862,2082,2.283
medium_variant,862,2083,2.254
medium_variant,862,2084,2.225
medium_variant,862,2085,2.196
medium_variant,862,2086,2.174
medium_variant,862,2087,2.152
medium_variant,862,2088,2.129
medium_variant,862,2089,2.105
medium_variant,862,2090,2.081
medium_variant,862,2091,2.064
medium_variant,862,2092,2.047
medium_variant,862,2093,2.028
medium_variant,862,2094,2.009
medium_variant,862,2095,1.988
medium_variant,862,2096,1.976
medium_variant,862,2097,1.962
medium_variant,862,2098,1.946
medium_variant,862,2099,1.93
medium_variant,862,2100,1.913
high_variant,862,2015,10.471939563241
low_variant,862,2015,10.471939563241
constant_fertility,862,2015,10.471939563241
instant_replacement,862,2015,10.471939563241
zero_migration,862,2015,10.471939563241
constant_mortality,862,2015,10.471939563241
no_change,862,2015,10.471939563241
high_variant,862,2020,9.13250498873887
low_variant,862,2020,9.13250498873887
constant_fertility,862,2020,9.13250498873887
instant_replacement,862,2020,9.13250498873887
zero_migration,862,2020,9.15402116525604
constant_mortality,862,2020,9.22068247970716
no_change,862,2020,9.22068247970716
high_variant,862,2025,7.74755141502902
low_variant,862,2025,7.74755141502902
constant_fertility,862,2025,7.74755141502902
instant_replacement,862,2025,7.74755141502902
zero_migration,862,2025,7.78037494974032
constant_mortality,862,2025,7.93790016711274
no_change,862,2025,7.93790016711274
high_variant,862,2030,6.40722662440571
low_variant,862,2030,6.40722662440571
constant_fertility,862,2030,6.40722662440571
instant_replacement,862,2030,6.40722662440571
zero_migration,862,2030,6.4433557844691
constant_mortality,862,2030,6.68510280102452
no_change,862,2030,6.68510280102452
high_variant,862,2035,5.59556441800048
low_variant,862,2035,5.45493813221998
constant_fertility,862,2035,5.55920937570015
instant_replacement,862,2035,5.47211566587822
zero_migration,862,2035,5.56248071752106
constant_mortality,862,2035,5.89176990962455
no_change,862,2035,5.92813723662129
high_variant,862,2040,5.14161984727536
low_variant,862,2040,4.81712046246465
constant_fertility,862,2040,5.06719275605759
instant_replacement,862,2040,4.91213634791715
zero_migration,862,2040,5.01745962420055
constant_mortality,862,2040,5.44282606010307
no_change,862,2040,5.53933578675917
high_variant,862,2045,4.71693231503324
low_variant,862,2045,4.20701009687497
constant_fertility,862,2045,4.6124763013694
instant_replacement,862,2045,4.40467999718133
zero_migration,862,2045,4.49745099415836
constant_mortality,862,2045,5.00251191061411
no_change,862,2045,5.17237618091576
high_variant,862,2050,4.31862903689325
low_variant,862,2050,3.65958745666319
constant_fertility,862,2050,4.2053625656459
instant_replacement,862,2050,3.95159668486354
zero_migration,862,2050,4.01852711695268
constant_mortality,862,2050,4.58571414631222
no_change,862,2050,4.83747740815321
high_variant,862,2055,3.93623854281706
low_variant,862,2055,3.14785991401523
constant_fertility,862,2055,3.82400686493395
instant_replacement,862,2055,3.52450759913255
zero_migration,862,2055,3.5623768606759
constant_mortality,862,2055,4.16864601847127
no_change,862,2055,4.50894137246042
high_variant,862,2060,3.67182964383602
low_variant,862,2060,2.74595276838739
constant_fertility,862,2060,3.56182299293428
instant_replacement,862,2060,3.20843394177647
zero_migration,862,2060,3.21770347038741
constant_mortality,862,2060,3.8712024091471
no_change,862,2060,4.31566183461701
high_variant,862,2065,3.49524765251687
low_variant,862,2065,2.41780217233901
constant_fertility,862,2065,3.38625126315333
instant_replacement,862,2065,2.97087541836821
zero_migration,862,2065,2.95155369842125
constant_mortality,862,2065,3.65981815894094
no_change,862,2065,4.22681520816345
high_variant,862,2070,3.36002308098019
low_variant,862,2070,2.12420284074858
constant_fertility,862,2070,3.25304514629929
instant_replacement,862,2070,2.77206623759612
zero_migration,862,2070,2.72199570849083
constant_mortality,862,2070,3.47815656821819
no_change,862,2070,4.18386298073891
high_variant,862,2075,3.25480569323807
low_variant,862,2075,1.85879325147905
constant_fertility,862,2075,3.15370195878152
instant_replacement,862,2075,2.60535003698883
zero_migration,862,2075,2.52116649853085
constant_mortality,862,2075,3.3141532171299
no_change,862,2075,4.17388558536915
high_variant,862,2080,3.17927948969835
low_variant,862,2080,1.62135523550365
constant_fertility,862,2080,3.08916550916479
instant_replacement,862,2080,2.4697014774728
zero_migration,862,2080,2.3491358881677
constant_mortality,862,2080,3.1684356622936
no_change,862,2080,4.19791837130767
high_variant,862,2085,3.03706608691147
low_variant,862,2085,1.47390923791563
constant_fertility,862,2085,3.01487949801383
instant_replacement,862,2085,2.4305381042993
zero_migration,862,2085,2.20601054725284
constant_mortality,862,2085,3.05271923867027
no_change,862,2085,4.19464443124848
high_variant,862,2090,2.88844572683238
low_variant,862,2090,1.37923499341696
constant_fertility,862,2090,2.94268989617968
instant_replacement,862,2090,2.37998147067966
zero_migration,862,2090,2.09050681952863
constant_mortality,862,2090,2.96983686775766
no_change,862,2090,4.1843839939661
high_variant,862,2095,2.75473897232353
low_variant,862,2095,1.31702269942102
constant_fertility,862,2095,2.87693136049973
instant_replacement,862,2095,2.32096439162483
zero_migration,862,2095,1.99683096154085
constant_mortality,862,2095,2.91317944845215
no_change,862,2095,4.17942362605315
high_variant,862,2100,2.6600448465625
low_variant,862,2100,1.25979247634258
constant_fertility,862,2100,2.81838905472005
instant_replacement,862,2100,2.26149640257382
zero_migration,862,2100,1.92055682507674
constant_mortality,862,2100,2.87532815623755
no_change,862,2100,4.18246125079426
