variant,country,year,potentialsupport1664_65
estimates,258,1950,28.054
estimates,258,1951,27
estimates,258,1952,25.953
estimates,258,1953,24.969
estimates,258,1954,24.093
estimates,258,1955,23.376
estimates,258,1956,22.073
estimates,258,1957,21.096
estimates,258,1958,20.362
estimates,258,1959,19.77
estimates,258,1960,19.162
estimates,258,1961,19.121
estimates,258,1962,18.999
estimates,258,1963,18.819
estimates,258,1964,18.714
estimates,258,1965,18.772
estimates,258,1966,18.866
estimates,258,1967,18.998
estimates,258,1968,19.04
estimates,258,1969,18.966
estimates,258,1970,18.819
estimates,258,1971,18.638
estimates,258,1972,18.554
estimates,258,1973,18.488
estimates,258,1974,18.411
estimates,258,1975,18.277
estimates,258,1976,17.956
estimates,258,1977,17.605
estimates,258,1978,17.284
estimates,258,1979,17.123
estimates,258,1980,17.153
estimates,258,1981,17.359
estimates,258,1982,17.904
estimates,258,1983,18.771
estimates,258,1984,19.744
estimates,258,1985,20.521
estimates,258,1986,20.177
estimates,258,1987,19.553
estimates,258,1988,18.896
estimates,258,1989,18.405
estimates,258,1990,18.094
estimates,258,1991,17.908
estimates,258,1992,17.817
estimates,258,1993,17.725
estimates,258,1994,17.554
estimates,258,1995,17.317
estimates,258,1996,16.808
estimates,258,1997,16.269
estimates,258,1998,15.746
estimates,258,1999,15.286
estimates,258,2000,14.891
estimates,258,2001,14.557
estimates,258,2002,14.284
estimates,258,2003,14.021
estimates,258,2004,13.706
estimates,258,2005,13.332
estimates,258,2006,12.615
estimates,258,2007,11.916
estimates,258,2008,11.282
estimates,258,2009,10.744
estimates,258,2010,10.288
estimates,258,2011,10.099
estimates,258,2012,9.937
estimates,258,2013,9.771
estimates,258,2014,9.567
estimates,258,2015,9.312
medium_variant,258,2015,9.312
medium_variant,258,2016,9.02
medium_variant,258,2017,8.704
medium_variant,258,2018,8.374
medium_variant,258,2019,8.036
medium_variant,258,2020,7.693
medium_variant,258,2021,7.324
medium_variant,258,2022,6.957
medium_variant,258,2023,6.601
medium_variant,258,2024,6.272
medium_variant,258,2025,5.973
medium_variant,258,2026,5.726
medium_variant,258,2027,5.506
medium_variant,258,2028,5.302
medium_variant,258,2029,5.097
medium_variant,258,2030,4.887
medium_variant,258,2031,4.684
medium_variant,258,2032,4.482
medium_variant,258,2033,4.289
medium_variant,258,2034,4.115
medium_variant,258,2035,3.963
medium_variant,258,2036,3.838
medium_variant,258,2037,3.727
medium_variant,258,2038,3.628
medium_variant,258,2039,3.537
medium_variant,258,2040,3.452
medium_variant,258,2041,3.38
medium_variant,258,2042,3.313
medium_variant,258,2043,3.249
medium_variant,258,2044,3.185
medium_variant,258,2045,3.123
medium_variant,258,2046,3.071
medium_variant,258,2047,3.019
medium_variant,258,2048,2.966
medium_variant,258,2049,2.908
medium_variant,258,2050,2.846
medium_variant,258,2051,2.788
medium_variant,258,2052,2.725
medium_variant,258,2053,2.66
medium_variant,258,2054,2.594
medium_variant,258,2055,2.529
medium_variant,258,2056,2.471
medium_variant,258,2057,2.414
medium_variant,258,2058,2.357
medium_variant,258,2059,2.304
medium_variant,258,2060,2.256
medium_variant,258,2061,2.22
medium_variant,258,2062,2.187
medium_variant,258,2063,2.157
medium_variant,258,2064,2.128
medium_variant,258,2065,2.097
medium_variant,258,2066,2.072
medium_variant,258,2067,2.044
medium_variant,258,2068,2.016
medium_variant,258,2069,1.996
medium_variant,258,2070,1.985
medium_variant,258,2071,1.991
medium_variant,258,2072,2.007
medium_variant,258,2073,2.024
medium_variant,258,2074,2.034
medium_variant,258,2075,2.03
medium_variant,258,2076,2.022
medium_variant,258,2077,2.001
medium_variant,258,2078,1.97
medium_variant,258,2079,1.936
medium_variant,258,2080,1.904
medium_variant,258,2081,1.883
medium_variant,258,2082,1.861
medium_variant,258,2083,1.839
medium_variant,258,2084,1.817
medium_variant,258,2085,1.794
medium_variant,258,2086,1.779
medium_variant,258,2087,1.763
medium_variant,258,2088,1.747
medium_variant,258,2089,1.73
medium_variant,258,2090,1.713
medium_variant,258,2091,1.704
medium_variant,258,2092,1.693
medium_variant,258,2093,1.681
medium_variant,258,2094,1.668
medium_variant,258,2095,1.654
medium_variant,258,2096,1.649
medium_variant,258,2097,1.641
medium_variant,258,2098,1.632
medium_variant,258,2099,1.623
medium_variant,258,2100,1.613
high_variant,258,2015,9.31228628975596
low_variant,258,2015,9.31228628975596
constant_fertility,258,2015,9.31228628975596
instant_replacement,258,2015,9.31228628975596
zero_migration,258,2015,9.31228628975596
constant_mortality,258,2015,9.31228628975596
no_change,258,2015,9.31228628975596
high_variant,258,2020,7.69322694377435
low_variant,258,2020,7.69322694377435
constant_fertility,258,2020,7.69322694377435
instant_replacement,258,2020,7.69322694377435
zero_migration,258,2020,7.70683386510351
constant_mortality,258,2020,7.80844804827456
no_change,258,2020,7.80844804827456
high_variant,258,2025,5.97307354233812
low_variant,258,2025,5.97307354233812
constant_fertility,258,2025,5.97307354233812
instant_replacement,258,2025,5.97307354233812
zero_migration,258,2025,6.095258960652
constant_mortality,258,2025,6.20965917774721
no_change,258,2025,6.20965917774721
high_variant,258,2030,4.88686311921419
low_variant,258,2030,4.88686311921419
constant_fertility,258,2030,4.88686311921419
instant_replacement,258,2030,4.88686311921419
zero_migration,258,2030,4.9935683770715
constant_mortality,258,2030,5.23295598761359
no_change,258,2030,5.23295598761359
high_variant,258,2035,4.01618036629757
low_variant,258,2035,3.90981685121305
constant_fertility,258,2035,3.98219969125803
instant_replacement,258,2035,3.98069409769206
zero_migration,258,2035,4.05552076810687
constant_mortality,258,2035,4.38708029041668
no_change,258,2035,4.40858475099538
high_variant,258,2040,3.57124150505553
low_variant,258,2040,3.33222277473894
constant_fertility,258,2040,3.49569036963368
instant_replacement,258,2040,3.49502734957732
zero_migration,258,2040,3.5437570044169
constant_mortality,258,2040,3.97914409534128
no_change,258,2040,4.03031651447145
high_variant,258,2045,3.31158113105439
low_variant,258,2045,2.93531463275307
constant_fertility,258,2045,3.19192146958901
instant_replacement,258,2045,3.19555936381949
zero_migration,258,2045,3.2143336464904
constant_mortality,258,2045,3.76891174518912
no_change,258,2045,3.85252156602522
high_variant,258,2050,3.09153505126074
low_variant,258,2050,2.6013161540593
constant_fertility,258,2050,2.94165973954004
instant_replacement,258,2050,2.94743696314769
zero_migration,258,2050,2.9317117265182
constant_mortality,258,2050,3.59332226921498
no_change,258,2050,3.7156878490997
high_variant,258,2055,2.82132557551227
low_variant,258,2055,2.23926132051606
