country,variant,freq,year,meanageforchildbearing
404,estimates,5yearly,1950,29.135
404,estimates,5yearly,1955,29.135
404,estimates,5yearly,1960,29.135
404,estimates,5yearly,1965,29.135
404,estimates,5yearly,1970,29.135
404,estimates,5yearly,1975,29.135
404,estimates,5yearly,1980,29.135
404,estimates,5yearly,1985,29.135
404,estimates,5yearly,1990,29.53
404,estimates,5yearly,1995,29.169
404,estimates,5yearly,2000,29.168
404,estimates,5yearly,2005,29.132
404,estimates,5yearly,2010,28.842
404,medium_variant,5yearly,2015,28.697
404,medium_variant,5yearly,2020,28.578
404,medium_variant,5yearly,2025,28.483
404,medium_variant,5yearly,2030,28.413
404,medium_variant,5yearly,2035,28.368
404,medium_variant,5yearly,2040,28.346
404,medium_variant,5yearly,2045,28.347
404,medium_variant,5yearly,2050,28.37
404,medium_variant,5yearly,2055,28.413
404,medium_variant,5yearly,2060,28.474
404,medium_variant,5yearly,2065,28.552
404,medium_variant,5yearly,2070,28.644
404,medium_variant,5yearly,2075,28.75
404,medium_variant,5yearly,2080,28.866
404,medium_variant,5yearly,2085,28.99
404,medium_variant,5yearly,2090,29.12
404,medium_variant,5yearly,2095,29.256
