country,variant,freq,year,meanageforchildbearing
508,estimates,5yearly,1950,30.377
508,estimates,5yearly,1955,30.377
508,estimates,5yearly,1960,30.377
508,estimates,5yearly,1965,30.377
508,estimates,5yearly,1970,29.782
508,estimates,5yearly,1975,29.319
508,estimates,5yearly,1980,29.046
508,estimates,5yearly,1985,29.018
508,estimates,5yearly,1990,28.705
508,estimates,5yearly,1995,28.672
508,estimates,5yearly,2000,28.672
508,estimates,5yearly,2005,28.684
508,estimates,5yearly,2010,28.97
508,medium_variant,5yearly,2015,29.112
508,medium_variant,5yearly,2020,29.245
508,medium_variant,5yearly,2025,29.369
508,medium_variant,5yearly,2030,29.484
508,medium_variant,5yearly,2035,29.591
508,medium_variant,5yearly,2040,29.688
508,medium_variant,5yearly,2045,29.777
508,medium_variant,5yearly,2050,29.859
508,medium_variant,5yearly,2055,29.934
508,medium_variant,5yearly,2060,30.004
508,medium_variant,5yearly,2065,30.067
508,medium_variant,5yearly,2070,30.125
508,medium_variant,5yearly,2075,30.178
508,medium_variant,5yearly,2080,30.227
508,medium_variant,5yearly,2085,30.272
508,medium_variant,5yearly,2090,30.312
508,medium_variant,5yearly,2095,30.35
508,estimates,5yearly,Regi,Mozambique
508,medium_variant,5yearly,Regi,Mozambique
