variant,country,year,under_five_mortality
estimates,208,1950,35.663
estimates,208,1951,34.85
estimates,208,1952,33.29
estimates,208,1953,31.863
estimates,208,1954,30.569
estimates,208,1955,29.405
estimates,208,1956,28.368
estimates,208,1957,27.448
estimates,208,1958,26.629
estimates,208,1959,25.885
estimates,208,1960,25.182
estimates,208,1961,24.486
estimates,208,1962,23.762
estimates,208,1963,22.982
estimates,208,1964,22.136
estimates,208,1965,21.225
estimates,208,1966,20.264
estimates,208,1967,19.288
estimates,208,1968,18.326
estimates,208,1969,17.394
estimates,208,1970,16.498
estimates,208,1971,15.636
estimates,208,1972,14.802
estimates,208,1973,13.998
estimates,208,1974,13.231
estimates,208,1975,12.515
estimates,208,1976,11.861
estimates,208,1977,11.278
estimates,208,1978,10.774
estimates,208,1979,10.353
estimates,208,1980,10.029
estimates,208,1981,9.816
estimates,208,1982,9.704
estimates,208,1983,9.672
estimates,208,1984,9.693
estimates,208,1985,9.723
estimates,208,1986,9.713
estimates,208,1987,9.631
estimates,208,1988,9.457
estimates,208,1989,9.183
estimates,208,1990,8.817
estimates,208,1991,8.383
estimates,208,1992,7.923
estimates,208,1993,7.477
estimates,208,1994,7.066
estimates,208,1995,6.709
estimates,208,1996,6.418
estimates,208,1997,6.186
estimates,208,1998,5.999
estimates,208,1999,5.851
estimates,208,2000,5.726
estimates,208,2001,5.604
estimates,208,2002,5.47
estimates,208,2003,5.312
estimates,208,2004,5.131
estimates,208,2005,4.933
estimates,208,2006,4.737
estimates,208,2007,4.56
estimates,208,2008,4.415
estimates,208,2009,4.302
estimates,208,2010,4.217
estimates,208,2011,4.147
estimates,208,2012,4.077
estimates,208,2013,3.994
estimates,208,2014,3.895
estimates,208,2015,3.779
medium_variant,208,2015,3.779
medium_variant,208,2016,3.651
medium_variant,208,2017,3.519
medium_variant,208,2018,3.391
medium_variant,208,2019,3.27
medium_variant,208,2020,3.157
medium_variant,208,2021,3.052
medium_variant,208,2022,2.953
medium_variant,208,2023,2.857
medium_variant,208,2024,2.766
medium_variant,208,2025,2.677
medium_variant,208,2026,2.593
medium_variant,208,2027,2.512
medium_variant,208,2028,2.435
medium_variant,208,2029,2.361
medium_variant,208,2030,2.291
medium_variant,208,2031,2.223
medium_variant,208,2032,2.159
medium_variant,208,2033,2.097
medium_variant,208,2034,2.037
medium_variant,208,2035,1.98
medium_variant,208,2036,1.925
medium_variant,208,2037,1.874
medium_variant,208,2038,1.824
medium_variant,208,2039,1.778
medium_variant,208,2040,1.734
medium_variant,208,2041,1.692
medium_variant,208,2042,1.652
medium_variant,208,2043,1.614
medium_variant,208,2044,1.578
medium_variant,208,2045,1.544
medium_variant,208,2046,1.511
medium_variant,208,2047,1.479
medium_variant,208,2048,1.448
medium_variant,208,2049,1.418
medium_variant,208,2050,1.389
medium_variant,208,2051,1.362
medium_variant,208,2052,1.335
medium_variant,208,2053,1.309
medium_variant,208,2054,1.284
medium_variant,208,2055,1.26
medium_variant,208,2056,1.237
medium_variant,208,2057,1.214
medium_variant,208,2058,1.191
medium_variant,208,2059,1.169
medium_variant,208,2060,1.147
medium_variant,208,2061,1.125
medium_variant,208,2062,1.105
medium_variant,208,2063,1.084
medium_variant,208,2064,1.065
medium_variant,208,2065,1.046
medium_variant,208,2066,1.028
medium_variant,208,2067,1.01
medium_variant,208,2068,0.993
medium_variant,208,2069,0.976
medium_variant,208,2070,0.959
medium_variant,208,2071,0.942
medium_variant,208,2072,0.926
medium_variant,208,2073,0.909
medium_variant,208,2074,0.893
medium_variant,208,2075,0.878
medium_variant,208,2076,0.862
medium_variant,208,2077,0.847
medium_variant,208,2078,0.832
medium_variant,208,2079,0.818
medium_variant,208,2080,0.803
medium_variant,208,2081,0.789
medium_variant,208,2082,0.776
medium_variant,208,2083,0.762
medium_variant,208,2084,0.749
medium_variant,208,2085,0.737
medium_variant,208,2086,0.724
medium_variant,208,2087,0.712
medium_variant,208,2088,0.7
medium_variant,208,2089,0.688
medium_variant,208,2090,0.676
medium_variant,208,2091,0.664
medium_variant,208,2092,0.652
medium_variant,208,2093,0.641
medium_variant,208,2094,0.63
medium_variant,208,2095,0.619
medium_variant,208,2096,0.608
medium_variant,208,2097,0.597
medium_variant,208,2098,0.587
medium_variant,208,2099,0.577
