variant,country,year,under_five_mortality
estimates,496,1950,292.735
estimates,496,1951,294.017
estimates,496,1952,295.555
estimates,496,1953,295.038
estimates,496,1954,292.466
estimates,496,1955,287.862
estimates,496,1956,281.313
estimates,496,1957,272.965
estimates,496,1958,263.085
estimates,496,1959,252.126
estimates,496,1960,240.63
estimates,496,1961,229.191
estimates,496,1962,218.432
estimates,496,1963,208.848
estimates,496,1964,200.7
estimates,496,1965,193.997
estimates,496,1966,188.477
estimates,496,1967,183.631
estimates,496,1968,179.071
estimates,496,1969,174.708
estimates,496,1970,170.598
estimates,496,1971,166.912
estimates,496,1972,163.853
estimates,496,1973,161.528
estimates,496,1974,159.897
estimates,496,1975,158.9
estimates,496,1976,158.439
estimates,496,1977,158.304
estimates,496,1978,158.256
estimates,496,1979,158.095
estimates,496,1980,157.674
estimates,496,1981,156.912
estimates,496,1982,155.751
estimates,496,1983,154.09
estimates,496,1984,151.763
estimates,496,1985,148.455
estimates,496,1986,143.841
estimates,496,1987,137.888
estimates,496,1988,130.734
estimates,496,1989,122.62
estimates,496,1990,114
estimates,496,1991,105.432
estimates,496,1992,97.414
estimates,496,1993,90.311
estimates,496,1994,84.283
estimates,496,1995,79.284
estimates,496,1996,75.064
estimates,496,1997,71.186
estimates,496,1998,67.319
estimates,496,1999,63.366
estimates,496,2000,59.33
estimates,496,2001,55.312
estimates,496,2002,51.504
estimates,496,2003,48.042
estimates,496,2004,44.954
estimates,496,2005,42.23
estimates,496,2006,39.824
estimates,496,2007,37.647
estimates,496,2008,35.625
estimates,496,2009,33.727
estimates,496,2010,31.943
estimates,496,2011,30.287
estimates,496,2012,28.781
estimates,496,2013,27.437
estimates,496,2014,26.239
estimates,496,2015,25.169
medium_variant,496,2015,25.169
medium_variant,496,2016,24.205
medium_variant,496,2017,23.322
medium_variant,496,2018,22.496
medium_variant,496,2019,21.708
medium_variant,496,2020,20.947
medium_variant,496,2021,20.21
medium_variant,496,2022,19.503
medium_variant,496,2023,18.831
medium_variant,496,2024,18.188
medium_variant,496,2025,17.57
medium_variant,496,2026,16.975
medium_variant,496,2027,16.401
medium_variant,496,2028,15.846
medium_variant,496,2029,15.306
medium_variant,496,2030,14.781
medium_variant,496,2031,14.27
medium_variant,496,2032,13.773
medium_variant,496,2033,13.291
medium_variant,496,2034,12.822
medium_variant,496,2035,12.365
medium_variant,496,2036,11.915
medium_variant,496,2037,11.473
medium_variant,496,2038,11.041
medium_variant,496,2039,10.623
medium_variant,496,2040,10.224
medium_variant,496,2041,9.854
medium_variant,496,2042,9.518
medium_variant,496,2043,9.217
medium_variant,496,2044,8.951
medium_variant,496,2045,8.716
medium_variant,496,2046,8.503
medium_variant,496,2047,8.304
medium_variant,496,2048,8.111
medium_variant,496,2049,7.92
medium_variant,496,2050,7.729
medium_variant,496,2051,7.54
medium_variant,496,2052,7.356
medium_variant,496,2053,7.181
medium_variant,496,2054,7.014
medium_variant,496,2055,6.856
medium_variant,496,2056,6.707
medium_variant,496,2057,6.564
medium_variant,496,2058,6.427
medium_variant,496,2059,6.295
medium_variant,496,2060,6.166
medium_variant,496,2061,6.039
medium_variant,496,2062,5.914
medium_variant,496,2063,5.791
medium_variant,496,2064,5.671
medium_variant,496,2065,5.553
medium_variant,496,2066,5.441
medium_variant,496,2067,5.334
medium_variant,496,2068,5.235
medium_variant,496,2069,5.142
medium_variant,496,2070,5.055
medium_variant,496,2071,4.974
medium_variant,496,2072,4.896
medium_variant,496,2073,4.82
medium_variant,496,2074,4.745
medium_variant,496,2075,4.67
medium_variant,496,2076,4.594
medium_variant,496,2077,4.519
medium_variant,496,2078,4.444
medium_variant,496,2079,4.37
medium_variant,496,2080,4.297
medium_variant,496,2081,4.226
medium_variant,496,2082,4.158
medium_variant,496,2083,4.092
medium_variant,496,2084,4.03
medium_variant,496,2085,3.97
medium_variant,496,2086,3.912
medium_variant,496,2087,3.856
medium_variant,496,2088,3.8
medium_variant,496,2089,3.746
medium_variant,496,2090,3.693
medium_variant,496,2091,3.641
medium_variant,496,2092,3.592
medium_variant,496,2093,3.545
medium_variant,496,2094,3.501
medium_variant,496,2095,3.461
medium_variant,496,2096,3.423
medium_variant,496,2097,3.388
medium_variant,496,2098,3.357
medium_variant,496,2099,3.329
