variant,country,year,under_five_mortality
estimates,858,1950,65.489
estimates,858,1951,65.152
estimates,858,1952,64.431
estimates,858,1953,63.617
estimates,858,1954,62.708
estimates,858,1955,61.709
estimates,858,1956,60.627
estimates,858,1957,59.477
estimates,858,1958,58.285
estimates,858,1959,57.095
estimates,858,1960,55.959
estimates,858,1961,54.931
estimates,858,1962,54.064
estimates,858,1963,53.391
estimates,858,1964,52.917
estimates,858,1965,52.635
estimates,858,1966,52.516
estimates,858,1967,52.493
estimates,858,1968,52.494
estimates,858,1969,52.468
estimates,858,1970,52.378
estimates,858,1971,52.201
estimates,858,1972,51.929
estimates,858,1973,51.54
estimates,858,1974,50.997
estimates,858,1975,50.253
estimates,858,1976,49.266
estimates,858,1977,48.03
estimates,858,1978,46.552
estimates,858,1979,44.846
estimates,858,1980,42.909
estimates,858,1981,40.741
estimates,858,1982,38.395
estimates,858,1983,35.952
estimates,858,1984,33.503
estimates,858,1985,31.175
estimates,858,1986,29.099
estimates,858,1987,27.341
estimates,858,1988,25.925
estimates,858,1989,24.85
estimates,858,1990,24.052
estimates,858,1991,23.419
estimates,858,1992,22.822
estimates,858,1993,22.165
estimates,858,1994,21.419
estimates,858,1995,20.602
estimates,858,1996,19.775
estimates,858,1997,19.026
estimates,858,1998,18.419
estimates,858,1999,17.961
estimates,858,2000,17.639
estimates,858,2001,17.416
estimates,858,2002,17.237
estimates,858,2003,17.055
estimates,858,2004,16.851
estimates,858,2005,16.621
estimates,858,2006,16.377
estimates,858,2007,16.14
estimates,858,2008,15.925
estimates,858,2009,15.727
estimates,858,2010,15.531
estimates,858,2011,15.32
estimates,858,2012,15.078
estimates,858,2013,14.796
estimates,858,2014,14.475
estimates,858,2015,14.122
medium_variant,858,2015,14.122
medium_variant,858,2016,13.751
medium_variant,858,2017,13.382
medium_variant,858,2018,13.029
medium_variant,858,2019,12.7
medium_variant,858,2020,12.397
medium_variant,858,2021,12.117
medium_variant,858,2022,11.85
medium_variant,858,2023,11.589
medium_variant,858,2024,11.332
medium_variant,858,2025,11.077
medium_variant,858,2026,10.823
medium_variant,858,2027,10.572
medium_variant,858,2028,10.326
medium_variant,858,2029,10.083
medium_variant,858,2030,9.845
medium_variant,858,2031,9.612
medium_variant,858,2032,9.383
medium_variant,858,2033,9.159
medium_variant,858,2034,8.94
medium_variant,858,2035,8.726
medium_variant,858,2036,8.517
medium_variant,858,2037,8.313
medium_variant,858,2038,8.113
medium_variant,858,2039,7.918
medium_variant,858,2040,7.728
medium_variant,858,2041,7.542
medium_variant,858,2042,7.359
medium_variant,858,2043,7.181
medium_variant,858,2044,7.008
medium_variant,858,2045,6.841
medium_variant,858,2046,6.681
medium_variant,858,2047,6.528
medium_variant,858,2048,6.384
medium_variant,858,2049,6.247
medium_variant,858,2050,6.117
medium_variant,858,2051,5.994
medium_variant,858,2052,5.875
medium_variant,858,2053,5.76
medium_variant,858,2054,5.649
medium_variant,858,2055,5.54
medium_variant,858,2056,5.434
medium_variant,858,2057,5.332
medium_variant,858,2058,5.234
medium_variant,858,2059,5.139
medium_variant,858,2060,5.047
medium_variant,858,2061,4.959
medium_variant,858,2062,4.874
medium_variant,858,2063,4.792
medium_variant,858,2064,4.712
medium_variant,858,2065,4.634
medium_variant,858,2066,4.557
medium_variant,858,2067,4.482
medium_variant,858,2068,4.408
medium_variant,858,2069,4.335
medium_variant,858,2070,4.264
medium_variant,858,2071,4.193
medium_variant,858,2072,4.124
medium_variant,858,2073,4.057
medium_variant,858,2074,3.991
medium_variant,858,2075,3.927
medium_variant,858,2076,3.864
medium_variant,858,2077,3.802
medium_variant,858,2078,3.741
medium_variant,858,2079,3.68
medium_variant,858,2080,3.621
medium_variant,858,2081,3.564
medium_variant,858,2082,3.508
medium_variant,858,2083,3.454
medium_variant,858,2084,3.402
medium_variant,858,2085,3.352
medium_variant,858,2086,3.302
medium_variant,858,2087,3.254
medium_variant,858,2088,3.205
medium_variant,858,2089,3.157
medium_variant,858,2090,3.11
medium_variant,858,2091,3.063
medium_variant,858,2092,3.017
medium_variant,858,2093,2.972
medium_variant,858,2094,2.928
medium_variant,858,2095,2.885
medium_variant,858,2096,2.844
medium_variant,858,2097,2.804
medium_variant,858,2098,2.765
medium_variant,858,2099,2.728
