variant,country,year,under_five_mortality
estimates,76,1950,196.845
estimates,76,1951,195.15
estimates,76,1952,191.747
estimates,76,1953,188.321
estimates,76,1954,184.872
estimates,76,1955,181.401
estimates,76,1956,177.91
estimates,76,1957,174.403
estimates,76,1958,170.884
estimates,76,1959,167.366
estimates,76,1960,163.86
estimates,76,1961,160.378
estimates,76,1962,156.932
estimates,76,1963,153.527
estimates,76,1964,150.161
estimates,76,1965,146.826
estimates,76,1966,143.51
estimates,76,1967,140.195
estimates,76,1968,136.862
estimates,76,1969,133.502
estimates,76,1970,130.108
estimates,76,1971,126.68
estimates,76,1972,123.224
estimates,76,1973,119.74
estimates,76,1974,116.224
estimates,76,1975,112.666
estimates,76,1976,109.059
estimates,76,1977,105.399
estimates,76,1978,101.683
estimates,76,1979,97.915
estimates,76,1980,94.083
estimates,76,1981,90.172
estimates,76,1982,86.195
estimates,76,1983,82.178
estimates,76,1984,78.159
estimates,76,1985,74.175
estimates,76,1986,70.263
estimates,76,1987,66.465
estimates,76,1988,62.828
estimates,76,1989,59.394
estimates,76,1990,56.216
estimates,76,1991,53.332
estimates,76,1992,50.739
estimates,76,1993,48.42
estimates,76,1994,46.358
estimates,76,1995,44.537
estimates,76,1996,42.937
estimates,76,1997,41.506
estimates,76,1998,40.18
estimates,76,1999,38.899
estimates,76,2000,37.584
estimates,76,2001,36.163
estimates,76,2002,34.615
estimates,76,2003,32.938
estimates,76,2004,31.144
estimates,76,2005,29.271
estimates,76,2006,27.38
estimates,76,2007,25.55
estimates,76,2008,23.849
estimates,76,2009,22.313
estimates,76,2010,20.966
estimates,76,2011,19.811
estimates,76,2012,18.813
estimates,76,2013,17.938
estimates,76,2014,17.171
estimates,76,2015,16.5
medium_variant,76,2015,16.5
medium_variant,76,2016,15.914
medium_variant,76,2017,15.4
medium_variant,76,2018,14.943
medium_variant,76,2019,14.529
medium_variant,76,2020,14.144
medium_variant,76,2021,13.779
medium_variant,76,2022,13.433
medium_variant,76,2023,13.103
medium_variant,76,2024,12.784
medium_variant,76,2025,12.47
medium_variant,76,2026,12.162
medium_variant,76,2027,11.862
medium_variant,76,2028,11.573
medium_variant,76,2029,11.293
medium_variant,76,2030,11.023
medium_variant,76,2031,10.761
medium_variant,76,2032,10.51
medium_variant,76,2033,10.267
medium_variant,76,2034,10.033
medium_variant,76,2035,9.806
medium_variant,76,2036,9.587
medium_variant,76,2037,9.376
medium_variant,76,2038,9.17
medium_variant,76,2039,8.97
medium_variant,76,2040,8.776
medium_variant,76,2041,8.587
medium_variant,76,2042,8.402
medium_variant,76,2043,8.223
medium_variant,76,2044,8.049
medium_variant,76,2045,7.88
medium_variant,76,2046,7.717
medium_variant,76,2047,7.561
medium_variant,76,2048,7.411
medium_variant,76,2049,7.267
medium_variant,76,2050,7.129
medium_variant,76,2051,6.996
medium_variant,76,2052,6.868
medium_variant,76,2053,6.745
medium_variant,76,2054,6.624
medium_variant,76,2055,6.507
medium_variant,76,2056,6.392
medium_variant,76,2057,6.28
medium_variant,76,2058,6.17
medium_variant,76,2059,6.062
medium_variant,76,2060,5.955
medium_variant,76,2061,5.851
medium_variant,76,2062,5.748
medium_variant,76,2063,5.647
medium_variant,76,2064,5.548
medium_variant,76,2065,5.451
medium_variant,76,2066,5.356
medium_variant,76,2067,5.263
medium_variant,76,2068,5.173
medium_variant,76,2069,5.084
medium_variant,76,2070,4.998
medium_variant,76,2071,4.913
medium_variant,76,2072,4.829
medium_variant,76,2073,4.747
medium_variant,76,2074,4.666
medium_variant,76,2075,4.587
medium_variant,76,2076,4.508
medium_variant,76,2077,4.432
medium_variant,76,2078,4.357
medium_variant,76,2079,4.285
medium_variant,76,2080,4.214
medium_variant,76,2081,4.144
medium_variant,76,2082,4.075
medium_variant,76,2083,4.007
medium_variant,76,2084,3.94
medium_variant,76,2085,3.874
medium_variant,76,2086,3.809
medium_variant,76,2087,3.745
medium_variant,76,2088,3.683
medium_variant,76,2089,3.623
medium_variant,76,2090,3.564
medium_variant,76,2091,3.507
medium_variant,76,2092,3.451
medium_variant,76,2093,3.397
medium_variant,76,2094,3.344
medium_variant,76,2095,3.292
medium_variant,76,2096,3.242
medium_variant,76,2097,3.192
medium_variant,76,2098,3.144
medium_variant,76,2099,3.097
