variant,country,year,under_five_mortality
estimates,148,1950,317.346
estimates,148,1951,315.946
estimates,148,1952,313.146
estimates,148,1953,310.344
estimates,148,1954,307.54
estimates,148,1955,304.735
estimates,148,1956,301.934
estimates,148,1957,299.138
estimates,148,1958,296.354
estimates,148,1959,293.593
estimates,148,1960,290.865
estimates,148,1961,288.172
estimates,148,1962,285.506
estimates,148,1963,282.835
estimates,148,1964,280.109
estimates,148,1965,277.206
estimates,148,1966,273.988
estimates,148,1967,270.399
estimates,148,1968,266.445
estimates,148,1969,262.188
estimates,148,1970,257.768
estimates,148,1971,253.372
estimates,148,1972,249.184
estimates,148,1973,245.338
estimates,148,1974,241.89
estimates,148,1975,238.842
estimates,148,1976,236.126
estimates,148,1977,233.599
estimates,148,1978,231.132
estimates,148,1979,228.67
estimates,148,1980,226.155
estimates,148,1981,223.556
estimates,148,1982,220.9
estimates,148,1983,218.224
estimates,148,1984,215.553
estimates,148,1985,212.947
estimates,148,1986,210.481
estimates,148,1987,208.202
estimates,148,1988,206.131
estimates,148,1989,204.257
estimates,148,1990,202.525
estimates,148,1991,200.856
estimates,148,1992,199.168
estimates,148,1993,197.407
estimates,148,1994,195.561
estimates,148,1995,193.667
estimates,148,1996,191.796
estimates,148,1997,190.018
estimates,148,1998,188.375
estimates,148,1999,186.857
estimates,148,2000,185.47
estimates,148,2001,184.208
estimates,148,2002,182.991
estimates,148,2003,181.704
estimates,148,2004,180.236
estimates,148,2005,178.385
estimates,148,2006,175.938
estimates,148,2007,172.823
estimates,148,2008,169.052
estimates,148,2009,164.707
estimates,148,2010,159.97
estimates,148,2011,155.09
estimates,148,2012,150.338
estimates,148,2013,145.924
estimates,148,2014,141.954
estimates,148,2015,138.455
medium_variant,148,2015,138.455
medium_variant,148,2016,135.359
medium_variant,148,2017,132.494
medium_variant,148,2018,129.721
medium_variant,148,2019,126.995
medium_variant,148,2020,124.301
medium_variant,148,2021,121.653
medium_variant,148,2022,119.088
medium_variant,148,2023,116.633
medium_variant,148,2024,114.279
medium_variant,148,2025,112.013
medium_variant,148,2026,109.815
medium_variant,148,2027,107.666
medium_variant,148,2028,105.55
medium_variant,148,2029,103.457
medium_variant,148,2030,101.389
medium_variant,148,2031,99.351
medium_variant,148,2032,97.357
medium_variant,148,2033,95.415
medium_variant,148,2034,93.523
medium_variant,148,2035,91.678
medium_variant,148,2036,89.873
medium_variant,148,2037,88.099
medium_variant,148,2038,86.348
medium_variant,148,2039,84.618
medium_variant,148,2040,82.906
medium_variant,148,2041,81.211
medium_variant,148,2042,79.539
medium_variant,148,2043,77.892
medium_variant,148,2044,76.27
medium_variant,148,2045,74.672
medium_variant,148,2046,73.096
medium_variant,148,2047,71.543
medium_variant,148,2048,70.011
medium_variant,148,2049,68.504
medium_variant,148,2050,67.022
medium_variant,148,2051,65.569
medium_variant,148,2052,64.148
medium_variant,148,2053,62.759
medium_variant,148,2054,61.404
medium_variant,148,2055,60.084
medium_variant,148,2056,58.799
medium_variant,148,2057,57.549
medium_variant,148,2058,56.327
medium_variant,148,2059,55.129
medium_variant,148,2060,53.948
medium_variant,148,2061,52.772
medium_variant,148,2062,51.599
medium_variant,148,2063,50.427
medium_variant,148,2064,49.256
medium_variant,148,2065,48.092
medium_variant,148,2066,46.943
medium_variant,148,2067,45.819
medium_variant,148,2068,44.728
medium_variant,148,2069,43.674
medium_variant,148,2070,42.658
medium_variant,148,2071,41.68
medium_variant,148,2072,40.735
medium_variant,148,2073,39.817
medium_variant,148,2074,38.925
medium_variant,148,2075,38.056
medium_variant,148,2076,37.208
medium_variant,148,2077,36.38
medium_variant,148,2078,35.572
medium_variant,148,2079,34.783
medium_variant,148,2080,34.014
medium_variant,148,2081,33.267
medium_variant,148,2082,32.544
medium_variant,148,2083,31.844
medium_variant,148,2084,31.168
medium_variant,148,2085,30.515
medium_variant,148,2086,29.883
medium_variant,148,2087,29.272
medium_variant,148,2088,28.678
medium_variant,148,2089,28.099
medium_variant,148,2090,27.534
medium_variant,148,2091,26.982
medium_variant,148,2092,26.442
medium_variant,148,2093,25.913
medium_variant,148,2094,25.394
medium_variant,148,2095,24.886
medium_variant,148,2096,24.389
medium_variant,148,2097,23.901
medium_variant,148,2098,23.424
medium_variant,148,2099,22.957
