variant,country,year,under_five_mortality
estimates,348,1950,92.549
estimates,348,1951,89.939
estimates,348,1952,84.858
estimates,348,1953,80.057
estimates,348,1954,75.536
estimates,348,1955,71.295
estimates,348,1956,67.337
estimates,348,1957,63.66
estimates,348,1958,60.265
estimates,348,1959,57.154
estimates,348,1960,54.328
estimates,348,1961,51.786
estimates,348,1962,49.519
estimates,348,1963,47.516
estimates,348,1964,45.755
estimates,348,1965,44.247
estimates,348,1966,43.011
estimates,348,1967,42.025
estimates,348,1968,41.233
estimates,348,1969,40.557
estimates,348,1970,39.873
estimates,348,1971,39.049
estimates,348,1972,38.007
estimates,348,1973,36.709
estimates,348,1974,35.154
estimates,348,1975,33.383
estimates,348,1976,31.485
estimates,348,1977,29.589
estimates,348,1978,27.807
estimates,348,1979,26.196
estimates,348,1980,24.805
estimates,348,1981,23.65
estimates,348,1982,22.686
estimates,348,1983,21.864
estimates,348,1984,21.154
estimates,348,1985,20.516
estimates,348,1986,19.907
estimates,348,1987,19.29
estimates,348,1988,18.637
estimates,348,1989,17.931
estimates,348,1990,17.164
estimates,348,1991,16.343
estimates,348,1992,15.5
estimates,348,1993,14.663
estimates,348,1994,13.845
estimates,348,1995,13.062
estimates,348,1996,12.326
estimates,348,1997,11.639
estimates,348,1998,11.001
estimates,348,1999,10.413
estimates,348,2000,9.871
estimates,348,2001,9.368
estimates,348,2002,8.892
estimates,348,2003,8.438
estimates,348,2004,8.003
estimates,348,2005,7.592
estimates,348,2006,7.211
estimates,348,2007,6.868
estimates,348,2008,6.566
estimates,348,2009,6.305
estimates,348,2010,6.08
estimates,348,2011,5.886
estimates,348,2012,5.714
estimates,348,2013,5.557
estimates,348,2014,5.412
estimates,348,2015,5.275
medium_variant,348,2015,5.275
medium_variant,348,2016,5.149
medium_variant,348,2017,5.035
medium_variant,348,2018,4.936
medium_variant,348,2019,4.849
medium_variant,348,2020,4.772
medium_variant,348,2021,4.703
medium_variant,348,2022,4.638
medium_variant,348,2023,4.577
medium_variant,348,2024,4.516
medium_variant,348,2025,4.454
medium_variant,348,2026,4.392
medium_variant,348,2027,4.33
medium_variant,348,2028,4.269
medium_variant,348,2029,4.209
medium_variant,348,2030,4.15
medium_variant,348,2031,4.092
medium_variant,348,2032,4.035
medium_variant,348,2033,3.98
medium_variant,348,2034,3.926
medium_variant,348,2035,3.874
medium_variant,348,2036,3.824
medium_variant,348,2037,3.775
medium_variant,348,2038,3.727
medium_variant,348,2039,3.681
medium_variant,348,2040,3.636
medium_variant,348,2041,3.592
medium_variant,348,2042,3.548
medium_variant,348,2043,3.505
medium_variant,348,2044,3.462
medium_variant,348,2045,3.42
medium_variant,348,2046,3.377
medium_variant,348,2047,3.335
medium_variant,348,2048,3.294
medium_variant,348,2049,3.253
medium_variant,348,2050,3.213
medium_variant,348,2051,3.174
medium_variant,348,2052,3.136
medium_variant,348,2053,3.1
medium_variant,348,2054,3.065
medium_variant,348,2055,3.031
medium_variant,348,2056,2.998
medium_variant,348,2057,2.966
medium_variant,348,2058,2.934
medium_variant,348,2059,2.902
medium_variant,348,2060,2.871
medium_variant,348,2061,2.842
medium_variant,348,2062,2.813
medium_variant,348,2063,2.787
medium_variant,348,2064,2.763
medium_variant,348,2065,2.74
medium_variant,348,2066,2.717
medium_variant,348,2067,2.696
medium_variant,348,2068,2.675
medium_variant,348,2069,2.653
medium_variant,348,2070,2.632
medium_variant,348,2071,2.61
medium_variant,348,2072,2.589
medium_variant,348,2073,2.567
medium_variant,348,2074,2.546
medium_variant,348,2075,2.526
medium_variant,348,2076,2.505
medium_variant,348,2077,2.485
medium_variant,348,2078,2.466
medium_variant,348,2079,2.446
medium_variant,348,2080,2.427
medium_variant,348,2081,2.409
medium_variant,348,2082,2.39
medium_variant,348,2083,2.373
medium_variant,348,2084,2.355
medium_variant,348,2085,2.338
medium_variant,348,2086,2.321
medium_variant,348,2087,2.303
medium_variant,348,2088,2.285
medium_variant,348,2089,2.268
medium_variant,348,2090,2.25
medium_variant,348,2091,2.231
medium_variant,348,2092,2.213
medium_variant,348,2093,2.196
medium_variant,348,2094,2.179
medium_variant,348,2095,2.162
medium_variant,348,2096,2.145
medium_variant,348,2097,2.13
medium_variant,348,2098,2.114
medium_variant,348,2099,2.1
