variant,country,year,under_five_mortality
estimates,50,1950,349.206
estimates,50,1951,343.698
estimates,50,1952,332.933
estimates,50,1953,322.667
estimates,50,1954,312.901
estimates,50,1955,303.626
estimates,50,1956,294.817
estimates,50,1957,286.462
estimates,50,1958,278.525
estimates,50,1959,270.93
estimates,50,1960,263.616
estimates,50,1961,256.555
estimates,50,1962,249.775
estimates,50,1963,243.419
estimates,50,1964,237.744
estimates,50,1965,233.514
estimates,50,1966,231.647
estimates,50,1967,232.435
estimates,50,1968,235.672
estimates,50,1969,240.747
estimates,50,1970,246.319
estimates,50,1971,250.697
estimates,50,1972,252.529
estimates,50,1973,251.001
estimates,50,1974,245.973
estimates,50,1975,237.987
estimates,50,1976,228.179
estimates,50,1977,218.135
estimates,50,1978,209.096
estimates,50,1979,201.547
estimates,50,1980,195.609
estimates,50,1981,190.975
estimates,50,1982,186.846
estimates,50,1983,182.574
estimates,50,1984,177.959
estimates,50,1985,172.887
estimates,50,1986,167.364
estimates,50,1987,161.573
estimates,50,1988,155.676
estimates,50,1989,149.717
estimates,50,1990,143.743
estimates,50,1991,137.787
estimates,50,1992,131.87
estimates,50,1993,126.012
estimates,50,1994,120.24
estimates,50,1995,114.553
estimates,50,1996,108.936
estimates,50,1997,103.374
estimates,50,1998,97.874
estimates,50,1999,92.467
estimates,50,2000,87.199
estimates,50,2001,82.118
estimates,50,2002,77.265
estimates,50,2003,72.673
estimates,50,2004,68.36
estimates,50,2005,64.326
estimates,50,2006,60.552
estimates,50,2007,57.004
estimates,50,2008,53.655
estimates,50,2009,50.501
estimates,50,2010,47.559
estimates,50,2011,44.853
estimates,50,2012,42.4
estimates,50,2013,40.199
estimates,50,2014,38.234
estimates,50,2015,36.479
medium_variant,50,2015,36.479
medium_variant,50,2016,34.903
medium_variant,50,2017,33.468
medium_variant,50,2018,32.134
medium_variant,50,2019,30.873
medium_variant,50,2020,29.663
medium_variant,50,2021,28.495
medium_variant,50,2022,27.377
medium_variant,50,2023,26.316
medium_variant,50,2024,25.306
medium_variant,50,2025,24.349
medium_variant,50,2026,23.447
medium_variant,50,2027,22.607
medium_variant,50,2028,21.826
medium_variant,50,2029,21.102
medium_variant,50,2030,20.427
medium_variant,50,2031,19.792
medium_variant,50,2032,19.192
medium_variant,50,2033,18.617
medium_variant,50,2034,18.063
medium_variant,50,2035,17.528
medium_variant,50,2036,17.014
medium_variant,50,2037,16.525
medium_variant,50,2038,16.061
medium_variant,50,2039,15.622
medium_variant,50,2040,15.204
medium_variant,50,2041,14.804
medium_variant,50,2042,14.419
medium_variant,50,2043,14.045
medium_variant,50,2044,13.681
medium_variant,50,2045,13.324
medium_variant,50,2046,12.975
medium_variant,50,2047,12.634
medium_variant,50,2048,12.303
medium_variant,50,2049,11.981
medium_variant,50,2050,11.669
medium_variant,50,2051,11.367
medium_variant,50,2052,11.074
medium_variant,50,2053,10.792
medium_variant,50,2054,10.518
medium_variant,50,2055,10.253
medium_variant,50,2056,9.995
medium_variant,50,2057,9.743
medium_variant,50,2058,9.498
medium_variant,50,2059,9.258
medium_variant,50,2060,9.024
medium_variant,50,2061,8.796
medium_variant,50,2062,8.574
medium_variant,50,2063,8.36
medium_variant,50,2064,8.153
medium_variant,50,2065,7.954
medium_variant,50,2066,7.762
medium_variant,50,2067,7.577
medium_variant,50,2068,7.399
medium_variant,50,2069,7.227
medium_variant,50,2070,7.062
medium_variant,50,2071,6.903
medium_variant,50,2072,6.75
medium_variant,50,2073,6.603
medium_variant,50,2074,6.461
medium_variant,50,2075,6.324
medium_variant,50,2076,6.191
medium_variant,50,2077,6.063
medium_variant,50,2078,5.939
medium_variant,50,2079,5.818
medium_variant,50,2080,5.702
medium_variant,50,2081,5.59
medium_variant,50,2082,5.483
medium_variant,50,2083,5.38
medium_variant,50,2084,5.281
medium_variant,50,2085,5.187
medium_variant,50,2086,5.096
medium_variant,50,2087,5.008
medium_variant,50,2088,4.923
medium_variant,50,2089,4.839
medium_variant,50,2090,4.757
medium_variant,50,2091,4.676
medium_variant,50,2092,4.596
medium_variant,50,2093,4.516
medium_variant,50,2094,4.437
medium_variant,50,2095,4.358
medium_variant,50,2096,4.28
medium_variant,50,2097,4.202
medium_variant,50,2098,4.125
medium_variant,50,2099,4.048
