variant,country,year,under_five_mortality
estimates,800,1950,280.738
estimates,800,1951,278.193
estimates,800,1952,273.113
estimates,800,1953,268.051
estimates,800,1954,263.006
estimates,800,1955,257.975
estimates,800,1956,252.948
estimates,800,1957,247.919
estimates,800,1958,242.871
estimates,800,1959,237.772
estimates,800,1960,232.593
estimates,800,1961,227.32
estimates,800,1962,221.961
estimates,800,1963,216.572
estimates,800,1964,211.255
estimates,800,1965,206.173
estimates,800,1966,201.505
estimates,800,1967,197.384
estimates,800,1968,193.9
estimates,800,1969,191.094
estimates,800,1970,188.964
estimates,800,1971,187.456
estimates,800,1972,186.418
estimates,800,1973,185.702
estimates,800,1974,185.217
estimates,800,1975,184.886
estimates,800,1976,184.664
estimates,800,1977,184.54
estimates,800,1978,184.492
estimates,800,1979,184.476
estimates,800,1980,184.499
estimates,800,1981,184.597
estimates,800,1982,184.778
estimates,800,1983,185
estimates,800,1984,185.177
estimates,800,1985,185.179
estimates,800,1986,184.865
estimates,800,1987,184.134
estimates,800,1988,182.913
estimates,800,1989,181.17
estimates,800,1990,178.934
estimates,800,1991,176.284
estimates,800,1992,173.335
estimates,800,1993,170.166
estimates,800,1994,166.786
estimates,800,1995,163.114
estimates,800,1996,159.019
estimates,800,1997,154.429
estimates,800,1998,149.356
estimates,800,1999,143.897
estimates,800,2000,138.211
estimates,800,2001,132.495
estimates,800,2002,126.955
estimates,800,2003,121.763
estimates,800,2004,117.026
estimates,800,2005,112.801
estimates,800,2006,109.076
estimates,800,2007,105.732
estimates,800,2008,102.665
estimates,800,2009,99.837
estimates,800,2010,97.229
estimates,800,2011,94.836
estimates,800,2012,92.647
estimates,800,2013,90.631
estimates,800,2014,88.738
estimates,800,2015,86.909
medium_variant,800,2015,86.909
medium_variant,800,2016,85.087
medium_variant,800,2017,83.239
medium_variant,800,2018,81.34
medium_variant,800,2019,79.37
medium_variant,800,2020,77.326
medium_variant,800,2021,75.222
medium_variant,800,2022,73.099
medium_variant,800,2023,70.995
medium_variant,800,2024,68.929
medium_variant,800,2025,66.914
medium_variant,800,2026,64.956
medium_variant,800,2027,63.055
medium_variant,800,2028,61.212
medium_variant,800,2029,59.435
medium_variant,800,2030,57.736
medium_variant,800,2031,56.125
medium_variant,800,2032,54.602
medium_variant,800,2033,53.163
medium_variant,800,2034,51.802
medium_variant,800,2035,50.511
medium_variant,800,2036,49.277
medium_variant,800,2037,48.088
medium_variant,800,2038,46.928
medium_variant,800,2039,45.79
medium_variant,800,2040,44.664
medium_variant,800,2041,43.55
medium_variant,800,2042,42.45
medium_variant,800,2043,41.37
medium_variant,800,2044,40.308
medium_variant,800,2045,39.265
medium_variant,800,2046,38.239
medium_variant,800,2047,37.233
medium_variant,800,2048,36.253
medium_variant,800,2049,35.303
medium_variant,800,2050,34.391
medium_variant,800,2051,33.522
medium_variant,800,2052,32.701
medium_variant,800,2053,31.933
medium_variant,800,2054,31.221
medium_variant,800,2055,30.572
medium_variant,800,2056,29.992
medium_variant,800,2057,29.476
medium_variant,800,2058,29.018
medium_variant,800,2059,28.611
medium_variant,800,2060,28.244
medium_variant,800,2061,27.907
medium_variant,800,2062,27.589
medium_variant,800,2063,27.281
medium_variant,800,2064,26.973
medium_variant,800,2065,26.663
medium_variant,800,2066,26.349
medium_variant,800,2067,26.036
medium_variant,800,2068,25.728
medium_variant,800,2069,25.424
medium_variant,800,2070,25.125
medium_variant,800,2071,24.831
medium_variant,800,2072,24.541
medium_variant,800,2073,24.256
medium_variant,800,2074,23.975
medium_variant,800,2075,23.698
medium_variant,800,2076,23.425
medium_variant,800,2077,23.156
medium_variant,800,2078,22.891
medium_variant,800,2079,22.629
medium_variant,800,2080,22.371
medium_variant,800,2081,22.115
medium_variant,800,2082,21.863
medium_variant,800,2083,21.614
medium_variant,800,2084,21.367
medium_variant,800,2085,21.123
medium_variant,800,2086,20.88
medium_variant,800,2087,20.639
medium_variant,800,2088,20.399
medium_variant,800,2089,20.163
medium_variant,800,2090,19.931
medium_variant,800,2091,19.705
medium_variant,800,2092,19.486
medium_variant,800,2093,19.275
medium_variant,800,2094,19.074
medium_variant,800,2095,18.884
medium_variant,800,2096,18.703
medium_variant,800,2097,18.533
medium_variant,800,2098,18.373
medium_variant,800,2099,18.224
