variant,country,year,under_five_mortality
estimates,288,1950,259.409
estimates,288,1951,256.849
estimates,288,1952,251.78
estimates,288,1953,246.813
estimates,288,1954,241.95
estimates,288,1955,237.191
estimates,288,1956,232.537
estimates,288,1957,227.993
estimates,288,1958,223.563
estimates,288,1959,219.26
estimates,288,1960,215.094
estimates,288,1961,211.08
estimates,288,1962,207.231
estimates,288,1963,203.556
estimates,288,1964,200.058
estimates,288,1965,196.752
estimates,288,1966,193.65
estimates,288,1967,190.735
estimates,288,1968,187.979
estimates,288,1969,185.348
estimates,288,1970,182.792
estimates,288,1971,180.26
estimates,288,1972,177.714
estimates,288,1973,175.129
estimates,288,1974,172.492
estimates,288,1975,169.831
estimates,288,1976,167.198
estimates,288,1977,164.635
estimates,288,1978,162.15
estimates,288,1979,159.712
estimates,288,1980,157.254
estimates,288,1981,154.686
estimates,288,1982,151.933
estimates,288,1983,148.947
estimates,288,1984,145.716
estimates,288,1985,142.229
estimates,288,1986,138.497
estimates,288,1987,134.601
estimates,288,1988,130.645
estimates,288,1989,126.716
estimates,288,1990,122.938
estimates,288,1991,119.428
estimates,288,1992,116.242
estimates,288,1993,113.398
estimates,288,1994,110.897
estimates,288,1995,108.692
estimates,288,1996,106.698
estimates,288,1997,104.797
estimates,288,1998,102.891
estimates,288,1999,100.934
estimates,288,2000,98.926
estimates,288,2001,96.906
estimates,288,2002,94.924
estimates,288,2003,92.995
estimates,288,2004,91.086
estimates,288,2005,89.105
estimates,288,2006,86.938
estimates,288,2007,84.519
estimates,288,2008,81.837
estimates,288,2009,78.929
estimates,288,2010,75.893
estimates,288,2011,72.865
estimates,288,2012,69.987
estimates,288,2013,67.368
estimates,288,2014,65.056
estimates,288,2015,63.058
medium_variant,288,2015,63.058
medium_variant,288,2016,61.335
medium_variant,288,2017,59.785
medium_variant,288,2018,58.32
medium_variant,288,2019,56.904
medium_variant,288,2020,55.517
medium_variant,288,2021,54.154
medium_variant,288,2022,52.831
medium_variant,288,2023,51.555
medium_variant,288,2024,50.315
medium_variant,288,2025,49.095
medium_variant,288,2026,47.879
medium_variant,288,2027,46.661
medium_variant,288,2028,45.437
medium_variant,288,2029,44.209
medium_variant,288,2030,42.985
medium_variant,288,2031,41.777
medium_variant,288,2032,40.601
medium_variant,288,2033,39.471
medium_variant,288,2034,38.391
medium_variant,288,2035,37.362
medium_variant,288,2036,36.381
medium_variant,288,2037,35.44
medium_variant,288,2038,34.531
medium_variant,288,2039,33.649
medium_variant,288,2040,32.795
medium_variant,288,2041,31.968
medium_variant,288,2042,31.169
medium_variant,288,2043,30.399
medium_variant,288,2044,29.656
medium_variant,288,2045,28.939
medium_variant,288,2046,28.247
medium_variant,288,2047,27.579
medium_variant,288,2048,26.932
medium_variant,288,2049,26.307
medium_variant,288,2050,25.701
medium_variant,288,2051,25.115
medium_variant,288,2052,24.55
medium_variant,288,2053,24.005
medium_variant,288,2054,23.478
medium_variant,288,2055,22.966
medium_variant,288,2056,22.467
medium_variant,288,2057,21.978
medium_variant,288,2058,21.5
medium_variant,288,2059,21.035
medium_variant,288,2060,20.584
medium_variant,288,2061,20.154
medium_variant,288,2062,19.747
medium_variant,288,2063,19.365
medium_variant,288,2064,19.01
medium_variant,288,2065,18.681
medium_variant,288,2066,18.375
medium_variant,288,2067,18.089
medium_variant,288,2068,17.818
medium_variant,288,2069,17.558
medium_variant,288,2070,17.306
medium_variant,288,2071,17.06
medium_variant,288,2072,16.818
medium_variant,288,2073,16.58
medium_variant,288,2074,16.344
medium_variant,288,2075,16.109
medium_variant,288,2076,15.873
medium_variant,288,2077,15.639
medium_variant,288,2078,15.407
medium_variant,288,2079,15.178
medium_variant,288,2080,14.952
medium_variant,288,2081,14.732
medium_variant,288,2082,14.517
medium_variant,288,2083,14.309
medium_variant,288,2084,14.107
medium_variant,288,2085,13.91
medium_variant,288,2086,13.718
medium_variant,288,2087,13.528
medium_variant,288,2088,13.339
medium_variant,288,2089,13.151
medium_variant,288,2090,12.964
medium_variant,288,2091,12.78
medium_variant,288,2092,12.597
medium_variant,288,2093,12.417
medium_variant,288,2094,12.241
medium_variant,288,2095,12.069
medium_variant,288,2096,11.901
medium_variant,288,2097,11.737
medium_variant,288,2098,11.578
medium_variant,288,2099,11.423
