variant,country,year,under_five_mortality
estimates,90,1950,228.234
estimates,90,1951,225.847
estimates,90,1952,221.083
estimates,90,1953,216.336
estimates,90,1954,211.606
estimates,90,1955,206.894
estimates,90,1956,202.199
estimates,90,1957,197.523
estimates,90,1958,192.868
estimates,90,1959,188.238
estimates,90,1960,183.636
estimates,90,1961,179.069
estimates,90,1962,174.542
estimates,90,1963,170.06
estimates,90,1964,165.631
estimates,90,1965,161.257
estimates,90,1966,156.943
estimates,90,1967,152.686
estimates,90,1968,148.485
estimates,90,1969,144.338
estimates,90,1970,140.204
estimates,90,1971,136.024
estimates,90,1972,131.8
estimates,90,1973,127.575
estimates,90,1974,123.428
estimates,90,1975,119.418
estimates,90,1976,115.601
estimates,90,1977,112.097
estimates,90,1978,109.064
estimates,90,1979,106.669
estimates,90,1980,105.298
estimates,90,1981,105.371
estimates,90,1982,106.943
estimates,90,1983,109.827
estimates,90,1984,113.679
estimates,90,1985,117.86
estimates,90,1986,121.592
estimates,90,1987,124.204
estimates,90,1988,125.225
estimates,90,1989,124.459
estimates,90,1990,121.946
estimates,90,1991,117.988
estimates,90,1992,113.221
estimates,90,1993,108.194
estimates,90,1994,103.17
estimates,90,1995,98.309
estimates,90,1996,93.642
estimates,90,1997,89.045
estimates,90,1998,84.447
estimates,90,1999,79.903
estimates,90,2000,75.464
estimates,90,2001,71.174
estimates,90,2002,67.053
estimates,90,2003,63.124
estimates,90,2004,59.411
estimates,90,2005,55.928
estimates,90,2006,52.671
estimates,90,2007,49.619
estimates,90,2008,46.757
estimates,90,2009,44.085
estimates,90,2010,41.614
estimates,90,2011,39.361
estimates,90,2012,37.328
estimates,90,2013,35.51
estimates,90,2014,33.889
estimates,90,2015,32.445
medium_variant,90,2015,32.445
medium_variant,90,2016,31.155
medium_variant,90,2017,29.991
medium_variant,90,2018,28.922
medium_variant,90,2019,27.923
medium_variant,90,2020,26.976
medium_variant,90,2021,26.07
medium_variant,90,2022,25.209
medium_variant,90,2023,24.395
medium_variant,90,2024,23.619
medium_variant,90,2025,22.877
medium_variant,90,2026,22.169
medium_variant,90,2027,21.497
medium_variant,90,2028,20.862
medium_variant,90,2029,20.263
medium_variant,90,2030,19.695
medium_variant,90,2031,19.159
medium_variant,90,2032,18.653
medium_variant,90,2033,18.174
medium_variant,90,2034,17.718
medium_variant,90,2035,17.284
medium_variant,90,2036,16.87
medium_variant,90,2037,16.474
medium_variant,90,2038,16.096
medium_variant,90,2039,15.732
medium_variant,90,2040,15.382
medium_variant,90,2041,15.045
medium_variant,90,2042,14.721
medium_variant,90,2043,14.409
medium_variant,90,2044,14.109
medium_variant,90,2045,13.82
medium_variant,90,2046,13.543
medium_variant,90,2047,13.277
medium_variant,90,2048,13.021
medium_variant,90,2049,12.775
medium_variant,90,2050,12.538
medium_variant,90,2051,12.307
medium_variant,90,2052,12.083
medium_variant,90,2053,11.864
medium_variant,90,2054,11.65
medium_variant,90,2055,11.44
medium_variant,90,2056,11.234
medium_variant,90,2057,11.032
medium_variant,90,2058,10.835
medium_variant,90,2059,10.643
medium_variant,90,2060,10.456
medium_variant,90,2061,10.277
medium_variant,90,2062,10.106
medium_variant,90,2063,9.941
medium_variant,90,2064,9.783
medium_variant,90,2065,9.63
medium_variant,90,2066,9.482
medium_variant,90,2067,9.336
medium_variant,90,2068,9.191
medium_variant,90,2069,9.047
medium_variant,90,2070,8.904
medium_variant,90,2071,8.761
medium_variant,90,2072,8.619
medium_variant,90,2073,8.48
medium_variant,90,2074,8.343
medium_variant,90,2075,8.209
medium_variant,90,2076,8.079
medium_variant,90,2077,7.951
medium_variant,90,2078,7.828
medium_variant,90,2079,7.707
medium_variant,90,2080,7.589
medium_variant,90,2081,7.474
medium_variant,90,2082,7.361
medium_variant,90,2083,7.249
medium_variant,90,2084,7.138
medium_variant,90,2085,7.029
medium_variant,90,2086,6.92
medium_variant,90,2087,6.814
medium_variant,90,2088,6.709
medium_variant,90,2089,6.606
medium_variant,90,2090,6.505
medium_variant,90,2091,6.407
medium_variant,90,2092,6.31
medium_variant,90,2093,6.216
medium_variant,90,2094,6.124
medium_variant,90,2095,6.034
medium_variant,90,2096,5.946
medium_variant,90,2097,5.86
medium_variant,90,2098,5.776
medium_variant,90,2099,5.694
