variant,country,year,under_five_mortality
estimates,554,1950,34.653
estimates,554,1951,34.352
estimates,554,1952,33.729
estimates,554,1953,33.063
estimates,554,1954,32.354
estimates,554,1955,31.603
estimates,554,1956,30.812
estimates,554,1957,29.984
estimates,554,1958,29.127
estimates,554,1959,28.253
estimates,554,1960,27.375
estimates,554,1961,26.51
estimates,554,1962,25.675
estimates,554,1963,24.885
estimates,554,1964,24.148
estimates,554,1965,23.474
estimates,554,1966,22.866
estimates,554,1967,22.311
estimates,554,1968,21.796
estimates,554,1969,21.308
estimates,554,1970,20.83
estimates,554,1971,20.342
estimates,554,1972,19.832
estimates,554,1973,19.296
estimates,554,1974,18.732
estimates,554,1975,18.146
estimates,554,1976,17.552
estimates,554,1977,16.967
estimates,554,1978,16.407
estimates,554,1979,15.882
estimates,554,1980,15.404
estimates,554,1981,14.986
estimates,554,1982,14.619
estimates,554,1983,14.289
estimates,554,1984,13.979
estimates,554,1985,13.651
estimates,554,1986,13.265
estimates,554,1987,12.795
estimates,554,1988,12.237
estimates,554,1989,11.6
estimates,554,1990,10.916
estimates,554,1991,10.229
estimates,554,1992,9.59
estimates,554,1993,9.036
estimates,554,1994,8.582
estimates,554,1995,8.228
estimates,554,1996,7.956
estimates,554,1997,7.732
estimates,554,1998,7.527
estimates,554,1999,7.329
estimates,554,2000,7.137
estimates,554,2001,6.953
estimates,554,2002,6.787
estimates,554,2003,6.644
estimates,554,2004,6.518
estimates,554,2005,6.402
estimates,554,2006,6.283
estimates,554,2007,6.154
estimates,554,2008,6.01
estimates,554,2009,5.853
estimates,554,2010,5.688
estimates,554,2011,5.528
estimates,554,2012,5.383
estimates,554,2013,5.261
estimates,554,2014,5.161
estimates,554,2015,5.08
medium_variant,554,2015,5.08
medium_variant,554,2016,5.008
medium_variant,554,2017,4.934
medium_variant,554,2018,4.85
medium_variant,554,2019,4.753
medium_variant,554,2020,4.642
medium_variant,554,2021,4.52
medium_variant,554,2022,4.395
medium_variant,554,2023,4.271
medium_variant,554,2024,4.15
medium_variant,554,2025,4.036
medium_variant,554,2026,3.926
medium_variant,554,2027,3.822
medium_variant,554,2028,3.72
medium_variant,554,2029,3.623
medium_variant,554,2030,3.529
medium_variant,554,2031,3.44
medium_variant,554,2032,3.354
medium_variant,554,2033,3.273
medium_variant,554,2034,3.195
medium_variant,554,2035,3.121
medium_variant,554,2036,3.05
medium_variant,554,2037,2.982
medium_variant,554,2038,2.917
medium_variant,554,2039,2.853
medium_variant,554,2040,2.791
medium_variant,554,2041,2.731
medium_variant,554,2042,2.673
medium_variant,554,2043,2.616
medium_variant,554,2044,2.561
medium_variant,554,2045,2.506
medium_variant,554,2046,2.453
medium_variant,554,2047,2.4
medium_variant,554,2048,2.349
medium_variant,554,2049,2.298
medium_variant,554,2050,2.248
medium_variant,554,2051,2.198
medium_variant,554,2052,2.15
medium_variant,554,2053,2.103
medium_variant,554,2054,2.058
medium_variant,554,2055,2.013
medium_variant,554,2056,1.969
medium_variant,554,2057,1.926
medium_variant,554,2058,1.884
medium_variant,554,2059,1.842
medium_variant,554,2060,1.8
medium_variant,554,2061,1.759
medium_variant,554,2062,1.719
medium_variant,554,2063,1.679
medium_variant,554,2064,1.639
medium_variant,554,2065,1.6
medium_variant,554,2066,1.562
medium_variant,554,2067,1.525
medium_variant,554,2068,1.489
medium_variant,554,2069,1.454
medium_variant,554,2070,1.42
medium_variant,554,2071,1.386
medium_variant,554,2072,1.352
medium_variant,554,2073,1.319
medium_variant,554,2074,1.286
medium_variant,554,2075,1.253
medium_variant,554,2076,1.221
medium_variant,554,2077,1.19
medium_variant,554,2078,1.159
medium_variant,554,2079,1.129
medium_variant,554,2080,1.1
medium_variant,554,2081,1.071
medium_variant,554,2082,1.043
medium_variant,554,2083,1.015
medium_variant,554,2084,0.987
medium_variant,554,2085,0.959
medium_variant,554,2086,0.932
medium_variant,554,2087,0.905
medium_variant,554,2088,0.879
medium_variant,554,2089,0.853
medium_variant,554,2090,0.828
medium_variant,554,2091,0.804
medium_variant,554,2092,0.78
medium_variant,554,2093,0.757
medium_variant,554,2094,0.734
medium_variant,554,2095,0.711
medium_variant,554,2096,0.688
medium_variant,554,2097,0.666
medium_variant,554,2098,0.644
medium_variant,554,2099,0.622
