variant,country,year,under_five_mortality
estimates,218,1950,212.547
estimates,218,1951,210.792
estimates,218,1952,207.331
estimates,218,1953,203.968
estimates,218,1954,200.702
estimates,218,1955,197.53
estimates,218,1956,194.445
estimates,218,1957,191.434
estimates,218,1958,188.474
estimates,218,1959,185.525
estimates,218,1960,182.54
estimates,218,1961,179.47
estimates,218,1962,176.267
estimates,218,1963,172.897
estimates,218,1964,169.352
estimates,218,1965,165.649
estimates,218,1966,161.83
estimates,218,1967,157.95
estimates,218,1968,154.053
estimates,218,1969,150.154
estimates,218,1970,146.248
estimates,218,1971,142.313
estimates,218,1972,138.32
estimates,218,1973,134.249
estimates,218,1974,130.103
estimates,218,1975,125.896
estimates,218,1976,121.649
estimates,218,1977,117.386
estimates,218,1978,113.123
estimates,218,1979,108.866
estimates,218,1980,104.591
estimates,218,1981,100.263
estimates,218,1982,95.864
estimates,218,1983,91.404
estimates,218,1984,86.914
estimates,218,1985,82.44
estimates,218,1986,78.038
estimates,218,1987,73.77
estimates,218,1988,69.694
estimates,218,1989,65.854
estimates,218,1990,62.291
estimates,218,1991,59.031
estimates,218,1992,56.049
estimates,218,1993,53.317
estimates,218,1994,50.816
estimates,218,1995,48.514
estimates,218,1996,46.376
estimates,218,1997,44.364
estimates,218,1998,42.448
estimates,218,1999,40.607
estimates,218,2000,38.833
estimates,218,2001,37.131
estimates,218,2002,35.522
estimates,218,2003,34.023
estimates,218,2004,32.638
estimates,218,2005,31.374
estimates,218,2006,30.24
estimates,218,2007,29.232
estimates,218,2008,28.339
estimates,218,2009,27.548
estimates,218,2010,26.843
estimates,218,2011,26.209
estimates,218,2012,25.628
estimates,218,2013,25.078
estimates,218,2014,24.54
estimates,218,2015,23.994
medium_variant,218,2015,23.994
medium_variant,218,2016,23.429
medium_variant,218,2017,22.843
medium_variant,218,2018,22.241
medium_variant,218,2019,21.62
medium_variant,218,2020,20.985
medium_variant,218,2021,20.344
medium_variant,218,2022,19.708
medium_variant,218,2023,19.089
medium_variant,218,2024,18.491
medium_variant,218,2025,17.919
medium_variant,218,2026,17.372
medium_variant,218,2027,16.847
medium_variant,218,2028,16.341
medium_variant,218,2029,15.854
medium_variant,218,2030,15.387
medium_variant,218,2031,14.94
medium_variant,218,2032,14.513
medium_variant,218,2033,14.106
medium_variant,218,2034,13.718
medium_variant,218,2035,13.348
medium_variant,218,2036,12.996
medium_variant,218,2037,12.661
medium_variant,218,2038,12.342
medium_variant,218,2039,12.036
medium_variant,218,2040,11.742
medium_variant,218,2041,11.458
medium_variant,218,2042,11.184
medium_variant,218,2043,10.919
medium_variant,218,2044,10.662
medium_variant,218,2045,10.414
medium_variant,218,2046,10.174
medium_variant,218,2047,9.945
medium_variant,218,2048,9.726
medium_variant,218,2049,9.516
medium_variant,218,2050,9.315
medium_variant,218,2051,9.121
medium_variant,218,2052,8.934
medium_variant,218,2053,8.751
medium_variant,218,2054,8.573
medium_variant,218,2055,8.398
medium_variant,218,2056,8.228
medium_variant,218,2057,8.064
medium_variant,218,2058,7.905
medium_variant,218,2059,7.751
medium_variant,218,2060,7.601
medium_variant,218,2061,7.453
medium_variant,218,2062,7.306
medium_variant,218,2063,7.159
medium_variant,218,2064,7.013
medium_variant,218,2065,6.869
medium_variant,218,2066,6.727
medium_variant,218,2067,6.59
medium_variant,218,2068,6.458
medium_variant,218,2069,6.331
medium_variant,218,2070,6.209
medium_variant,218,2071,6.091
medium_variant,218,2072,5.975
medium_variant,218,2073,5.861
medium_variant,218,2074,5.748
medium_variant,218,2075,5.636
medium_variant,218,2076,5.526
medium_variant,218,2077,5.418
medium_variant,218,2078,5.314
medium_variant,218,2079,5.214
medium_variant,218,2080,5.116
medium_variant,218,2081,5.023
medium_variant,218,2082,4.931
medium_variant,218,2083,4.842
medium_variant,218,2084,4.754
medium_variant,218,2085,4.669
medium_variant,218,2086,4.588
medium_variant,218,2087,4.511
medium_variant,218,2088,4.436
medium_variant,218,2089,4.362
medium_variant,218,2090,4.283
medium_variant,218,2091,4.198
medium_variant,218,2092,4.102
medium_variant,218,2093,3.993
medium_variant,218,2094,3.869
medium_variant,218,2095,3.727
medium_variant,218,2096,3.568
medium_variant,218,2097,3.391
medium_variant,218,2098,3.196
medium_variant,218,2099,2.983
