variant,country,year,under_five_mortality
estimates,112,1950,157.867
estimates,112,1951,149.663
estimates,112,1952,133.913
estimates,112,1953,119.478
estimates,112,1954,106.358
estimates,112,1955,94.549
estimates,112,1956,84.04
estimates,112,1957,74.799
estimates,112,1958,66.775
estimates,112,1959,59.886
estimates,112,1960,54.023
estimates,112,1961,49.058
estimates,112,1962,44.843
estimates,112,1963,41.226
estimates,112,1964,38.079
estimates,112,1965,35.324
estimates,112,1966,32.94
estimates,112,1967,30.955
estimates,112,1968,29.37
estimates,112,1969,28.128
estimates,112,1970,27.199
estimates,112,1971,26.571
estimates,112,1972,26.216
estimates,112,1973,26.079
estimates,112,1974,26.079
estimates,112,1975,26.122
estimates,112,1976,26.124
estimates,112,1977,26.033
estimates,112,1978,25.815
estimates,112,1979,25.443
estimates,112,1980,24.909
estimates,112,1981,24.237
estimates,112,1982,23.49
estimates,112,1983,22.73
estimates,112,1984,21.987
estimates,112,1985,21.289
estimates,112,1986,20.65
estimates,112,1987,20.071
estimates,112,1988,19.553
estimates,112,1989,19.105
estimates,112,1990,18.757
estimates,112,1991,18.537
estimates,112,1992,18.436
estimates,112,1993,18.421
estimates,112,1994,18.445
estimates,112,1995,18.423
estimates,112,1996,18.259
estimates,112,1997,17.889
estimates,112,1998,17.282
estimates,112,1999,16.44
estimates,112,2000,15.402
estimates,112,2001,14.241
estimates,112,2002,13.054
estimates,112,2003,11.923
estimates,112,2004,10.888
estimates,112,2005,9.96
estimates,112,2006,9.123
estimates,112,2007,8.334
estimates,112,2008,7.565
estimates,112,2009,6.824
estimates,112,2010,6.131
estimates,112,2011,5.516
estimates,112,2012,5.003
estimates,112,2013,4.603
estimates,112,2014,4.312
estimates,112,2015,4.116
medium_variant,112,2015,4.116
medium_variant,112,2016,3.99
medium_variant,112,2017,3.903
medium_variant,112,2018,3.825
medium_variant,112,2019,3.74
medium_variant,112,2020,3.639
medium_variant,112,2021,3.521
medium_variant,112,2022,3.397
medium_variant,112,2023,3.279
medium_variant,112,2024,3.165
medium_variant,112,2025,3.059
medium_variant,112,2026,2.96
medium_variant,112,2027,2.869
medium_variant,112,2028,2.787
medium_variant,112,2029,2.712
medium_variant,112,2030,2.643
medium_variant,112,2031,2.58
medium_variant,112,2032,2.52
medium_variant,112,2033,2.463
medium_variant,112,2034,2.407
medium_variant,112,2035,2.351
medium_variant,112,2036,2.297
medium_variant,112,2037,2.244
medium_variant,112,2038,2.192
medium_variant,112,2039,2.141
medium_variant,112,2040,2.092
medium_variant,112,2041,2.045
medium_variant,112,2042,1.998
medium_variant,112,2043,1.953
medium_variant,112,2044,1.908
medium_variant,112,2045,1.865
medium_variant,112,2046,1.823
medium_variant,112,2047,1.781
medium_variant,112,2048,1.741
medium_variant,112,2049,1.701
medium_variant,112,2050,1.662
medium_variant,112,2051,1.624
medium_variant,112,2052,1.587
medium_variant,112,2053,1.551
medium_variant,112,2054,1.516
medium_variant,112,2055,1.481
medium_variant,112,2056,1.447
medium_variant,112,2057,1.415
medium_variant,112,2058,1.383
medium_variant,112,2059,1.352
medium_variant,112,2060,1.322
medium_variant,112,2061,1.293
medium_variant,112,2062,1.264
medium_variant,112,2063,1.236
medium_variant,112,2064,1.208
medium_variant,112,2065,1.181
medium_variant,112,2066,1.156
medium_variant,112,2067,1.131
medium_variant,112,2068,1.107
medium_variant,112,2069,1.084
medium_variant,112,2070,1.062
medium_variant,112,2071,1.041
medium_variant,112,2072,1.021
medium_variant,112,2073,1.001
medium_variant,112,2074,0.981
medium_variant,112,2075,0.961
medium_variant,112,2076,0.942
medium_variant,112,2077,0.922
medium_variant,112,2078,0.903
medium_variant,112,2079,0.884
medium_variant,112,2080,0.866
medium_variant,112,2081,0.848
medium_variant,112,2082,0.83
medium_variant,112,2083,0.813
medium_variant,112,2084,0.797
medium_variant,112,2085,0.78
medium_variant,112,2086,0.765
medium_variant,112,2087,0.749
medium_variant,112,2088,0.734
medium_variant,112,2089,0.719
medium_variant,112,2090,0.704
medium_variant,112,2091,0.689
medium_variant,112,2092,0.674
medium_variant,112,2093,0.66
medium_variant,112,2094,0.646
medium_variant,112,2095,0.632
medium_variant,112,2096,0.618
medium_variant,112,2097,0.605
medium_variant,112,2098,0.592
medium_variant,112,2099,0.579
