variant,country,year,under_five_mortality
estimates,756,1950,39.314
estimates,756,1951,38.326
estimates,756,1952,36.436
estimates,756,1953,34.719
estimates,756,1954,33.174
estimates,756,1955,31.801
estimates,756,1956,30.592
estimates,756,1957,29.537
estimates,756,1958,28.618
estimates,756,1959,27.801
estimates,756,1960,27.047
estimates,756,1961,26.316
estimates,756,1962,25.566
estimates,756,1963,24.766
estimates,756,1964,23.902
estimates,756,1965,22.988
estimates,756,1966,22.055
estimates,756,1967,21.145
estimates,756,1968,20.285
estimates,756,1969,19.476
estimates,756,1970,18.696
estimates,756,1971,17.907
estimates,756,1972,17.079
estimates,756,1973,16.197
estimates,756,1974,15.27
estimates,756,1975,14.325
estimates,756,1976,13.402
estimates,756,1977,12.545
estimates,756,1978,11.788
estimates,756,1979,11.144
estimates,756,1980,10.62
estimates,756,1981,10.209
estimates,756,1982,9.881
estimates,756,1983,9.607
estimates,756,1984,9.37
estimates,756,1985,9.155
estimates,756,1986,8.952
estimates,756,1987,8.756
estimates,756,1988,8.561
estimates,756,1989,8.356
estimates,756,1990,8.129
estimates,756,1991,7.871
estimates,756,1992,7.584
estimates,756,1993,7.275
estimates,756,1994,6.954
estimates,756,1995,6.636
estimates,756,1996,6.343
estimates,756,1997,6.089
estimates,756,1998,5.885
estimates,756,1999,5.731
estimates,756,2000,5.62
estimates,756,2001,5.537
estimates,756,2002,5.462
estimates,756,2003,5.38
estimates,756,2004,5.284
estimates,756,2005,5.174
estimates,756,2006,5.054
estimates,756,2007,4.936
estimates,756,2008,4.824
estimates,756,2009,4.721
estimates,756,2010,4.624
estimates,756,2011,4.528
estimates,756,2012,4.428
estimates,756,2013,4.322
estimates,756,2014,4.209
estimates,756,2015,4.09
medium_variant,756,2015,4.09
medium_variant,756,2016,3.969
medium_variant,756,2017,3.851
medium_variant,756,2018,3.739
medium_variant,756,2019,3.634
medium_variant,756,2020,3.537
medium_variant,756,2021,3.448
medium_variant,756,2022,3.366
medium_variant,756,2023,3.287
medium_variant,756,2024,3.212
medium_variant,756,2025,3.139
medium_variant,756,2026,3.069
medium_variant,756,2027,3.002
medium_variant,756,2028,2.937
medium_variant,756,2029,2.874
medium_variant,756,2030,2.812
medium_variant,756,2031,2.752
medium_variant,756,2032,2.693
medium_variant,756,2033,2.636
medium_variant,756,2034,2.58
medium_variant,756,2035,2.525
medium_variant,756,2036,2.471
medium_variant,756,2037,2.418
medium_variant,756,2038,2.367
medium_variant,756,2039,2.316
medium_variant,756,2040,2.266
medium_variant,756,2041,2.217
medium_variant,756,2042,2.169
medium_variant,756,2043,2.122
medium_variant,756,2044,2.076
medium_variant,756,2045,2.031
medium_variant,756,2046,1.987
medium_variant,756,2047,1.944
medium_variant,756,2048,1.902
medium_variant,756,2049,1.861
medium_variant,756,2050,1.821
medium_variant,756,2051,1.783
medium_variant,756,2052,1.745
medium_variant,756,2053,1.707
medium_variant,756,2054,1.671
medium_variant,756,2055,1.635
medium_variant,756,2056,1.599
medium_variant,756,2057,1.564
medium_variant,756,2058,1.529
medium_variant,756,2059,1.495
medium_variant,756,2060,1.462
medium_variant,756,2061,1.428
medium_variant,756,2062,1.396
medium_variant,756,2063,1.363
medium_variant,756,2064,1.332
medium_variant,756,2065,1.301
medium_variant,756,2066,1.271
medium_variant,756,2067,1.241
medium_variant,756,2068,1.212
medium_variant,756,2069,1.184
medium_variant,756,2070,1.157
medium_variant,756,2071,1.13
medium_variant,756,2072,1.103
medium_variant,756,2073,1.077
medium_variant,756,2074,1.051
medium_variant,756,2075,1.026
medium_variant,756,2076,1
medium_variant,756,2077,0.975
medium_variant,756,2078,0.951
medium_variant,756,2079,0.927
medium_variant,756,2080,0.903
medium_variant,756,2081,0.88
medium_variant,756,2082,0.857
medium_variant,756,2083,0.835
medium_variant,756,2084,0.813
medium_variant,756,2085,0.791
medium_variant,756,2086,0.77
medium_variant,756,2087,0.749
medium_variant,756,2088,0.728
medium_variant,756,2089,0.708
medium_variant,756,2090,0.688
medium_variant,756,2091,0.669
medium_variant,756,2092,0.65
medium_variant,756,2093,0.632
medium_variant,756,2094,0.613
medium_variant,756,2095,0.596
medium_variant,756,2096,0.578
medium_variant,756,2097,0.561
medium_variant,756,2098,0.544
medium_variant,756,2099,0.527
