variant,country,year,under_five_mortality
estimates,140,1950,350.03
estimates,140,1951,347.616
estimates,140,1952,342.823
estimates,140,1953,338.099
estimates,140,1954,333.445
estimates,140,1955,328.861
estimates,140,1956,324.346
estimates,140,1957,319.891
estimates,140,1958,315.484
estimates,140,1959,311.109
estimates,140,1960,306.739
estimates,140,1961,302.34
estimates,140,1962,297.862
estimates,140,1963,293.247
estimates,140,1964,288.43
estimates,140,1965,283.314
estimates,140,1966,277.804
estimates,140,1967,271.878
estimates,140,1968,265.556
estimates,140,1969,258.874
estimates,140,1970,251.862
estimates,140,1971,244.559
estimates,140,1972,237.092
estimates,140,1973,229.623
estimates,140,1974,222.313
estimates,140,1975,215.326
estimates,140,1976,208.8
estimates,140,1977,202.816
estimates,140,1978,197.447
estimates,140,1979,192.774
estimates,140,1980,188.863
estimates,140,1981,185.735
estimates,140,1982,183.315
estimates,140,1983,181.514
estimates,140,1984,180.272
estimates,140,1985,179.545
estimates,140,1986,179.294
estimates,140,1987,179.452
estimates,140,1988,179.932
estimates,140,1989,180.634
estimates,140,1990,181.478
estimates,140,1991,182.412
estimates,140,1992,183.396
estimates,140,1993,184.376
estimates,140,1994,185.273
estimates,140,1995,186.034
estimates,140,1996,186.633
estimates,140,1997,187.063
estimates,140,1998,187.297
estimates,140,1999,187.281
estimates,140,2000,186.968
estimates,140,2001,186.324
estimates,140,2002,185.332
estimates,140,2003,183.97
estimates,140,2004,182.211
estimates,140,2005,179.997
estimates,140,2006,177.273
estimates,140,2007,174.053
estimates,140,2008,170.389
estimates,140,2009,166.349
estimates,140,2010,162.007
estimates,140,2011,157.447
estimates,140,2012,152.774
estimates,140,2013,148.105
estimates,140,2014,143.543
estimates,140,2015,139.192
medium_variant,140,2015,139.192
medium_variant,140,2016,135.125
medium_variant,140,2017,131.336
medium_variant,140,2018,127.811
medium_variant,140,2019,124.547
medium_variant,140,2020,121.517
medium_variant,140,2021,118.673
medium_variant,140,2022,115.942
medium_variant,140,2023,113.263
medium_variant,140,2024,110.602
medium_variant,140,2025,107.939
medium_variant,140,2026,105.272
medium_variant,140,2027,102.626
medium_variant,140,2028,100.02
medium_variant,140,2029,97.455
medium_variant,140,2030,94.931
medium_variant,140,2031,92.448
medium_variant,140,2032,90.008
medium_variant,140,2033,87.61
medium_variant,140,2034,85.256
medium_variant,140,2035,82.95
medium_variant,140,2036,80.692
medium_variant,140,2037,78.485
medium_variant,140,2038,76.329
medium_variant,140,2039,74.224
medium_variant,140,2040,72.171
medium_variant,140,2041,70.172
medium_variant,140,2042,68.226
medium_variant,140,2043,66.326
medium_variant,140,2044,64.466
medium_variant,140,2045,62.635
medium_variant,140,2046,60.822
medium_variant,140,2047,59.02
medium_variant,140,2048,57.227
medium_variant,140,2049,55.443
medium_variant,140,2050,53.674
medium_variant,140,2051,51.928
medium_variant,140,2052,50.219
medium_variant,140,2053,48.556
medium_variant,140,2054,46.945
medium_variant,140,2055,45.387
medium_variant,140,2056,43.878
medium_variant,140,2057,42.413
medium_variant,140,2058,40.99
medium_variant,140,2059,39.614
medium_variant,140,2060,38.289
medium_variant,140,2061,37.02
medium_variant,140,2062,35.813
medium_variant,140,2063,34.675
medium_variant,140,2064,33.61
medium_variant,140,2065,32.627
medium_variant,140,2066,31.733
medium_variant,140,2067,30.925
medium_variant,140,2068,30.198
medium_variant,140,2069,29.542
medium_variant,140,2070,28.947
medium_variant,140,2071,28.4
medium_variant,140,2072,27.888
medium_variant,140,2073,27.397
medium_variant,140,2074,26.916
medium_variant,140,2075,26.44
medium_variant,140,2076,25.966
medium_variant,140,2077,25.499
medium_variant,140,2078,25.041
medium_variant,140,2079,24.592
medium_variant,140,2080,24.15
medium_variant,140,2081,23.714
medium_variant,140,2082,23.285
medium_variant,140,2083,22.863
medium_variant,140,2084,22.449
medium_variant,140,2085,22.04
medium_variant,140,2086,21.637
medium_variant,140,2087,21.239
medium_variant,140,2088,20.849
medium_variant,140,2089,20.469
medium_variant,140,2090,20.101
medium_variant,140,2091,19.748
medium_variant,140,2092,19.415
medium_variant,140,2093,19.101
medium_variant,140,2094,18.81
medium_variant,140,2095,18.543
medium_variant,140,2096,18.299
medium_variant,140,2097,18.08
medium_variant,140,2098,17.886
medium_variant,140,2099,17.716
