variant,country,year,under_five_mortality
estimates,498,1950,108.742
estimates,498,1951,106.778
estimates,498,1952,102.898
estimates,498,1953,99.114
estimates,498,1954,95.427
estimates,498,1955,91.836
estimates,498,1956,88.336
estimates,498,1957,84.927
estimates,498,1958,81.604
estimates,498,1959,78.359
estimates,498,1960,75.185
estimates,498,1961,72.082
estimates,498,1962,69.058
estimates,498,1963,66.14
estimates,498,1964,63.374
estimates,498,1965,60.833
estimates,498,1966,58.6
estimates,498,1967,56.724
estimates,498,1968,55.227
estimates,498,1969,54.107
estimates,498,1970,53.374
estimates,498,1971,53.026
estimates,498,1972,52.976
estimates,498,1973,53.103
estimates,498,1974,53.287
estimates,498,1975,53.353
estimates,498,1976,53.126
estimates,498,1977,52.523
estimates,498,1978,51.51
estimates,498,1979,50.094
estimates,498,1980,48.341
estimates,498,1981,46.371
estimates,498,1982,44.363
estimates,498,1983,42.472
estimates,498,1984,40.783
estimates,498,1985,39.367
estimates,498,1986,38.25
estimates,498,1987,37.372
estimates,498,1988,36.667
estimates,498,1989,36.097
estimates,498,1990,35.616
estimates,498,1991,35.175
estimates,498,1992,34.723
estimates,498,1993,34.207
estimates,498,1994,33.588
estimates,498,1995,32.819
estimates,498,1996,31.866
estimates,498,1997,30.751
estimates,498,1998,29.506
estimates,498,1999,28.165
estimates,498,2000,26.776
estimates,498,2001,25.397
estimates,498,2002,24.085
estimates,498,2003,22.882
estimates,498,2004,21.816
estimates,498,2005,20.898
estimates,498,2006,20.121
estimates,498,2007,19.446
estimates,498,2008,18.838
estimates,498,2009,18.28
estimates,498,2010,17.758
estimates,498,2011,17.259
estimates,498,2012,16.783
estimates,498,2013,16.324
estimates,498,2014,15.877
estimates,498,2015,15.437
medium_variant,498,2015,15.437
medium_variant,498,2016,15.007
medium_variant,498,2017,14.591
medium_variant,498,2018,14.193
medium_variant,498,2019,13.813
medium_variant,498,2020,13.451
medium_variant,498,2021,13.106
medium_variant,498,2022,12.777
medium_variant,498,2023,12.462
medium_variant,498,2024,12.16
medium_variant,498,2025,11.869
medium_variant,498,2026,11.586
medium_variant,498,2027,11.311
medium_variant,498,2028,11.043
medium_variant,498,2029,10.781
medium_variant,498,2030,10.525
medium_variant,498,2031,10.276
medium_variant,498,2032,10.035
medium_variant,498,2033,9.803
medium_variant,498,2034,9.579
medium_variant,498,2035,9.363
medium_variant,498,2036,9.154
medium_variant,498,2037,8.951
medium_variant,498,2038,8.753
medium_variant,498,2039,8.56
medium_variant,498,2040,8.37
medium_variant,498,2041,8.183
medium_variant,498,2042,8
medium_variant,498,2043,7.821
medium_variant,498,2044,7.648
medium_variant,498,2045,7.483
medium_variant,498,2046,7.329
medium_variant,498,2047,7.189
medium_variant,498,2048,7.062
medium_variant,498,2049,6.947
medium_variant,498,2050,6.844
medium_variant,498,2051,6.75
medium_variant,498,2052,6.661
medium_variant,498,2053,6.574
medium_variant,498,2054,6.488
medium_variant,498,2055,6.401
medium_variant,498,2056,6.314
medium_variant,498,2057,6.229
medium_variant,498,2058,6.145
medium_variant,498,2059,6.063
medium_variant,498,2060,5.983
medium_variant,498,2061,5.904
medium_variant,498,2062,5.828
medium_variant,498,2063,5.752
medium_variant,498,2064,5.678
medium_variant,498,2065,5.606
medium_variant,498,2066,5.535
medium_variant,498,2067,5.466
medium_variant,498,2068,5.399
medium_variant,498,2069,5.333
medium_variant,498,2070,5.269
medium_variant,498,2071,5.205
medium_variant,498,2072,5.142
medium_variant,498,2073,5.079
medium_variant,498,2074,5.017
medium_variant,498,2075,4.955
medium_variant,498,2076,4.894
medium_variant,498,2077,4.835
medium_variant,498,2078,4.777
medium_variant,498,2079,4.72
medium_variant,498,2080,4.665
medium_variant,498,2081,4.611
medium_variant,498,2082,4.559
medium_variant,498,2083,4.507
medium_variant,498,2084,4.456
medium_variant,498,2085,4.406
medium_variant,498,2086,4.358
medium_variant,498,2087,4.311
medium_variant,498,2088,4.266
medium_variant,498,2089,4.222
medium_variant,498,2090,4.181
medium_variant,498,2091,4.141
medium_variant,498,2092,4.102
medium_variant,498,2093,4.065
medium_variant,498,2094,4.028
medium_variant,498,2095,3.993
medium_variant,498,2096,3.959
medium_variant,498,2097,3.926
medium_variant,498,2098,3.894
medium_variant,498,2099,3.862
