region,variant,year,populationdensitypersqkm
954,estimates,1950,48.9258675078864
954,estimates,1951,49.8895899053628
954,estimates,1952,50.8589905362776
954,estimates,1953,51.8397476340694
954,estimates,1954,52.8580441640379
954,estimates,1955,53.9141955835962
954,estimates,1956,55.0429022082019
954,estimates,1957,56.2350157728707
954,estimates,1958,57.5135646687697
954,estimates,1959,58.8817034700315
954,estimates,1960,60.3419558359621
954,estimates,1961,61.8968454258675
954,estimates,1962,63.5454258675079
954,estimates,1963,65.2719242902208
954,estimates,1964,67.0735015772871
954,estimates,1965,68.9072555205047
954,estimates,1966,70.7952681388012
954,estimates,1967,72.7299684542587
954,estimates,1968,74.6586750788643
954,estimates,1969,76.5044164037855
954,estimates,1970,78.2283911671924
954,estimates,1971,79.8145110410095
954,estimates,1972,81.288643533123
954,estimates,1973,82.7123028391167
954,estimates,1974,84.1615141955836
954,estimates,1975,85.7110410094637
954,estimates,1976,87.3719242902208
954,estimates,1977,89.1388012618297
954,estimates,1978,91.0892744479495
954,estimates,1979,93.281072555205
954,estimates,1980,95.7772870662461
954,estimates,1981,98.5981072555205
954,estimates,1982,101.719558359621
954,estimates,1983,105.081703470032
954,estimates,1984,108.582334384858
954,estimates,1985,112.162460567823
954,estimates,1986,115.786119873817
954,estimates,1987,119.440694006309
954,estimates,1988,123.102208201893
954,estimates,1989,126.752681388013
954,estimates,1990,130.379810725552
954,estimates,1991,133.944164037855
954,estimates,1992,137.416719242902
954,estimates,1993,140.75141955836
954,estimates,1994,143.895268138801
954,estimates,1995,146.801892744479
954,estimates,1996,149.462460567823
954,estimates,1997,151.857728706625
954,estimates,1998,153.953943217666
954,estimates,1999,155.674447949527
954,estimates,2000,156.981703470032
954,estimates,2001,157.870977917981
954,estimates,2002,158.383596214511
954,estimates,2003,158.602208201893
954,estimates,2004,158.63880126183
954,estimates,2005,158.593690851735
954,estimates,2006,158.498738170347
954,estimates,2007,158.363406940063
954,estimates,2008,158.28927444795
954,estimates,2009,158.372239747634
954,estimates,2010,158.692744479495
954,estimates,2011,159.286119873817
954,estimates,2012,160.159621451104
954,estimates,2013,161.246372239748
954,estimates,2014,162.451104100946
954,constant_fertility,2015,163.720820189274
954,constant_mortality,2015,163.720820189274
954,estimates,2015,163.720820189274
954,high_variant,2015,163.720820189274
954,instant_replacement,2015,163.720820189274
954,low_variant,2015,163.720820189274
954,medium_variant,2015,163.720820189274
954,momentum,2015,163.720820189274
954,no_change,2015,163.720820189274
954,zero_migration,2015,163.720820189274
954,constant_fertility,2016,165.20189274448
954,constant_mortality,2016,165.035015772871
954,high_variant,2016,165.25047318612
954,instant_replacement,2016,164.522082018927
954,low_variant,2016,164.894006309148
954,medium_variant,2016,165.03690851735
954,momentum,2016,165.183280757098
954,no_change,2016,165.162460567823
954,zero_migration,2016,166.14858044164
954,constant_fertility,2017,166.766246056782
954,constant_mortality,2017,166.367192429022
954,high_variant,2017,166.878548895899
954,instant_replacement,2017,165.165299684543
954,low_variant,2017,166.034069400631
954,medium_variant,2017,166.413249211356
954,momentum,2017,166.763406940063
954,no_change,2017,166.672555205047
954,zero_migration,2017,168.597476340694
954,constant_fertility,2018,168.390220820189
954,constant_mortality,2018,167.711356466877
954,high_variant,2018,168.583596214511
954,instant_replacement,2018,165.721451104101
954,low_variant,2018,167.142586750789
954,medium_variant,2018,167.822082018927
954,momentum,2018,168.428391167192
954,no_change,2018,168.241324921136
954,zero_migration,2018,171.077602523659
954,constant_fertility,2019,170.08643533123
954,constant_mortality,2019,169.057097791798
954,high_variant,2019,170.355205047319
954,instant_replacement,2019,166.283911671924
954,low_variant,2019,168.223974763407
954,medium_variant,2019,169.267823343849
954,momentum,2019,170.13880126183
954,no_change,2019,169.853943217666
954,zero_migration,2019,173.571608832808
954,constant_fertility,2020,171.830914826498
954,constant_mortality,2020,170.413249211356
954,high_variant,2020,172.173186119874
954,instant_replacement,2020,166.926813880126
954,low_variant,2020,169.275078864353
954,medium_variant,2020,170.727760252366
954,momentum,2020,171.868454258675
954,no_change,2020,171.514826498423
954,zero_migration,2020,176.080757097792
954,constant_fertility,2021,173.62334384858
954,constant_mortality,2021,171.752365930599
954,high_variant,2021,174.041640378549
954,instant_replacement,2021,167.663406940063
954,low_variant,2021,170.298107255521
954,medium_variant,2021,172.186750788644
954,momentum,2021,173.600315457413
954,no_change,2021,173.200315457413
954,zero_migration,2021,178.603785488959
954,constant_fertility,2022,175.480757097792
954,constant_mortality,2022,173.08832807571
954,high_variant,2022,175.957728706625
954,instant_replacement,2022,168.462776025237
954,low_variant,2022,171.299369085174
954,medium_variant,2022,173.645425867508
954,momentum,2022,175.329968454259
954,no_change,2022,174.938485804416
954,zero_migration,2022,181.136593059937
954,constant_fertility,2023,177.382334384858
954,constant_mortality,2023,174.428075709779
954,high_variant,2023,177.916088328076
954,instant_replacement,2023,169.3261829653
954,low_variant,2023,172.266561514196
954,medium_variant,2023,175.108201892744
954,momentum,2023,177.054889589905
954,no_change,2023,176.707570977918
954,zero_migration,2023,183.676340694006
954,constant_fertility,2024,179.337223974763
954,constant_mortality,2024,175.767507886435
954,high_variant,2024,179.930914826498
954,instant_replacement,2024,170.229968454259
954,low_variant,2024,173.225867507886
954,medium_variant,2024,176.584858044164
954,momentum,2024,178.787697160883
954,no_change,2024,178.516088328076
954,zero_migration,2024,186.216088328076
954,constant_fertility,2025,181.360567823344
954,constant_mortality,2025,177.111356466877
954,high_variant,2025,182.006309148265
954,instant_replacement,2025,171.170662460568
954,low_variant,2025,174.160883280757
954,medium_variant,2025,178.085173501577
954,momentum,2025,180.539747634069
954,no_change,2025,180.374132492114
954,zero_migration,2025,188.764984227129
954,constant_fertility,2026,183.436593059937
954,constant_mortality,2026,178.462776025237
954,high_variant,2026,184.133753943218
954,instant_replacement,2026,172.139432176656
954,low_variant,2026,175.073186119874
954,medium_variant,2026,179.606309148265
954,momentum,2026,182.301261829653
954,no_change,2026,182.271293375394
954,zero_migration,2026,191.309463722397
954,constant_fertility,2027,185.566561514196
954,constant_mortality,2027,179.811356466877
954,high_variant,2027,186.31356466877
954,instant_replacement,2027,173.139432176656
954,low_variant,2027,175.970977917981
954,medium_variant,2027,181.143848580442
954,momentum,2027,184.062460567823
