region,variant,year,populationdensitypersqkm
925,estimates,1950,83.9722045008418
925,estimates,1951,84.7213424169905
925,estimates,1952,85.4822563461891
925,estimates,1953,86.2346570110516
925,estimates,1954,86.9656223821751
925,estimates,1955,87.669540531772
925,estimates,1956,88.3484293444314
925,estimates,1957,89.0116500130309
925,estimates,1958,89.6746482741442
925,estimates,1959,90.3568384479281
925,estimates,1960,91.0755868522703
925,estimates,1961,91.839650781943
925,estimates,1962,92.6434183091588
925,estimates,1963,93.4645467485246
925,estimates,1964,94.2708186767057
925,estimates,1965,95.0405964709307
925,estimates,1966,95.7629736696411
925,estimates,1967,96.4492258690426
925,estimates,1968,97.1266203814035
925,estimates,1969,97.8341487914115
925,estimates,1970,98.5986807035033
925,estimates,1971,99.4264527942736
925,estimates,1972,100.304392445917
925,estimates,1973,101.216178192384
925,estimates,1974,102.13721161124
925,estimates,1975,103.047115388803
925,estimates,1976,103.941666871827
925,estimates,1977,104.818696042824
925,estimates,1978,105.661938582111
925,estimates,1979,106.452633491522
925,estimates,1980,107.176800761597
925,estimates,1981,107.82754267127
925,estimates,1982,108.405507136794
925,estimates,1983,108.914461957215
925,estimates,1984,109.362268619376
925,estimates,1985,109.755887396449
925,estimates,1986,110.096800232762
925,estimates,1987,110.386306049814
925,estimates,1988,110.631416089161
925,estimates,1989,110.840703078252
925,estimates,1990,111.021980624539
925,estimates,1991,111.186196890984
925,estimates,1992,111.338967666616
925,estimates,1993,111.477363041702
925,estimates,1994,111.594922387664
925,estimates,1995,111.692001710931
925,estimates,1996,111.758894623673
925,estimates,1997,111.811422947343
925,estimates,1998,111.905048004339
925,estimates,1999,112.113015221229
925,estimates,2000,112.483628723939
925,estimates,2001,113.032547389552
925,estimates,2002,113.731692272925
925,estimates,2003,114.529880306778
925,estimates,2004,115.352913110245
925,estimates,2005,116.140349132183
925,estimates,2006,116.886672203583
925,estimates,2007,117.589111497846
925,estimates,2008,118.194252922597
925,estimates,2009,118.638759768129
925,estimates,2010,118.882272798165
925,estimates,2011,118.894525288364
925,estimates,2012,118.697205829881
925,estimates,2013,118.36746201952
925,estimates,2014,118.015523023175
925,constant_fertility,2015,117.7220223661
925,constant_mortality,2015,117.7220223661
925,estimates,2015,117.7220223661
925,high_variant,2015,117.7220223661
925,instant_replacement,2015,117.7220223661
925,low_variant,2015,117.7220223661
925,medium_variant,2015,117.7220223661
925,momentum,2015,117.7220223661
925,no_change,2015,117.7220223661
925,zero_migration,2015,117.7220223661
925,constant_fertility,2016,117.596667946642
925,constant_mortality,2016,117.565333203019
925,high_variant,2016,117.745772087743
925,instant_replacement,2016,117.812713652122
925,low_variant,2016,117.497371498746
925,medium_variant,2016,117.514638196614
925,momentum,2016,117.72242934091
925,no_change,2016,117.540174128381
925,zero_migration,2016,117.56665760871
925,constant_fertility,2017,117.445477963109
925,constant_mortality,2017,117.375539303403
925,high_variant,2017,117.779399636321
925,instant_replacement,2017,118.092498408628
925,low_variant,2017,117.224130773625
925,medium_variant,2017,117.37345809446
925,momentum,2017,117.872226188661
925,no_change,2017,117.318942776129
925,zero_migration,2017,117.382119630454
925,constant_fertility,2018,117.26976060398
925,constant_mortality,2018,117.154145006777
925,high_variant,2018,117.8187626724
925,instant_replacement,2018,118.492368535012
925,low_variant,2018,116.908136070506
