region,variant,year,populationdensitypersqkm
923,estimates,1950,12.1959431373626
923,estimates,1951,12.3707115717656
923,estimates,1952,12.555935189551
923,estimates,1953,12.747355862547
923,estimates,1954,12.9413943612414
923,estimates,1955,13.1351552293809
923,estimates,1956,13.326448221126
923,estimates,1957,13.5137670300754
923,estimates,1958,13.6962169457891
923,estimates,1959,13.8734062831805
923,estimates,1960,14.0451026679122
923,estimates,1961,14.2108658904828
923,estimates,1962,14.3697385907801
923,estimates,1963,14.5200956994517
923,estimates,1964,14.660045595224
923,estimates,1965,14.7885603470892
923,estimates,1966,14.904790113073
923,estimates,1967,15.0099419656864
923,estimates,1968,15.1076446005399
923,estimates,1969,15.2028963093084
923,estimates,1970,15.2994427779718
923,estimates,1971,15.3985496850123
923,estimates,1972,15.4996878041085
923,estimates,1973,15.6025950701854
923,estimates,1974,15.7063756095464
923,estimates,1975,15.810304879562
923,estimates,1976,15.9144937773531
923,estimates,1977,16.0191720183852
923,estimates,1978,16.1237717119059
923,estimates,1979,16.2275392338726
923,estimates,1980,16.3297877644027
923,estimates,1981,16.4295494740751
923,estimates,1982,16.5263638240961
923,estimates,1983,16.6205867709594
923,estimates,1984,16.7128885719907
923,estimates,1985,16.8032766498744
923,estimates,1986,16.8919899707347
923,estimates,1987,16.977329570734
923,estimates,1988,17.0549961091839
923,estimates,1989,17.119385182372
923,estimates,1990,17.1664504302055
923,estimates,1991,17.1949500486574
923,estimates,1992,17.2058689282441
923,estimates,1993,17.2002598715056
923,estimates,1994,17.1801160907845
923,estimates,1995,17.1473201782685
923,estimates,1996,17.1025375720776
923,estimates,1997,17.046569091233
923,estimates,1998,16.9818007410276
923,estimates,1999,16.9111285870399
923,estimates,2000,16.8371715628318
923,estimates,2001,16.7608710198901
923,estimates,2002,16.6835313565211
923,estimates,2003,16.6085167105676
923,estimates,2004,16.5397540144536
923,estimates,2005,16.480056742545
923,estimates,2006,16.4308175898566
923,estimates,2007,16.3915834956722
923,estimates,2008,16.3608895322867
923,estimates,2009,16.3362443366026
923,estimates,2010,16.3155412510702
923,estimates,2011,16.2985009279463
923,estimates,2012,16.2849217361016
923,estimates,2013,16.2727943991747
923,estimates,2014,16.2596803437567
923,constant_fertility,2015,16.2436978085577
923,constant_mortality,2015,16.2436978085577
923,estimates,2015,16.2436978085577
923,high_variant,2015,16.2436978085577
923,instant_replacement,2015,16.2436978085577
923,low_variant,2015,16.2436978085577
923,medium_variant,2015,16.2436978085577
923,momentum,2015,16.2436978085577
923,no_change,2015,16.2436978085577
923,zero_migration,2015,16.2436978085577
923,constant_fertility,2016,16.2203284836985
923,constant_mortality,2016,16.2153798796949
923,high_variant,2016,16.2419047317287
923,instant_replacement,2016,16.2597356815309
923,low_variant,2016,16.2032873296771
923,medium_variant,2016,16.2238400781531
923,momentum,2016,16.2492372360848
923,no_change,2016,16.2130558039631
923,zero_migration,2016,16.2149283699874
923,constant_fertility,2017,16.1897450296819
923,constant_mortality,2017,16.1822615235514
923,high_variant,2017,16.2421641379316
923,instant_replacement,2017,16.2865131818013
923,low_variant,2017,16.1548493283689
923,medium_variant,2017,16.1999735442232
923,momentum,2017,16.2609987565342
923,no_change,2017,16.1734376689492
923,zero_migration,2017,16.1837015797245
923,constant_fertility,2018,16.152677750027
923,constant_mortality,2018,16.1442624200344
923,high_variant,2018,16.2434003472487
923,instant_replacement,2018,16.3187223144949
923,low_variant,2018,16.0991754837818
923,medium_variant,2018,16.1722195731979
923,momentum,2018,16.2747314428458
923,no_change,2018,16.1256217883042
923,zero_migration,2018,16.1498411767104
923,constant_fertility,2019,16.1097901440931
923,constant_mortality,2019,16.1013347648405
923,high_variant,2019,16.2447005356741
923,instant_replacement,2019,16.3490267531273
923,low_variant,2019,16.0369486274903
923,medium_variant,2019,16.1411097179114
923,momentum,2019,16.2847101895953
923,no_change,2019,16.0703179146821
923,zero_migration,2019,16.1131815353745
923,constant_fertility,2020,16.0616687701299
923,constant_mortality,2020,16.0534631586691
923,high_variant,2020,16.2453167846615
923,instant_replacement,2020,16.3719646206055
923,low_variant,2020,15.9687333820498
923,medium_variant,2020,16.1070253603215
923,momentum,2020,16.286664294362
923,no_change,2020,16.0081837311597
923,zero_migration,2020,16.0735630680015
923,constant_fertility,2021,16.0088281752693
923,constant_mortality,2021,16.0006638871114
923,high_variant,2021,16.2446711772954
923,instant_replacement,2021,16.3856422461087
923,low_variant,2021,15.8949770472872
923,medium_variant,2021,16.0698312303133
923,momentum,2021,16.2790141101907
923,no_change,2021,15.939806294525
923,zero_migration,2021,16.0308280702439
923,constant_fertility,2022,15.9517151607997
923,constant_mortality,2022,15.9429884104199
923,high_variant,2022,16.2423529732393
923,instant_replacement,2022,16.3909804302587
923,low_variant,2022,15.8160160813012
923,medium_variant,2022,16.0291924207966
923,momentum,2022,16.2623651951878
923,no_change,2022,15.8657163821083
923,zero_migration,2022,15.9848288639172
923,constant_fertility,2023,15.890707895875
923,constant_mortality,2023,15.8805185996962
923,high_variant,2023,16.2381008275296
923,instant_replacement,2023,16.3888057498994
923,low_variant,2023,15.7320898379683
923,medium_variant,2023,15.9850960251636
923,momentum,2023,16.2373421073156
923,no_change,2023,15.7863861652684
923,zero_migration,2023,15.9354311205905
923,constant_fertility,2024,15.8261350281575
923,constant_mortality,2024,15.8133683986855
923,high_variant,2024,16.2317847877954
923,instant_replacement,2024,16.3810025697998
923,low_variant,2024,15.6433734150907
923,medium_variant,2024,15.9375740052717
923,momentum,2024,16.2054327070508
923,no_change,2024,15.7022433900441
923,zero_migration,2024,15.8825231122452
923,constant_fertility,2025,15.758317505659
