variant,continent,year,gender,dependencyratio2069
estimates,908,1950,male,71.722
estimates,908,1951,male,71.811
estimates,908,1952,male,71.452
estimates,908,1953,male,71.197
estimates,908,1954,male,71.011
estimates,908,1955,male,70.705
estimates,908,1956,male,70.231
estimates,908,1957,male,69.763
estimates,908,1958,male,69.319
estimates,908,1959,male,69.014
estimates,908,1960,male,68.937
estimates,908,1961,male,69.347
estimates,908,1962,male,69.934
estimates,908,1963,male,70.538
estimates,908,1964,male,70.937
estimates,908,1965,male,70.973
estimates,908,1966,male,70.998
estimates,908,1967,male,70.641
estimates,908,1968,male,70.01
estimates,908,1969,male,69.277
estimates,908,1970,male,68.555
estimates,908,1971,male,68.006
estimates,908,1972,male,67.443
estimates,908,1973,male,66.835
estimates,908,1974,male,66.119
estimates,908,1975,male,65.271
estimates,908,1976,male,64.775
estimates,908,1977,male,64.091
estimates,908,1978,male,63.274
estimates,908,1979,male,62.406
estimates,908,1980,male,61.537
estimates,908,1981,male,60.961
estimates,908,1982,male,60.399
estimates,908,1983,male,59.796
estimates,908,1984,male,59.056
estimates,908,1985,male,58.145
estimates,908,1986,male,57.441
estimates,908,1987,male,56.597
estimates,908,1988,male,55.699
estimates,908,1989,male,54.834
estimates,908,1990,male,54.035
estimates,908,1991,male,53.661
estimates,908,1992,male,53.241
estimates,908,1993,male,52.805
estimates,908,1994,male,52.393
estimates,908,1995,male,52.016
estimates,908,1996,male,51.731
estimates,908,1997,male,51.533
estimates,908,1998,male,51.321
estimates,908,1999,male,50.979
estimates,908,2000,male,50.472
estimates,908,2001,male,50.159
estimates,908,2002,male,49.683
estimates,908,2003,male,49.111
estimates,908,2004,male,48.539
estimates,908,2005,male,48.019
estimates,908,2006,male,47.869
estimates,908,2007,male,47.739
estimates,908,2008,male,47.605
estimates,908,2009,male,47.429
estimates,908,2010,male,47.202
estimates,908,2011,male,47.187
estimates,908,2012,male,47.119
estimates,908,2013,male,47.07
estimates,908,2014,male,47.126
estimates,908,2015,male,47.321
medium_variant,908,2015,male,47.321
medium_variant,908,2016,male,47.76
medium_variant,908,2017,male,48.317
medium_variant,908,2018,male,48.945
medium_variant,908,2019,male,49.581
medium_variant,908,2020,male,50.186
medium_variant,908,2021,male,50.945
medium_variant,908,2022,male,51.673
medium_variant,908,2023,male,52.353
medium_variant,908,2024,male,52.969
medium_variant,908,2025,male,53.52
medium_variant,908,2026,male,54.194
medium_variant,908,2027,male,54.762
medium_variant,908,2028,male,55.251
medium_variant,908,2029,male,55.698
medium_variant,908,2030,male,56.129
medium_variant,908,2031,male,56.688
medium_variant,908,2032,male,57.216
medium_variant,908,2033,male,57.704
medium_variant,908,2034,male,58.139
medium_variant,908,2035,male,58.522
medium_variant,908,2036,male,59.015
medium_variant,908,2037,male,59.451
medium_variant,908,2038,male,59.856
medium_variant,908,2039,male,60.249
medium_variant,908,2040,male,60.644
medium_variant,908,2041,male,61.197
medium_variant,908,2042,male,61.714
medium_variant,908,2043,male,62.204
medium_variant,908,2044,male,62.679
medium_variant,908,2045,male,63.155
medium_variant,908,2046,male,63.758
medium_variant,908,2047,male,64.323
medium_variant,908,2048,male,64.869
medium_variant,908,2049,male,65.412
medium_variant,908,2050,male,65.964
medium_variant,908,2051,male,66.61
medium_variant,908,2052,male,67.22
medium_variant,908,2053,male,67.8
medium_variant,908,2054,male,68.364
medium_variant,908,2055,male,68.924
medium_variant,908,2056,male,69.556
medium_variant,908,2057,male,70.137
medium_variant,908,2058,male,70.647
medium_variant,908,2059,male,71.057
medium_variant,908,2060,male,71.361
medium_variant,908,2061,male,71.632
medium_variant,908,2062,male,71.766
medium_variant,908,2063,male,71.786
medium_variant,908,2064,male,71.715
medium_variant,908,2065,male,71.583
medium_variant,908,2066,male,71.438
medium_variant,908,2067,male,71.194
medium_variant,908,2068,male,70.899
medium_variant,908,2069,male,70.606
