variant,continent,year,gender,dependencyratio2069
estimates,905,1950,male,64.574
estimates,905,1951,male,65.834
estimates,905,1952,male,67.117
estimates,905,1953,male,68.612
estimates,905,1954,male,70.319
estimates,905,1955,male,72.149
estimates,905,1956,male,73.905
estimates,905,1957,male,75.678
estimates,905,1958,male,77.322
estimates,905,1959,male,78.696
estimates,905,1960,male,79.742
estimates,905,1961,male,81.245
estimates,905,1962,male,82.305
estimates,905,1963,male,82.94
estimates,905,1964,male,83.179
estimates,905,1965,male,83.034
estimates,905,1966,male,82.582
estimates,905,1967,male,81.83
estimates,905,1968,male,80.928
estimates,905,1969,male,79.961
estimates,905,1970,male,78.918
estimates,905,1971,male,77.607
estimates,905,1972,male,76.195
estimates,905,1973,male,74.643
estimates,905,1974,male,72.899
estimates,905,1975,male,70.975
estimates,905,1976,male,70.185
estimates,905,1977,male,69.167
estimates,905,1978,male,67.984
estimates,905,1979,male,66.755
estimates,905,1980,male,65.562
estimates,905,1981,male,64.234
estimates,905,1982,male,62.922
estimates,905,1983,male,61.685
estimates,905,1984,male,60.56
estimates,905,1985,male,59.574
estimates,905,1986,male,59.053
estimates,905,1987,male,58.633
estimates,905,1988,male,58.307
estimates,905,1989,male,58.061
estimates,905,1990,male,57.875
estimates,905,1991,male,58.031
estimates,905,1992,male,58.234
estimates,905,1993,male,58.441
estimates,905,1994,male,58.594
estimates,905,1995,male,58.651
estimates,905,1996,male,58.846
estimates,905,1997,male,58.856
estimates,905,1998,male,58.736
estimates,905,1999,male,58.544
estimates,905,2000,male,58.295
estimates,905,2001,male,58.038
estimates,905,2002,male,57.803
estimates,905,2003,male,57.527
estimates,905,2004,male,57.144
estimates,905,2005,male,56.651
estimates,905,2006,male,56.515
estimates,905,2007,male,56.271
estimates,905,2008,male,55.957
estimates,905,2009,male,55.614
estimates,905,2010,male,55.258
estimates,905,2011,male,54.946
estimates,905,2012,male,54.493
estimates,905,2013,male,54.003
estimates,905,2014,male,53.616
estimates,905,2015,male,53.414
medium_variant,905,2015,male,53.414
medium_variant,905,2016,male,53.436
medium_variant,905,2017,male,53.7
medium_variant,905,2018,male,54.114
medium_variant,905,2019,male,54.546
medium_variant,905,2020,male,54.938
medium_variant,905,2021,male,55.62
medium_variant,905,2022,male,56.218
medium_variant,905,2023,male,56.766
medium_variant,905,2024,male,57.327
medium_variant,905,2025,male,57.927
medium_variant,905,2026,male,58.633
medium_variant,905,2027,male,59.322
medium_variant,905,2028,male,60.004
medium_variant,905,2029,male,60.689
medium_variant,905,2030,male,61.388
medium_variant,905,2031,male,62.2
medium_variant,905,2032,male,63.014
medium_variant,905,2033,male,63.782
medium_variant,905,2034,male,64.445
medium_variant,905,2035,male,64.975
medium_variant,905,2036,male,65.468
medium_variant,905,2037,male,65.814
medium_variant,905,2038,male,66.028
medium_variant,905,2039,male,66.142
medium_variant,905,2040,male,66.184
medium_variant,905,2041,male,66.246
medium_variant,905,2042,male,66.212
medium_variant,905,2043,male,66.102
medium_variant,905,2044,male,65.947
medium_variant,905,2045,male,65.781
medium_variant,905,2046,male,65.69
medium_variant,905,2047,male,65.565
medium_variant,905,2048,male,65.429
medium_variant,905,2049,male,65.312
medium_variant,905,2050,male,65.243
medium_variant,905,2051,male,65.295
medium_variant,905,2052,male,65.364
medium_variant,905,2053,male,65.458
medium_variant,905,2054,male,65.589
medium_variant,905,2055,male,65.773
medium_variant,905,2056,male,66.069
medium_variant,905,2057,male,66.372
medium_variant,905,2058,male,66.696
medium_variant,905,2059,male,67.065
medium_variant,905,2060,male,67.499
medium_variant,905,2061,male,68.001
medium_variant,905,2062,male,68.522
medium_variant,905,2063,male,69.051
medium_variant,905,2064,male,69.56
medium_variant,905,2065,male,70.041
medium_variant,905,2066,male,70.455
medium_variant,905,2067,male,70.805
medium_variant,905,2068,male,71.109
medium_variant,905,2069,male,71.395
medium_variant,905,2070,male,71.693
medium_variant,905,2071,male,71.918
medium_variant,905,2072,male,72.107
medium_variant,905,2073,male,72.284
medium_variant,905,2074,male,72.476
medium_variant,905,2075,male,72.713
medium_variant,905,2076,male,72.888
