variant,global,year,gender,oldagedependencyratio1564
estimates,900,1950,male,7.392
estimates,900,1951,male,7.45
estimates,900,1952,male,7.48
estimates,900,1953,male,7.477
estimates,900,1954,male,7.438
estimates,900,1955,male,7.369
estimates,900,1956,male,7.432
estimates,900,1957,male,7.455
estimates,900,1958,male,7.446
estimates,900,1959,male,7.408
estimates,900,1960,male,7.347
estimates,900,1961,male,7.428
estimates,900,1962,male,7.48
estimates,900,1963,male,7.504
estimates,900,1964,male,7.502
estimates,900,1965,male,7.473
estimates,900,1966,male,7.582
estimates,900,1967,male,7.662
estimates,900,1968,male,7.716
estimates,900,1969,male,7.754
estimates,900,1970,male,7.779
estimates,900,1971,male,7.882
estimates,900,1972,male,7.961
estimates,900,1973,male,8.02
estimates,900,1974,male,8.061
estimates,900,1975,male,8.087
estimates,900,1976,male,8.191
estimates,900,1977,male,8.276
estimates,900,1978,male,8.337
estimates,900,1979,male,8.363
estimates,900,1980,male,8.351
estimates,900,1981,male,8.369
estimates,900,1982,male,8.349
estimates,900,1983,male,8.308
estimates,900,1984,male,8.265
estimates,900,1985,male,8.232
estimates,900,1986,male,8.283
estimates,900,1987,male,8.33
estimates,900,1988,male,8.376
estimates,900,1989,male,8.427
estimates,900,1990,male,8.486
estimates,900,1991,male,8.615
estimates,900,1992,male,8.739
estimates,900,1993,male,8.854
estimates,900,1994,male,8.952
estimates,900,1995,male,9.029
estimates,900,1996,male,9.151
estimates,900,1997,male,9.247
estimates,900,1998,male,9.323
estimates,900,1999,male,9.388
estimates,900,2000,male,9.446
estimates,900,2001,male,9.566
estimates,900,2002,male,9.673
estimates,900,2003,male,9.764
estimates,900,2004,male,9.833
estimates,900,2005,male,9.879
estimates,900,2006,male,9.967
estimates,900,2007,male,10.034
estimates,900,2008,male,10.095
estimates,900,2009,male,10.168
estimates,900,2010,male,10.262
estimates,900,2011,male,10.416
estimates,900,2012,male,10.578
estimates,900,2013,male,10.757
estimates,900,2014,male,10.962
estimates,900,2015,male,11.2
medium_variant,900,2015,male,11.2
medium_variant,900,2016,male,11.507
medium_variant,900,2017,male,11.837
medium_variant,900,2018,male,12.175
medium_variant,900,2019,male,12.503
medium_variant,900,2020,male,12.813
medium_variant,900,2021,male,13.14
medium_variant,900,2022,male,13.442
medium_variant,900,2023,male,13.731
medium_variant,900,2024,male,14.028
medium_variant,900,2025,male,14.344
medium_variant,900,2026,male,14.698
medium_variant,900,2027,male,15.055
medium_variant,900,2028,male,15.417
medium_variant,900,2029,male,15.785
medium_variant,900,2030,male,16.159
medium_variant,900,2031,male,16.558
medium_variant,900,2032,male,16.951
medium_variant,900,2033,male,17.339
medium_variant,900,2034,male,17.721
medium_variant,900,2035,male,18.096
medium_variant,900,2036,male,18.477
medium_variant,900,2037,male,18.842
medium_variant,900,2038,male,19.189
medium_variant,900,2039,male,19.511
medium_variant,900,2040,male,19.805
medium_variant,900,2041,male,20.09
medium_variant,900,2042,male,20.339
medium_variant,900,2043,male,20.568
medium_variant,900,2044,male,20.799
medium_variant,900,2045,male,21.049
medium_variant,900,2046,male,21.332
medium_variant,900,2047,male,21.613
medium_variant,900,2048,male,21.903
medium_variant,900,2049,male,22.22
medium_variant,900,2050,male,22.573
medium_variant,900,2051,male,22.98
medium_variant,900,2052,male,23.405
medium_variant,900,2053,male,23.836
medium_variant,900,2054,male,24.247
medium_variant,900,2055,male,24.625
medium_variant,900,2056,male,24.989
medium_variant,900,2057,male,25.304
medium_variant,900,2058,male,25.58
medium_variant,900,2059,male,25.829
medium_variant,900,2060,male,26.062
medium_variant,900,2061,male,26.289
medium_variant,900,2062,male,26.479
medium_variant,900,2063,male,26.647
medium_variant,900,2064,male,26.809
medium_variant,900,2065,male,26.981
medium_variant,900,2066,male,27.165
medium_variant,900,2067,male,27.339
medium_variant,900,2068,male,27.512
medium_variant,900,2069,male,27.696
medium_variant,900,2070,male,27.901
medium_variant,900,2071,male,28.121
medium_variant,900,2072,male,28.341
medium_variant,900,2073,male,28.569
medium_variant,900,2074,male,28.811
medium_variant,900,2075,male,29.071
medium_variant,900,2076,male,29.338
medium_variant,900,2077,male,29.602
medium_variant,900,2078,male,29.865
medium_variant,900,2079,male,30.131
medium_variant,900,2080,male,30.404
medium_variant,900,2081,male,30.679
medium_variant,900,2082,male,30.934
medium_variant,900,2083,male,31.177
medium_variant,900,2084,male,31.418
medium_variant,900,2085,male,31.668
medium_variant,900,2086,male,31.909
medium_variant,900,2087,male,32.129
medium_variant,900,2088,male,32.342
medium_variant,900,2089,male,32.561
medium_variant,900,2090,male,32.795
medium_variant,900,2091,male,33.005
medium_variant,900,2092,male,33.204
medium_variant,900,2093,male,33.401
medium_variant,900,2094,male,33.607
medium_variant,900,2095,male,33.834
medium_variant,900,2096,male,34.032
medium_variant,900,2097,male,34.225
medium_variant,900,2098,male,34.422
medium_variant,900,2099,male,34.634
medium_variant,900,2100,male,34.868
estimates,900,1950,female,9.343
estimates,900,1951,female,9.448
estimates,900,1952,female,9.529
estimates,900,1953,female,9.582
estimates,900,1954,female,9.608
estimates,900,1955,female,9.611
estimates,900,1956,female,9.713
estimates,900,1957,female,9.783
estimates,900,1958,female,9.827
estimates,900,1959,female,9.853
estimates,900,1960,female,9.865
estimates,900,1961,female,9.99
estimates,900,1962,female,10.093
estimates,900,1963,female,10.174
estimates,900,1964,female,10.234
estimates,900,1965,female,10.273
estimates,900,1966,female,10.416
estimates,900,1967,female,10.534
estimates,900,1968,female,10.635
estimates,900,1969,female,10.726
estimates,900,1970,female,10.814
estimates,900,1971,female,10.945
estimates,900,1972,female,11.059
estimates,900,1973,female,11.162
estimates,900,1974,female,11.256
estimates,900,1975,female,11.343
estimates,900,1976,female,11.468
estimates,900,1977,female,11.581
estimates,900,1978,female,11.672
estimates,900,1979,female,11.723
estimates,900,1980,female,11.729
estimates,900,1981,female,11.721
estimates,900,1982,female,11.667
estimates,900,1983,female,11.592
estimates,900,1984,female,11.531
estimates,900,1985,female,11.502
estimates,900,1986,female,11.531
estimates,900,1987,female,11.574
estimates,900,1988,female,11.63
estimates,900,1989,female,11.692
estimates,900,1990,female,11.758
estimates,900,1991,female,11.853
estimates,900,1992,female,11.944
estimates,900,1993,female,12.028
estimates,900,1994,female,12.102
estimates,900,1995,female,12.165
estimates,900,1996,female,12.245
estimates,900,1997,female,12.306
estimates,900,1998,female,12.355
estimates,900,1999,female,12.403
estimates,900,2000,female,12.453
estimates,900,2001,female,12.53
estimates,900,2002,female,12.603
estimates,900,2003,female,12.667
estimates,900,2004,female,12.718
estimates,900,2005,female,12.754
estimates,900,2006,female,12.812
estimates,900,2007,female,12.856
estimates,900,2008,female,12.903
estimates,900,2009,female,12.972
estimates,900,2010,female,13.078
estimates,900,2011,female,13.227
estimates,900,2012,female,13.398
estimates,900,2013,female,13.599
estimates,900,2014,female,13.837
estimates,900,2015,female,14.12
medium_variant,900,2015,female,14.12
medium_variant,900,2016,female,14.448
medium_variant,900,2017,female,14.811
medium_variant,900,2018,female,15.195
medium_variant,900,2019,female,15.579
medium_variant,900,2020,female,15.956
medium_variant,900,2021,female,16.324
medium_variant,900,2022,female,16.675
medium_variant,900,2023,female,17.022
medium_variant,900,2024,female,17.387
medium_variant,900,2025,female,17.784
medium_variant,900,2026,female,18.189
medium_variant,900,2027,female,18.606
medium_variant,900,2028,female,19.041
medium_variant,900,2029,female,19.494
medium_variant,900,2030,female,19.968
medium_variant,900,2031,female,20.429
medium_variant,900,2032,female,20.898
medium_variant,900,2033,female,21.372
medium_variant,900,2034,female,21.849
medium_variant,900,2035,female,22.329
medium_variant,900,2036,female,22.764
medium_variant,900,2037,female,23.19
medium_variant,900,2038,female,23.607
medium_variant,900,2039,female,24.012
medium_variant,900,2040,female,24.403
medium_variant,900,2041,female,24.735
medium_variant,900,2042,female,25.041
medium_variant,900,2043,female,25.338
medium_variant,900,2044,female,25.65
medium_variant,900,2045,female,25.996
medium_variant,900,2046,female,26.327
medium_variant,900,2047,female,26.665
medium_variant,900,2048,female,27.026
medium_variant,900,2049,female,27.424
medium_variant,900,2050,female,27.873
medium_variant,900,2051,female,28.315
medium_variant,900,2052,female,28.785
medium_variant,900,2053,female,29.268
medium_variant,900,2054,female,29.738
medium_variant,900,2055,female,30.179
medium_variant,900,2056,female,30.534
medium_variant,900,2057,female,30.84
medium_variant,900,2058,female,31.109
medium_variant,900,2059,female,31.359
medium_variant,900,2060,female,31.606
medium_variant,900,2061,female,31.784
medium_variant,900,2062,female,31.933
medium_variant,900,2063,female,32.069
medium_variant,900,2064,female,32.213
medium_variant,900,2065,female,32.382
medium_variant,900,2066,female,32.503
medium_variant,900,2067,female,32.625
medium_variant,900,2068,female,32.76
medium_variant,900,2069,female,32.923
medium_variant,900,2070,female,33.129
medium_variant,900,2071,female,33.29
medium_variant,900,2072,female,33.465
medium_variant,900,2073,female,33.667
medium_variant,900,2074,female,33.901
medium_variant,900,2075,female,34.174
medium_variant,900,2076,female,34.397
medium_variant,900,2077,female,34.631
medium_variant,900,2078,female,34.881
medium_variant,900,2079,female,35.152
medium_variant,900,2080,female,35.452
medium_variant,900,2081,female,35.699
medium_variant,900,2082,female,35.941
medium_variant,900,2083,female,36.188
medium_variant,900,2084,female,36.451
medium_variant,900,2085,female,36.746
medium_variant,900,2086,female,36.971
medium_variant,900,2087,female,37.19
medium_variant,900,2088,female,37.421
medium_variant,900,2089,female,37.678
medium_variant,900,2090,female,37.973
medium_variant,900,2091,female,38.179
medium_variant,900,2092,female,38.389
medium_variant,900,2093,female,38.615
medium_variant,900,2094,female,38.871
medium_variant,900,2095,female,39.166
medium_variant,900,2096,female,39.364
medium_variant,900,2097,female,39.573
medium_variant,900,2098,female,39.805
medium_variant,900,2099,female,40.07
medium_variant,900,2100,female,40.375
