region,variant,gender,freq,year,under60mortalityper1000livebirth
923,estimates,female,5yearly,1950,274.615129714035
923,estimates,male,5yearly,1950,395.786383175258
923,estimates,female,5yearly,1955,204.163605230912
923,estimates,male,5yearly,1955,319.829579157701
923,estimates,female,5yearly,1960,162.115190977159
923,estimates,male,5yearly,1960,278.927944245728
923,estimates,female,5yearly,1965,149.320586910334
923,estimates,male,5yearly,1965,283.298491090854
923,estimates,female,5yearly,1970,144.64784535493
923,estimates,male,5yearly,1970,296.101883684932
923,estimates,female,5yearly,1975,148.561746132145
923,estimates,male,5yearly,1975,320.620008026153
923,estimates,female,5yearly,1980,147.176236399124
923,estimates,male,5yearly,1980,333.22337966419
923,estimates,female,5yearly,1985,133.973258599828
923,estimates,male,5yearly,1985,299.443497237392
923,estimates,female,5yearly,1990,146.732124528201
923,estimates,male,5yearly,1990,356.937666068448
923,estimates,female,5yearly,1995,151.028298655002
923,estimates,male,5yearly,1995,374.258667234583
923,estimates,female,5yearly,2000,152.517717234482
923,estimates,male,5yearly,2000,385.130284610383
923,estimates,female,5yearly,2005,139.750954647444
923,estimates,male,5yearly,2005,354.400042536007
923,estimates,female,5yearly,2010,115.180878193093
923,estimates,male,5yearly,2010,287.006232155349
923,medium_variant,female,5yearly,2015,107.237157365376
923,medium_variant,male,5yearly,2015,269.796741593835
923,medium_variant,female,5yearly,2020,99.3934556380555
923,medium_variant,male,5yearly,2020,250.857199840021
923,medium_variant,female,5yearly,2025,92.2079303836809
923,medium_variant,male,5yearly,2025,231.945411137819
923,medium_variant,female,5yearly,2030,86.2151752165106
923,medium_variant,male,5yearly,2030,215.361537884709
923,medium_variant,female,5yearly,2035,80.5756167079008
923,medium_variant,male,5yearly,2035,199.691869124327
923,medium_variant,female,5yearly,2040,75.6693230675849
923,medium_variant,male,5yearly,2040,185.77203613807
923,medium_variant,female,5yearly,2045,70.9779003960277
923,medium_variant,male,5yearly,2045,170.943357272487
923,medium_variant,female,5yearly,2050,66.4246875815275
923,medium_variant,male,5yearly,2050,156.659489003197
923,medium_variant,female,5yearly,2055,62.5417450111029
923,medium_variant,male,5yearly,2055,144.512508297371
923,medium_variant,female,5yearly,2060,58.7764397534862
923,medium_variant,male,5yearly,2060,133.190849259183
923,medium_variant,female,5yearly,2065,55.047420271568
923,medium_variant,male,5yearly,2065,121.480605585485
923,medium_variant,female,5yearly,2070,51.4570900745811
923,medium_variant,male,5yearly,2070,110.289580376579
923,medium_variant,female,5yearly,2075,48.0147722653065
923,medium_variant,male,5yearly,2075,99.4577732843021
923,medium_variant,female,5yearly,2080,44.7828472223812
923,medium_variant,male,5yearly,2080,89.7647727830792
923,medium_variant,female,5yearly,2085,41.7460476641772
923,medium_variant,male,5yearly,2085,81.6729542213128
923,medium_variant,female,5yearly,2090,38.7872219903898
923,medium_variant,male,5yearly,2090,74.4132484304577
923,medium_variant,female,5yearly,2095,35.9930432633704
923,medium_variant,male,5yearly,2095,68.3513782980244
