region,variant,gender,freq,year,under60mortalityper1000livebirth
914,estimates,female,5yearly,1950,692.928020568435
914,estimates,male,5yearly,1950,739.504482469167
914,estimates,female,5yearly,1955,666.594149710861
914,estimates,male,5yearly,1955,713.386928051272
914,estimates,female,5yearly,1960,637.473806697279
914,estimates,male,5yearly,1960,685.294868060179
914,estimates,female,5yearly,1965,611.082005646939
914,estimates,male,5yearly,1965,658.814040566298
914,estimates,female,5yearly,1970,576.959945800343
914,estimates,male,5yearly,1970,626.560743040424
914,estimates,female,5yearly,1975,538.033952214244
914,estimates,male,5yearly,1975,588.885978945365
914,estimates,female,5yearly,1980,503.828833127685
914,estimates,male,5yearly,1980,555.064960461363
914,estimates,female,5yearly,1985,489.577377728248
914,estimates,male,5yearly,1985,539.777713880367
914,estimates,female,5yearly,1990,483.989447918666
914,estimates,male,5yearly,1990,534.652219369853
914,estimates,female,5yearly,1995,494.549666560412
914,estimates,male,5yearly,1995,535.577148298809
914,estimates,female,5yearly,2000,487.817470773806
914,estimates,male,5yearly,2000,526.7198759251
914,estimates,female,5yearly,2005,446.04152107335
914,estimates,male,5yearly,2005,481.701471649599
914,estimates,female,5yearly,2010,410.820948030639
914,estimates,male,5yearly,2010,448.762304781303
914,medium_variant,female,5yearly,2015,375.629932222353
914,medium_variant,male,5yearly,2015,417.124140887556
914,medium_variant,female,5yearly,2020,341.429582187588
914,medium_variant,male,5yearly,2020,384.605269584865
914,medium_variant,female,5yearly,2025,308.952261718577
914,medium_variant,male,5yearly,2025,354.322352588719
914,medium_variant,female,5yearly,2030,278.686643897932
914,medium_variant,male,5yearly,2030,326.262409592808
914,medium_variant,female,5yearly,2035,251.120184641218
914,medium_variant,male,5yearly,2035,302.005750662426
914,medium_variant,female,5yearly,2040,226.474816483705
914,medium_variant,male,5yearly,2040,280.411856593813
914,medium_variant,female,5yearly,2045,204.777097476179
914,medium_variant,male,5yearly,2045,261.693347914919
914,medium_variant,female,5yearly,2050,185.436089406781
914,medium_variant,male,5yearly,2050,246.133105947924
914,medium_variant,female,5yearly,2055,168.887098015823
914,medium_variant,male,5yearly,2055,232.399849362358
914,medium_variant,female,5yearly,2060,154.628580337971
914,medium_variant,male,5yearly,2060,220.35918120892
914,medium_variant,female,5yearly,2065,141.717204848132
914,medium_variant,male,5yearly,2065,209.373896618382
914,medium_variant,female,5yearly,2070,130.889829340931
914,medium_variant,male,5yearly,2070,199.487172233727
914,medium_variant,female,5yearly,2075,121.17729881902
914,medium_variant,male,5yearly,2075,190.233145425379
914,medium_variant,female,5yearly,2080,113.183923679851
914,medium_variant,male,5yearly,2080,181.797130019919
914,medium_variant,female,5yearly,2085,106.171390082097
914,medium_variant,male,5yearly,2085,173.565037308864
914,medium_variant,female,5yearly,2090,99.9128855107314
914,medium_variant,male,5yearly,2090,165.169267232209
914,medium_variant,female,5yearly,2095,94.1315644440941
914,medium_variant,male,5yearly,2095,157.114104214971
