region,variant,gender,freq,year,under60mortalityper1000livebirth
934,estimates,female,5yearly,1950,592.346077439112
934,estimates,male,5yearly,1950,632.710792131779
934,estimates,female,5yearly,1955,554.374357184142
934,estimates,male,5yearly,1955,600.365560931907
934,estimates,female,5yearly,1960,522.966579605682
934,estimates,male,5yearly,1960,569.089333388213
934,estimates,female,5yearly,1965,431.370009300412
934,estimates,male,5yearly,1965,468.695386212167
934,estimates,female,5yearly,1970,364.937955826296
934,estimates,male,5yearly,1970,408.332909190881
934,estimates,female,5yearly,1975,317.180404996849
934,estimates,male,5yearly,1975,363.118343609147
934,estimates,female,5yearly,1980,284.292470007431
934,estimates,male,5yearly,1980,339.999518885636
934,estimates,female,5yearly,1985,258.725857455427
934,estimates,male,5yearly,1985,312.929034420481
934,estimates,female,5yearly,1990,238.710869990952
934,estimates,male,5yearly,1990,295.548137149766
934,estimates,female,5yearly,1995,223.845380289379
934,estimates,male,5yearly,1995,282.196646911033
934,estimates,female,5yearly,2000,206.721381108434
934,estimates,male,5yearly,2000,260.001116152353
934,estimates,female,5yearly,2005,184.862003310262
934,estimates,male,5yearly,2005,238.40951379562
934,estimates,female,5yearly,2010,162.102168081705
934,estimates,male,5yearly,2010,219.635218137727
934,medium_variant,female,5yearly,2015,148.637788577286
934,medium_variant,male,5yearly,2015,205.394519785811
934,medium_variant,female,5yearly,2020,137.814270347264
934,medium_variant,male,5yearly,2020,192.825249340916
934,medium_variant,female,5yearly,2025,128.46795369505
934,medium_variant,male,5yearly,2025,182.857486568217
934,medium_variant,female,5yearly,2030,120.420132796409
934,medium_variant,male,5yearly,2030,174.486806419617
934,medium_variant,female,5yearly,2035,112.27171361566
934,medium_variant,male,5yearly,2035,165.403206799371
934,medium_variant,female,5yearly,2040,104.953354141332
934,medium_variant,male,5yearly,2040,155.982669387626
934,medium_variant,female,5yearly,2045,98.7357696947343
934,medium_variant,male,5yearly,2045,148.036273424938
934,medium_variant,female,5yearly,2050,93.1208655986608
934,medium_variant,male,5yearly,2050,141.270836026168
934,medium_variant,female,5yearly,2055,87.4981422387727
934,medium_variant,male,5yearly,2055,133.79193488305
934,medium_variant,female,5yearly,2060,81.9984472076192
934,medium_variant,male,5yearly,2060,125.795032343805
934,medium_variant,female,5yearly,2065,76.8261006903864
934,medium_variant,male,5yearly,2065,118.529638418824
934,medium_variant,female,5yearly,2070,72.3464175809111
934,medium_variant,male,5yearly,2070,111.893786844519
934,medium_variant,female,5yearly,2075,68.2426524537111
934,medium_variant,male,5yearly,2075,105.802258872313
934,medium_variant,female,5yearly,2080,64.432315894886
934,medium_variant,male,5yearly,2080,99.8056649575684
934,medium_variant,female,5yearly,2085,60.7627847618908
934,medium_variant,male,5yearly,2085,93.8532282460871
934,medium_variant,female,5yearly,2090,57.2453365262688
934,medium_variant,male,5yearly,2090,87.9766569059205
934,medium_variant,female,5yearly,2095,53.8328845944342
934,medium_variant,male,5yearly,2095,82.1906139809206
934,estimates,female,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,estimates,male,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,female,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,male,5yearly,Regi,"Less developed regions, excluding least developed countries"
