region,variant,gender,freq,year,under60mortalityper1000livebirth
921,estimates,female,5yearly,1950,697.683197591669
921,estimates,male,5yearly,1950,686.016184610616
921,estimates,female,5yearly,1955,651.372945978567
921,estimates,male,5yearly,1955,636.436140699659
921,estimates,female,5yearly,1960,601.013261148249
921,estimates,male,5yearly,1960,587.146138958817
921,estimates,female,5yearly,1965,541.940426529855
921,estimates,male,5yearly,1965,535.306641372996
921,estimates,female,5yearly,1970,487.108630081985
921,estimates,male,5yearly,1970,489.47054069651
921,estimates,female,5yearly,1975,427.660500079197
921,estimates,male,5yearly,1975,444.890679245309
921,estimates,female,5yearly,1980,388.320113441212
921,estimates,male,5yearly,1980,424.77910489883
921,estimates,female,5yearly,1985,358.698195116887
921,estimates,male,5yearly,1985,391.751910193907
921,estimates,female,5yearly,1990,321.700403255259
921,estimates,male,5yearly,1990,357.00478015925
921,estimates,female,5yearly,1995,288.224190932526
921,estimates,male,5yearly,1995,331.242861002986
921,estimates,female,5yearly,2000,257.941427676325
921,estimates,male,5yearly,2000,304.949897291799
921,estimates,female,5yearly,2005,228.16109751131
921,estimates,male,5yearly,2005,279.850866370967
921,estimates,female,5yearly,2010,195.173273342084
921,estimates,male,5yearly,2010,257.876491189813
921,medium_variant,female,5yearly,2015,176.28513791597
921,medium_variant,male,5yearly,2015,240.664273709859
921,medium_variant,female,5yearly,2020,160.478344055348
921,medium_variant,male,5yearly,2020,225.393464520214
921,medium_variant,female,5yearly,2025,146.779436527904
921,medium_variant,male,5yearly,2025,212.123083163383
921,medium_variant,female,5yearly,2030,134.303905454803
921,medium_variant,male,5yearly,2030,201.021249527924
921,medium_variant,female,5yearly,2035,123.30044122254
921,medium_variant,male,5yearly,2035,190.849194844493
921,medium_variant,female,5yearly,2040,114.919847025228
921,medium_variant,male,5yearly,2040,181.127410158598
921,medium_variant,female,5yearly,2045,107.715067379331
921,medium_variant,male,5yearly,2045,171.817157981437
921,medium_variant,female,5yearly,2050,100.666182055326
921,medium_variant,male,5yearly,2050,162.381084294702
921,medium_variant,female,5yearly,2055,93.9196736975458
921,medium_variant,male,5yearly,2055,153.137898745312
921,medium_variant,female,5yearly,2060,87.7434886162756
921,medium_variant,male,5yearly,2060,143.654789530681
921,medium_variant,female,5yearly,2065,82.1754564988427
921,medium_variant,male,5yearly,2065,134.581137684077
921,medium_variant,female,5yearly,2070,77.2873701733339
921,medium_variant,male,5yearly,2070,125.252584344255
921,medium_variant,female,5yearly,2075,72.5566174889309
921,medium_variant,male,5yearly,2075,116.170236397372
921,medium_variant,female,5yearly,2080,67.9538990168358
921,medium_variant,male,5yearly,2080,107.316517353094
921,medium_variant,female,5yearly,2085,63.641147795935
921,medium_variant,male,5yearly,2085,98.5765856713811
921,medium_variant,female,5yearly,2090,59.5885514312946
921,medium_variant,male,5yearly,2090,90.2887618125
921,medium_variant,female,5yearly,2095,55.444796687614
921,medium_variant,male,5yearly,2095,82.0733659806198
