region,variant,gender,freq,year,under60mortalityper1000livebirth
948,estimates,female,5yearly,1950,618.297953935017
948,estimates,male,5yearly,1950,644.185728606289
948,estimates,female,5yearly,1955,571.499096219523
948,estimates,male,5yearly,1955,595.673100177563
948,estimates,female,5yearly,1960,525.534075206048
948,estimates,male,5yearly,1960,552.12152492559
948,estimates,female,5yearly,1965,477.350133647087
948,estimates,male,5yearly,1965,509.825230231437
948,estimates,female,5yearly,1970,434.211721321358
948,estimates,male,5yearly,1970,475.923619178197
948,estimates,female,5yearly,1975,391.925384633163
948,estimates,male,5yearly,1975,442.681983203151
948,estimates,female,5yearly,1980,355.051080539763
948,estimates,male,5yearly,1980,416.386330671481
948,estimates,female,5yearly,1985,329.350241683374
948,estimates,male,5yearly,1985,389.59293234025
948,estimates,female,5yearly,1990,307.769024133277
948,estimates,male,5yearly,1990,370.809541271546
948,estimates,female,5yearly,1995,290.319815532161
948,estimates,male,5yearly,1995,354.305074520033
948,estimates,female,5yearly,2000,271.472593453389
948,estimates,male,5yearly,2000,333.738897969891
948,estimates,female,5yearly,2005,241.698312330591
948,estimates,male,5yearly,2005,304.750047525276
948,estimates,female,5yearly,2010,209.815024844263
948,estimates,male,5yearly,2010,278.487850819646
948,medium_variant,female,5yearly,2015,190.435506105882
948,medium_variant,male,5yearly,2015,258.780892783007
948,medium_variant,female,5yearly,2020,175.68027875743
948,medium_variant,male,5yearly,2020,242.604736360737
948,medium_variant,female,5yearly,2025,162.181934843533
948,medium_variant,male,5yearly,2025,228.200228992715
948,medium_variant,female,5yearly,2030,149.872303009184
948,medium_variant,male,5yearly,2030,215.118695799782
948,medium_variant,female,5yearly,2035,138.708406080997
948,medium_variant,male,5yearly,2035,202.963473234699
948,medium_variant,female,5yearly,2040,129.242632174129
948,medium_variant,male,5yearly,2040,191.655559462154
948,medium_variant,female,5yearly,2045,120.769455564422
948,medium_variant,male,5yearly,2045,181.097989204488
948,medium_variant,female,5yearly,2050,112.892918061097
948,medium_variant,male,5yearly,2050,171.208730549307
948,medium_variant,female,5yearly,2055,105.764129853928
948,medium_variant,male,5yearly,2055,162.18547393917
948,medium_variant,female,5yearly,2060,99.1977909918774
948,medium_variant,male,5yearly,2060,153.423666502514
948,medium_variant,female,5yearly,2065,93.1508839255063
948,medium_variant,male,5yearly,2065,145.097329597971
948,medium_variant,female,5yearly,2070,87.8222857630215
948,medium_variant,male,5yearly,2070,137.168504829815
948,medium_variant,female,5yearly,2075,82.9149123103207
948,medium_variant,male,5yearly,2075,129.742310776019
948,medium_variant,female,5yearly,2080,78.3670390470923
948,medium_variant,male,5yearly,2080,122.733228566847
948,medium_variant,female,5yearly,2085,74.0400410746492
948,medium_variant,male,5yearly,2085,115.836584817267
948,medium_variant,female,5yearly,2090,69.9144104039297
948,medium_variant,male,5yearly,2090,109.111271863434
948,medium_variant,female,5yearly,2095,66.0056040107442
948,medium_variant,male,5yearly,2095,102.454737124549
948,estimates,female,5yearly,Regi,"Less developed regions, excluding China"
948,estimates,male,5yearly,Regi,"Less developed regions, excluding China"
948,medium_variant,female,5yearly,Regi,"Less developed regions, excluding China"
948,medium_variant,male,5yearly,Regi,"Less developed regions, excluding China"
