region,variant,gender,freq,year,under60mortalityper1000livebirth
928,estimates,female,5yearly,1950,641.230664715418
928,estimates,male,5yearly,1950,716.402140299388
928,estimates,female,5yearly,1955,606.473959599515
928,estimates,male,5yearly,1955,673.873411084347
928,estimates,female,5yearly,1960,570.218275421525
928,estimates,male,5yearly,1960,645.130769776534
928,estimates,female,5yearly,1965,507.425392457589
928,estimates,male,5yearly,1965,594.834241853193
928,estimates,female,5yearly,1970,458.202296290927
928,estimates,male,5yearly,1970,538.210443051151
928,estimates,female,5yearly,1975,406.563411923482
928,estimates,male,5yearly,1975,474.866970117708
928,estimates,female,5yearly,1980,342.213693583484
928,estimates,male,5yearly,1980,437.414303367434
928,estimates,female,5yearly,1985,335.668167160265
928,estimates,male,5yearly,1985,422.912136422846
928,estimates,female,5yearly,1990,308.252930245973
928,estimates,male,5yearly,1990,398.352956247731
928,estimates,female,5yearly,1995,291.55027946977
928,estimates,male,5yearly,1995,370.026315097503
928,estimates,female,5yearly,2000,269.672772334819
928,estimates,male,5yearly,2000,343.913128964812
928,estimates,female,5yearly,2005,244.629149745437
928,estimates,male,5yearly,2005,317.190750034432
928,estimates,female,5yearly,2010,230.667439526455
928,estimates,male,5yearly,2010,301.797157934514
928,medium_variant,female,5yearly,2015,216.982294095754
928,medium_variant,male,5yearly,2015,289.158803016542
928,medium_variant,female,5yearly,2020,203.815688488799
928,medium_variant,male,5yearly,2020,277.580709727578
928,medium_variant,female,5yearly,2025,191.893742617933
928,medium_variant,male,5yearly,2025,266.957398440612
928,medium_variant,female,5yearly,2030,181.317999728875
928,medium_variant,male,5yearly,2030,257.798064460435
928,medium_variant,female,5yearly,2035,171.52636659838
928,medium_variant,male,5yearly,2035,249.292917683525
928,medium_variant,female,5yearly,2040,161.930745783595
928,medium_variant,male,5yearly,2040,240.442346118546
928,medium_variant,female,5yearly,2045,152.858642293196
928,medium_variant,male,5yearly,2045,232.403891420114
928,medium_variant,female,5yearly,2050,144.240239541735
928,medium_variant,male,5yearly,2050,224.911459819563
928,medium_variant,female,5yearly,2055,136.080463184166
928,medium_variant,male,5yearly,2055,217.491655997412
928,medium_variant,female,5yearly,2060,127.781128553895
928,medium_variant,male,5yearly,2060,209.178179826886
928,medium_variant,female,5yearly,2065,120.982550692036
928,medium_variant,male,5yearly,2065,201.139871503942
928,medium_variant,female,5yearly,2070,114.85882397325
928,medium_variant,male,5yearly,2070,193.209610949533
928,medium_variant,female,5yearly,2075,108.757507274359
928,medium_variant,male,5yearly,2075,184.911145445128
928,medium_variant,female,5yearly,2080,102.632601470984
928,medium_variant,male,5yearly,2080,176.809196939924
928,medium_variant,female,5yearly,2085,96.8638787579368
928,medium_variant,male,5yearly,2085,168.053589118803
928,medium_variant,female,5yearly,2090,91.4175621199746
928,medium_variant,male,5yearly,2090,159.046423738832
928,medium_variant,female,5yearly,2095,86.0090210968195
928,medium_variant,male,5yearly,2095,149.798158127661
