region,variant,gender,freq,year,under60mortalityper1000livebirth
920,estimates,female,5yearly,1950,496.09449132074
920,estimates,male,5yearly,1950,559.447747444539
920,estimates,female,5yearly,1955,449.184373916817
920,estimates,male,5yearly,1955,509.75645173216
920,estimates,female,5yearly,1960,410.884596272149
920,estimates,male,5yearly,1960,470.077949595324
920,estimates,female,5yearly,1965,374.154461780839
920,estimates,male,5yearly,1965,434.634173809852
920,estimates,female,5yearly,1970,353.243995150424
920,estimates,male,5yearly,1970,429.093857111229
920,estimates,female,5yearly,1975,333.454421744305
920,estimates,male,5yearly,1975,409.384818136445
920,estimates,female,5yearly,1980,277.763262074823
920,estimates,male,5yearly,1980,345.312569501222
920,estimates,female,5yearly,1985,244.648380510999
920,estimates,male,5yearly,1985,314.206546568797
920,estimates,female,5yearly,1990,221.451512961687
920,estimates,male,5yearly,1990,297.995285069134
920,estimates,female,5yearly,1995,203.233963444947
920,estimates,male,5yearly,1995,284.115181448282
920,estimates,female,5yearly,2000,188.587544208861
920,estimates,male,5yearly,2000,272.705047736512
920,estimates,female,5yearly,2005,170.415377838509
920,estimates,male,5yearly,2005,258.9835907377
920,estimates,female,5yearly,2010,155.59311366058
920,estimates,male,5yearly,2010,244.096135123756
920,medium_variant,female,5yearly,2015,143.690218733285
920,medium_variant,male,5yearly,2015,231.163546595486
920,medium_variant,female,5yearly,2020,133.030329447826
920,medium_variant,male,5yearly,2020,219.26535814269
920,medium_variant,female,5yearly,2025,123.154311984349
920,medium_variant,male,5yearly,2025,208.359742295193
920,medium_variant,female,5yearly,2030,114.7808937816
920,medium_variant,male,5yearly,2030,197.754245025136
920,medium_variant,female,5yearly,2035,107.174455988977
920,medium_variant,male,5yearly,2035,187.511953318942
920,medium_variant,female,5yearly,2040,100.941946380622
920,medium_variant,male,5yearly,2040,178.209897128623
920,medium_variant,female,5yearly,2045,95.2110396895039
920,medium_variant,male,5yearly,2045,169.414465710214
920,medium_variant,female,5yearly,2050,90.0787904931078
920,medium_variant,male,5yearly,2050,161.618743236074
920,medium_variant,female,5yearly,2055,85.4535829725128
920,medium_variant,male,5yearly,2055,154.306289402754
920,medium_variant,female,5yearly,2060,80.5596842454035
920,medium_variant,male,5yearly,2060,145.938576094447
920,medium_variant,female,5yearly,2065,75.8004184384212
920,medium_variant,male,5yearly,2065,137.383253802777
920,medium_variant,female,5yearly,2070,71.5435434620385
920,medium_variant,male,5yearly,2070,129.779468777004
920,medium_variant,female,5yearly,2075,67.8913221470143
920,medium_variant,male,5yearly,2075,122.161408299823
920,medium_variant,female,5yearly,2080,64.0986997961774
920,medium_variant,male,5yearly,2080,114.348340273109
920,medium_variant,female,5yearly,2085,60.4428252396644
920,medium_variant,male,5yearly,2085,106.188268351079
920,medium_variant,female,5yearly,2090,57.0879920279488
920,medium_variant,male,5yearly,2090,98.3648490840682
920,medium_variant,female,5yearly,2095,53.8022068666921
920,medium_variant,male,5yearly,2095,90.9511347418285
920,estimates,female,5yearly,Regi,South-Eastern Asia
920,estimates,male,5yearly,Regi,South-Eastern Asia
920,medium_variant,female,5yearly,Regi,South-Eastern Asia
920,medium_variant,male,5yearly,Regi,South-Eastern Asia
