region,variant,gender,freq,year,under60mortalityper1000livebirth
957,estimates,female,5yearly,1950,499.924092938112
957,estimates,male,5yearly,1950,572.801436135623
957,estimates,female,5yearly,1955,436.802379996337
957,estimates,male,5yearly,1955,515.792768483593
957,estimates,female,5yearly,1960,397.72449300723
957,estimates,male,5yearly,1960,479.376830129836
957,estimates,female,5yearly,1965,357.311754680847
957,estimates,male,5yearly,1965,441.402734542719
957,estimates,female,5yearly,1970,322.188837095008
957,estimates,male,5yearly,1970,405.812271528111
957,estimates,female,5yearly,1975,287.063701611031
957,estimates,male,5yearly,1975,372.252709447381
957,estimates,female,5yearly,1980,241.081564618183
957,estimates,male,5yearly,1980,331.198027083357
957,estimates,female,5yearly,1985,209.667571394811
957,estimates,male,5yearly,1985,300.554578994274
957,estimates,female,5yearly,1990,186.448785281684
957,estimates,male,5yearly,1990,262.435544013969
957,estimates,female,5yearly,1995,157.37268963454
957,estimates,male,5yearly,1995,238.766267274125
957,estimates,female,5yearly,2000,135.640087186067
957,estimates,male,5yearly,2000,213.241594092988
957,estimates,female,5yearly,2005,117.30719856377
957,estimates,male,5yearly,2005,183.231018310513
957,estimates,female,5yearly,2010,103.842454546556
957,estimates,male,5yearly,2010,164.362036990037
957,medium_variant,female,5yearly,2015,95.1355165959588
957,medium_variant,male,5yearly,2015,150.896124756376
957,medium_variant,female,5yearly,2020,87.8610777933596
957,medium_variant,male,5yearly,2020,137.204340352338
957,medium_variant,female,5yearly,2025,81.5887650500025
957,medium_variant,male,5yearly,2025,124.882856048516
957,medium_variant,female,5yearly,2030,75.8760764693598
957,medium_variant,male,5yearly,2030,113.24753510595
957,medium_variant,female,5yearly,2035,70.5497085919183
957,medium_variant,male,5yearly,2035,101.935987871783
957,medium_variant,female,5yearly,2040,65.7533688114091
957,medium_variant,male,5yearly,2040,92.5137730159482
957,medium_variant,female,5yearly,2045,61.2443083366737
957,medium_variant,male,5yearly,2045,84.0647664611622
957,medium_variant,female,5yearly,2050,57.2058838411873
957,medium_variant,male,5yearly,2050,76.927723892851
957,medium_variant,female,5yearly,2055,53.4243655121974
957,medium_variant,male,5yearly,2055,70.0980880578052
957,medium_variant,female,5yearly,2060,49.8130314464188
957,medium_variant,male,5yearly,2060,63.9047991835361
957,medium_variant,female,5yearly,2065,46.5233981598171
957,medium_variant,male,5yearly,2065,58.2041644541911
957,medium_variant,female,5yearly,2070,43.3540734145533
957,medium_variant,male,5yearly,2070,53.489916839266
957,medium_variant,female,5yearly,2075,40.3692285148877
957,medium_variant,male,5yearly,2075,49.3915556143173
957,medium_variant,female,5yearly,2080,37.6116814678356
957,medium_variant,male,5yearly,2080,45.6950382799053
957,medium_variant,female,5yearly,2085,35.014827929827
957,medium_variant,male,5yearly,2085,42.142046930324
957,medium_variant,female,5yearly,2090,32.5025055319925
957,medium_variant,male,5yearly,2090,38.829172561811
957,medium_variant,female,5yearly,2095,30.13026596679
957,medium_variant,male,5yearly,2095,35.8002661040739
957,estimates,female,5yearly,Regi,Polynesia
957,estimates,male,5yearly,Regi,Polynesia
957,medium_variant,female,5yearly,Regi,Polynesia
957,medium_variant,male,5yearly,Regi,Polynesia
