variant,region,year,totalsurvivors_under_one_yearage
estimates,1500,1950,4809.536
estimates,1500,1951,4890.171
estimates,1500,1952,5050.39
estimates,1500,1953,5206.51
estimates,1500,1954,5357.749
estimates,1500,1955,5503.642
estimates,1500,1956,5644.241
estimates,1500,1957,5780.069
estimates,1500,1958,5912.455
estimates,1500,1959,6043.952
estimates,1500,1960,6177.638
estimates,1500,1961,6316.764
estimates,1500,1962,6464.561
estimates,1500,1963,6623.323
estimates,1500,1964,6793.776
estimates,1500,1965,6975.681
estimates,1500,1966,7167.49
estimates,1500,1967,7365.553
estimates,1500,1968,7566.282
estimates,1500,1969,7767.43
estimates,1500,1970,7965.433
estimates,1500,1971,8157.033
estimates,1500,1972,8342.494
estimates,1500,1973,8523.841
estimates,1500,1974,8703.761
estimates,1500,1975,8887.528
estimates,1500,1976,9081.316
estimates,1500,1977,9289.649
estimates,1500,1978,9515.232
estimates,1500,1979,9758.713
estimates,1500,1980,10018.634
estimates,1500,1981,10291.403
estimates,1500,1982,10571.132
estimates,1500,1983,10852.548
estimates,1500,1984,11132.872
estimates,1500,1985,11409.738
estimates,1500,1986,11682.242
estimates,1500,1987,11953.102
estimates,1500,1988,12225.716
estimates,1500,1989,12502.629
estimates,1500,1990,12788.012
estimates,1500,1991,13086.107
estimates,1500,1992,13398.568
estimates,1500,1993,13725.391
estimates,1500,1994,14065.447
estimates,1500,1995,14416.183
estimates,1500,1996,14774.074
estimates,1500,1997,15135.079
estimates,1500,1998,15495.805
estimates,1500,1999,15854.434
estimates,1500,2000,16210.775
estimates,1500,2001,16566.221
estimates,1500,2002,16923.194
estimates,1500,2003,17283.09
estimates,1500,2004,17645.339
estimates,1500,2005,18007.732
estimates,1500,2006,18367.203
estimates,1500,2007,18721.514
estimates,1500,2008,19069.671
estimates,1500,2009,19412.088
estimates,1500,2010,19751.116
estimates,1500,2011,20090.327
estimates,1500,2012,20433.135
estimates,1500,2013,20781.698
estimates,1500,2014,21136.286
estimates,1500,2015,21495.544
medium_variant,1500,2015,21495.544
medium_variant,1500,2016,21856.731
medium_variant,1500,2017,22216.199
medium_variant,1500,2018,22571.231
medium_variant,1500,2019,22920.891
medium_variant,1500,2020,23265.287
medium_variant,1500,2021,23605.552
medium_variant,1500,2022,23943.776
medium_variant,1500,2023,24281.539
medium_variant,1500,2024,24619.299
medium_variant,1500,2025,24957.206
medium_variant,1500,2026,25295.029
medium_variant,1500,2027,25631.8
medium_variant,1500,2028,25966.578
medium_variant,1500,2029,26298.805
medium_variant,1500,2030,26628.146
medium_variant,1500,2031,26954.475
medium_variant,1500,2032,27277.605
medium_variant,1500,2033,27597.13
medium_variant,1500,2034,27912.411
medium_variant,1500,2035,28222.776
medium_variant,1500,2036,28527.674
medium_variant,1500,2037,28826.677
medium_variant,1500,2038,29119.37
medium_variant,1500,2039,29405.311
medium_variant,1500,2040,29684.114
medium_variant,1500,2041,29955.578
medium_variant,1500,2042,30219.884
medium_variant,1500,2043,30477.264
medium_variant,1500,2044,30727.843
medium_variant,1500,2045,30971.801
medium_variant,1500,2046,31209.34
medium_variant,1500,2047,31440.714
medium_variant,1500,2048,31666.176
medium_variant,1500,2049,31885.92
medium_variant,1500,2050,32099.995
medium_variant,1500,2051,32308.34
medium_variant,1500,2052,32510.869
medium_variant,1500,2053,32707.623
medium_variant,1500,2054,32898.763
medium_variant,1500,2055,33084.655
medium_variant,1500,2056,33265.701
medium_variant,1500,2057,33442.074
medium_variant,1500,2058,33613.793
medium_variant,1500,2059,33780.73
medium_variant,1500,2060,33942.576
medium_variant,1500,2061,34098.888
medium_variant,1500,2062,34249.158
medium_variant,1500,2063,34392.987
medium_variant,1500,2064,34530.179
medium_variant,1500,2065,34660.813
medium_variant,1500,2066,34785.185
medium_variant,1500,2067,34903.567
medium_variant,1500,2068,35016.005
medium_variant,1500,2069,35122.288
medium_variant,1500,2070,35221.874
medium_variant,1500,2071,35314.107
medium_variant,1500,2072,35398.519
medium_variant,1500,2073,35474.851
medium_variant,1500,2074,35543.153
medium_variant,1500,2075,35603.572
medium_variant,1500,2076,35656.44
medium_variant,1500,2077,35702.447
medium_variant,1500,2078,35742.298
medium_variant,1500,2079,35776.493
medium_variant,1500,2080,35805.542
medium_variant,1500,2081,35829.795
medium_variant,1500,2082,35849.283
medium_variant,1500,2083,35864.014
medium_variant,1500,2084,35874.039
medium_variant,1500,2085,35879.2
medium_variant,1500,2086,35879.161
medium_variant,1500,2087,35873.636
medium_variant,1500,2088,35862.516
medium_variant,1500,2089,35845.94
medium_variant,1500,2090,35824.174
medium_variant,1500,2091,35797.584
medium_variant,1500,2092,35766.53
medium_variant,1500,2093,35731.33
medium_variant,1500,2094,35692.25
medium_variant,1500,2095,35649.465
medium_variant,1500,2096,35603.054
medium_variant,1500,2097,35553.075
medium_variant,1500,2098,35499.54
medium_variant,1500,2099,35442.451
