variant,region,year,totalsurvivors_under_one_yearage
estimates,923,1950,5113.943
estimates,923,1951,5213.172
estimates,923,1952,5392.263
estimates,923,1953,5530.255
estimates,923,1954,5625.972
estimates,923,1955,5678.419
estimates,923,1956,5687.091
estimates,923,1957,5652.859
estimates,923,1958,5577.694
estimates,923,1959,5465.02
estimates,923,1960,5320.238
estimates,923,1961,5150.65
estimates,923,1962,4966.06
estimates,923,1963,4778.159
estimates,923,1964,4599.13
estimates,923,1965,4443.44
estimates,923,1966,4323.55
estimates,923,1967,4242.777
estimates,923,1968,4201.389
estimates,923,1969,4198.812
estimates,923,1970,4230.467
estimates,923,1971,4287.987
estimates,923,1972,4358.74
estimates,923,1973,4431.432
estimates,923,1974,4499.424
estimates,923,1975,4559.238
estimates,923,1976,4611.077
estimates,923,1977,4658.518
estimates,923,1978,4703.338
estimates,923,1979,4743.616
estimates,923,1980,4779.097
estimates,923,1981,4810.158
estimates,923,1982,4834.725
estimates,923,1983,4848.701
estimates,923,1984,4846.741
estimates,923,1985,4818.341
estimates,923,1986,4752.003
estimates,923,1987,4643.62
estimates,923,1988,4494.188
estimates,923,1989,4308.626
estimates,923,1990,4095.447
estimates,923,1991,3866.137
estimates,923,1992,3635.939
estimates,923,1993,3419.221
estimates,923,1994,3226.113
estimates,923,1995,3064.65
estimates,923,1996,2938.421
estimates,923,1997,2843.4
estimates,923,1998,2775.756
estimates,923,1999,2735.048
estimates,923,2000,2721.547
estimates,923,2001,2735.11
estimates,923,2002,2772.03
estimates,923,2003,2827.025
estimates,923,2004,2894.694
estimates,923,2005,2969.576
estimates,923,2006,3046.946
estimates,923,2007,3122.897
estimates,923,2008,3193.247
estimates,923,2009,3253.665
estimates,923,2010,3300.53
estimates,923,2011,3331.981
estimates,923,2012,3349.428
estimates,923,2013,3354.315
estimates,923,2014,3346.843
estimates,923,2015,3327.31
medium_variant,923,2015,3327.31
medium_variant,923,2016,3296.379
medium_variant,923,2017,3255.926
medium_variant,923,2018,3208.13
medium_variant,923,2019,3154.876
medium_variant,923,2020,3097.414
medium_variant,923,2021,3036.414
medium_variant,923,2022,2972.664
medium_variant,923,2023,2907.568
medium_variant,923,2024,2843.148
medium_variant,923,2025,2781.218
medium_variant,923,2026,2723.144
medium_variant,923,2027,2669.832
medium_variant,923,2028,2622.411
medium_variant,923,2029,2582.282
medium_variant,923,2030,2551.08
medium_variant,923,2031,2530.053
medium_variant,923,2032,2518.905
medium_variant,923,2033,2516.882
medium_variant,923,2034,2523.256
medium_variant,923,2035,2537.392
medium_variant,923,2036,2558.522
medium_variant,923,2037,2584.846
medium_variant,923,2038,2614.138
medium_variant,923,2039,2644.244
medium_variant,923,2040,2673.089
medium_variant,923,2041,2699.072
medium_variant,923,2042,2721.34
medium_variant,923,2043,2738.989
medium_variant,923,2044,2750.914
medium_variant,923,2045,2756.118
medium_variant,923,2046,2754.119
medium_variant,923,2047,2745.663
medium_variant,923,2048,2731.661
medium_variant,923,2049,2712.706
medium_variant,923,2050,2689.284
medium_variant,923,2051,2661.862
medium_variant,923,2052,2631.354
medium_variant,923,2053,2598.93
medium_variant,923,2054,2565.81
medium_variant,923,2055,2533.048
medium_variant,923,2056,2501.4
medium_variant,923,2057,2471.33
medium_variant,923,2058,2443.433
medium_variant,923,2059,2418.501
medium_variant,923,2060,2397.335
medium_variant,923,2061,2380.466
medium_variant,923,2062,2367.755
medium_variant,923,2063,2358.947
medium_variant,923,2064,2353.903
medium_variant,923,2065,2352.539
medium_variant,923,2066,2354.694
medium_variant,923,2067,2359.734
medium_variant,923,2068,2366.842
medium_variant,923,2069,2375.233
medium_variant,923,2070,2384.205
medium_variant,923,2071,2393.229
medium_variant,923,2072,2401.866
medium_variant,923,2073,2409.567
medium_variant,923,2074,2415.684
medium_variant,923,2075,2419.587
medium_variant,923,2076,2420.837
medium_variant,923,2077,2419.472
medium_variant,923,2078,2415.573
medium_variant,923,2079,2409.134
medium_variant,923,2080,2400.117
medium_variant,923,2081,2388.572
medium_variant,923,2082,2374.918
medium_variant,923,2083,2359.681
medium_variant,923,2084,2343.347
medium_variant,923,2085,2326.337
medium_variant,923,2086,2308.971
medium_variant,923,2087,2291.563
medium_variant,923,2088,2274.526
medium_variant,923,2089,2258.334
medium_variant,923,2090,2243.375
medium_variant,923,2091,2229.908
medium_variant,923,2092,2218.097
medium_variant,923,2093,2208.031
medium_variant,923,2094,2199.758
medium_variant,923,2095,2193.308
medium_variant,923,2096,2188.726
medium_variant,923,2097,2185.99
medium_variant,923,2098,2185.102
medium_variant,923,2099,2186.064
