variant,region,year,totalsurvivors_under_one_yearage
Estimates,912,1950,1965.93
Estimates,912,1951,1996.503
Estimates,912,1952,2058.058
Estimates,912,1953,2120.059
Estimates,912,1954,2182.439
Estimates,912,1955,2245.122
Estimates,912,1956,2307.99
Estimates,912,1957,2370.89
Estimates,912,1958,2433.606
Estimates,912,1959,2495.789
Estimates,912,1960,2557.04
Estimates,912,1961,2616.974
Estimates,912,1962,2675.221
Estimates,912,1963,2731.561
Estimates,912,1964,2785.989
Estimates,912,1965,2838.049
Estimates,912,1966,2887.247
Estimates,912,1967,2934.102
Estimates,912,1968,2979.738
Estimates,912,1969,3025.569
Estimates,912,1970,3073.876
Estimates,912,1971,3127.153
Estimates,912,1972,3186.964
Estimates,912,1973,3254.233
Estimates,912,1974,3329.216
Estimates,912,1975,3412.029
Estimates,912,1976,3502.17
Estimates,912,1977,3597.276
Estimates,912,1978,3694.508
Estimates,912,1979,3791.443
Estimates,912,1980,3886.066
Estimates,912,1981,3976.985
Estimates,912,1982,4063.04
Estimates,912,1983,4142.547
Estimates,912,1984,4213.221
Estimates,912,1985,4271.887
Estimates,912,1986,4315.581
Estimates,912,1987,4343.691
Estimates,912,1988,4356.682
Estimates,912,1989,4355.508
Estimates,912,1990,4341.119
Estimates,912,1991,4314.901
Estimates,912,1992,4280.489
Estimates,912,1993,4242.361
Estimates,912,1994,4204.766
Estimates,912,1995,4172.009
Estimates,912,1996,4147.602
Estimates,912,1997,4133.499
Estimates,912,1998,4131.592
Estimates,912,1999,4144.037
Estimates,912,2000,4172.008
Estimates,912,2001,4215.369
Estimates,912,2002,4272.316
Estimates,912,2003,4341.4
Estimates,912,2004,4422.397
Estimates,912,2005,4518.915
Estimates,912,2006,4635.859
Estimates,912,2007,4773.057
Estimates,912,2008,4926.242
Estimates,912,2009,5088.135
Estimates,912,2010,5246.397
Estimates,912,2011,5386.965
Estimates,912,2012,5499.515
Estimates,912,2013,5577.504
Estimates,912,2014,5618.78
Estimates,912,2015,5625.372
Medium_variant,912,2015,5625.372
Medium_variant,912,2016,5603.933
Medium_variant,912,2017,5566.975
Medium_variant,912,2018,5525.69
Medium_variant,912,2019,5486.134
Medium_variant,912,2020,5452.228
Medium_variant,912,2021,5424.957
Medium_variant,912,2022,5401.926
Medium_variant,912,2023,5381.777
Medium_variant,912,2024,5365.88
Medium_variant,912,2025,5355.839
Medium_variant,912,2026,5352.983
Medium_variant,912,2027,5357.57
Medium_variant,912,2028,5369.511
Medium_variant,912,2029,5388.667
Medium_variant,912,2030,5414.976
Medium_variant,912,2031,5448.128
Medium_variant,912,2032,5486.684
Medium_variant,912,2033,5528.803
Medium_variant,912,2034,5572.753
Medium_variant,912,2035,5616.811
Medium_variant,912,2036,5659.537
Medium_variant,912,2037,5699.942
Medium_variant,912,2038,5737.01
Medium_variant,912,2039,5769.639
Medium_variant,912,2040,5796.987
Medium_variant,912,2041,5818.705
Medium_variant,912,2042,5835.384
Medium_variant,912,2043,5847.61
Medium_variant,912,2044,5855.559
Medium_variant,912,2045,5859.324
Medium_variant,912,2046,5858.999
Medium_variant,912,2047,5855.03
Medium_variant,912,2048,5848.043
Medium_variant,912,2049,5838.712
Medium_variant,912,2050,5827.635
Medium_variant,912,2051,5815.297
Medium_variant,912,2052,5802.107
Medium_variant,912,2053,5788.565
Medium_variant,912,2054,5775.253
Medium_variant,912,2055,5762.681
Medium_variant,912,2056,5751.176
Medium_variant,912,2057,5740.703
Medium_variant,912,2058,5731.219
Medium_variant,912,2059,5722.804
Medium_variant,912,2060,5715.528
Medium_variant,912,2061,5709.384
Medium_variant,912,2062,5704.119
Medium_variant,912,2063,5699.42
Medium_variant,912,2064,5695.016
Medium_variant,912,2065,5690.646
Medium_variant,912,2066,5686.083
Medium_variant,912,2067,5681.14
Medium_variant,912,2068,5675.611
Medium_variant,912,2069,5669.291
Medium_variant,912,2070,5662.034
Medium_variant,912,2071,5653.799
Medium_variant,912,2072,5644.65
Medium_variant,912,2073,5634.615
Medium_variant,912,2074,5623.627
Medium_variant,912,2075,5611.547
Medium_variant,912,2076,5598.238
Medium_variant,912,2077,5583.691
Medium_variant,912,2078,5567.986
Medium_variant,912,2079,5551.251
Medium_variant,912,2080,5533.688
Medium_variant,912,2081,5515.542
Medium_variant,912,2082,5497.048
Medium_variant,912,2083,5478.404
Medium_variant,912,2084,5459.73
Medium_variant,912,2085,5441.015
Medium_variant,912,2086,5422.134
Medium_variant,912,2087,5402.938
Medium_variant,912,2088,5383.371
Medium_variant,912,2089,5363.524
Medium_variant,912,2090,5343.539
Medium_variant,912,2091,5323.594
Medium_variant,912,2092,5303.849
Medium_variant,912,2093,5284.455
Medium_variant,912,2094,5265.536
Medium_variant,912,2095,5247.166
Medium_variant,912,2096,5229.386
Medium_variant,912,2097,5212.219
Medium_variant,912,2098,5195.672
Medium_variant,912,2099,5179.743
