variant,region,year,totalsurvivors_under_one_yearage
estimates,906,1950,25818.413
estimates,906,1951,25311.472
estimates,906,1952,24401.043
estimates,906,1953,23699.037
estimates,906,1954,23206.595
estimates,906,1955,22924.48
estimates,906,1956,22852.507
estimates,906,1957,22984.06
estimates,906,1958,23310.549
estimates,906,1959,23822.179
estimates,906,1960,24502.974
estimates,906,1961,25330.587
estimates,906,1962,26271.826
estimates,906,1963,27279.253
estimates,906,1964,28293.124
estimates,906,1965,29242.539
estimates,906,1966,30059.417
estimates,906,1967,30696.83
estimates,906,1968,31112.666
estimates,906,1969,31269.254
estimates,906,1970,31115.366
estimates,906,1971,30615.237
estimates,906,1972,29813.503
estimates,906,1973,28785.289
estimates,906,1974,27608.187
estimates,906,1975,26383.711
estimates,906,1976,25218.649
estimates,906,1977,24206.429
estimates,906,1978,23429.374
estimates,906,1979,22949.59
estimates,906,1980,22848.816
estimates,906,1981,23184.19
estimates,906,1982,23891.819
estimates,906,1983,24864.28
estimates,906,1984,25993.644
estimates,906,1985,27112.658
estimates,906,1986,28038.076
estimates,906,1987,28637.893
estimates,906,1988,28824.619
estimates,906,1989,28561.204
estimates,906,1990,27850.669
estimates,906,1991,26752.017
estimates,906,1992,25419.779
estimates,906,1993,24005.394
estimates,906,1994,22604.283
estimates,906,1995,21309.615
estimates,906,1996,20188.419
estimates,906,1997,19249.849
estimates,906,1998,18497.597
estimates,906,1999,17947.899
estimates,906,2000,17600.903
estimates,906,2001,17435.69
estimates,906,2002,17399.143
estimates,906,2003,17441.199
estimates,906,2004,17533.296
estimates,906,2005,17658.485
estimates,906,2006,17812.085
estimates,906,2007,17995.161
estimates,906,2008,18199.544
estimates,906,2009,18404.092
estimates,906,2010,18584.888
estimates,906,2011,18720.621
estimates,906,2012,18799.217
estimates,906,2013,18811.052
estimates,906,2014,18747.651
estimates,906,2015,18600.66
medium_variant,906,2015,18600.66
medium_variant,906,2016,18367.356
medium_variant,906,2017,18062.655
medium_variant,906,2018,17705.718
medium_variant,906,2019,17312.668
medium_variant,906,2020,16901.578
medium_variant,906,2021,16489.596
medium_variant,906,2022,16091.212
medium_variant,906,2023,15720.401
medium_variant,906,2024,15389.648
medium_variant,906,2025,15108.797
medium_variant,906,2026,14881.663
medium_variant,906,2027,14700.56
medium_variant,906,2028,14557.483
medium_variant,906,2029,14448.947
medium_variant,906,2030,14371.264
medium_variant,906,2031,14320.411
medium_variant,906,2032,14290.362
medium_variant,906,2033,14274.308
medium_variant,906,2034,14265.971
medium_variant,906,2035,14260.265
medium_variant,906,2036,14254.145
medium_variant,906,2037,14246.863
medium_variant,906,2038,14236.923
medium_variant,906,2039,14221.248
medium_variant,906,2040,14197.449
medium_variant,906,2041,14164.398
medium_variant,906,2042,14122.635
medium_variant,906,2043,14072.423
medium_variant,906,2044,14013.036
medium_variant,906,2045,13943.736
medium_variant,906,2046,13864.102
medium_variant,906,2047,13774.654
medium_variant,906,2048,13676.11
medium_variant,906,2049,13569.034
medium_variant,906,2050,13452.691
medium_variant,906,2051,13325.963
medium_variant,906,2052,13189.78
medium_variant,906,2053,13046.603
medium_variant,906,2054,12899.844
medium_variant,906,2055,12753.842
medium_variant,906,2056,12613.028
medium_variant,906,2057,12481.096
medium_variant,906,2058,12361.253
medium_variant,906,2059,12255.912
medium_variant,906,2060,12166.901
medium_variant,906,2061,12094.64
medium_variant,906,2062,12036.503
medium_variant,906,2063,11989.59
medium_variant,906,2064,11952.095
medium_variant,906,2065,11922.41
medium_variant,906,2066,11899.161
medium_variant,906,2067,11880.638
medium_variant,906,2068,11864.717
medium_variant,906,2069,11849.11
medium_variant,906,2070,11831.863
medium_variant,906,2071,11811.69
medium_variant,906,2072,11788.214
medium_variant,906,2073,11760.857
medium_variant,906,2074,11728.577
medium_variant,906,2075,11690.335
medium_variant,906,2076,11645.498
medium_variant,906,2077,11594.511
medium_variant,906,2078,11538.035
medium_variant,906,2079,11476.539
medium_variant,906,2080,11410.396
medium_variant,906,2081,11340.029
medium_variant,906,2082,11266.416
medium_variant,906,2083,11190.811
medium_variant,906,2084,11114.469
medium_variant,906,2085,11038.441
medium_variant,906,2086,10963.484
medium_variant,906,2087,10890.133
medium_variant,906,2088,10819.118
medium_variant,906,2089,10751.388
medium_variant,906,2090,10687.664
medium_variant,906,2091,10628.4
medium_variant,906,2092,10573.839
medium_variant,906,2093,10524.099
medium_variant,906,2094,10479.199
medium_variant,906,2095,10439.188
medium_variant,906,2096,10404.1
medium_variant,906,2097,10373.911
medium_variant,906,2098,10348.609
medium_variant,906,2099,10328.193
