variant,region,year,totalsurvivors_under_one_yearage
Estimates,914,1950,2662.243
Estimates,914,1951,2691.647
Estimates,914,1952,2751.832
Estimates,914,1953,2814.626
Estimates,914,1954,2880.048
Estimates,914,1955,2948.1
Estimates,914,1956,3018.699
Estimates,914,1957,3091.797
Estimates,914,1958,3167.227
Estimates,914,1959,3244.662
Estimates,914,1960,3323.778
Estimates,914,1961,3404.324
Estimates,914,1962,3486.191
Estimates,914,1963,3569.642
Estimates,914,1964,3655.325
Estimates,914,1965,3744.427
Estimates,914,1966,3838.334
Estimates,914,1967,3938.155
Estimates,914,1968,4044.638
Estimates,914,1969,4158.071
Estimates,914,1970,4278.577
Estimates,914,1971,4405.937
Estimates,914,1972,4538.99
Estimates,914,1973,4676.419
Estimates,914,1974,4817.202
Estimates,914,1975,4960.311
Estimates,914,1976,5104.92
Estimates,914,1977,5250.483
Estimates,914,1978,5396.386
Estimates,914,1979,5541.894
Estimates,914,1980,5686.098
Estimates,914,1981,5828.266
Estimates,914,1982,5968.629
Estimates,914,1983,6107.704
Estimates,914,1984,6246.041
Estimates,914,1985,6384.199
Estimates,914,1986,6522.799
Estimates,914,1987,6662.954
Estimates,914,1988,6806.018
Estimates,914,1989,6953.331
Estimates,914,1990,7106.138
Estimates,914,1991,7265.37
Estimates,914,1992,7431.385
Estimates,914,1993,7604.617
Estimates,914,1994,7785.73
Estimates,914,1995,7975.697
Estimates,914,1996,8175.326
Estimates,914,1997,8384.342
Estimates,914,1998,8601.997
Estimates,914,1999,8827.448
Estimates,914,2000,9059.412
Estimates,914,2001,9296.439
Estimates,914,2002,9537.224
Estimates,914,2003,9780.657
Estimates,914,2004,10025.956
Estimates,914,2005,10273.79
Estimates,914,2006,10525.717
Estimates,914,2007,10782.588
Estimates,914,2008,11043.953
Estimates,914,2009,11307.939
Estimates,914,2010,11570.935
Estimates,914,2011,11828.64
Estimates,914,2012,12078.007
Estimates,914,2013,12317.363
Estimates,914,2014,12546.542
Estimates,914,2015,12766.765
Medium_variant,914,2015,12766.765
Medium_variant,914,2016,12980.603
Medium_variant,914,2017,13192.223
Medium_variant,914,2018,13405.341
Medium_variant,914,2019,13622.056
Medium_variant,914,2020,13843.841
Medium_variant,914,2021,14071.098
Medium_variant,914,2022,14302.678
Medium_variant,914,2023,14537.603
Medium_variant,914,2024,14775.831
Medium_variant,914,2025,15017.526
Medium_variant,914,2026,15262.866
Medium_variant,914,2027,15511.453
Medium_variant,914,2028,15762.585
Medium_variant,914,2029,16015.42
Medium_variant,914,2030,16269.207
Medium_variant,914,2031,16523.272
Medium_variant,914,2032,16776.759
Medium_variant,914,2033,17028.62
Medium_variant,914,2034,17277.737
Medium_variant,914,2035,17523.133
Medium_variant,914,2036,17764.154
Medium_variant,914,2037,18000.586
Medium_variant,914,2038,18232.16
Medium_variant,914,2039,18458.384
Medium_variant,914,2040,18678.807
Medium_variant,914,2041,18893.166
Medium_variant,914,2042,19101.697
Medium_variant,914,2043,19304.708
Medium_variant,914,2044,19502.407
Medium_variant,914,2045,19694.978
Medium_variant,914,2046,19882.616
Medium_variant,914,2047,20065.702
Medium_variant,914,2048,20244.695
Medium_variant,914,2049,20420.047
Medium_variant,914,2050,20592.226
Medium_variant,914,2051,20761.603
Medium_variant,914,2052,20928.29
Medium_variant,914,2053,21092.368
Medium_variant,914,2054,21253.951
Medium_variant,914,2055,21413.051
Medium_variant,914,2056,21569.55
Medium_variant,914,2057,21723.167
Medium_variant,914,2058,21873.666
Medium_variant,914,2059,22020.941
Medium_variant,914,2060,22165.04
Medium_variant,914,2061,22306.091
Medium_variant,914,2062,22444.12
Medium_variant,914,2063,22579.019
Medium_variant,914,2064,22710.539
Medium_variant,914,2065,22838.444
Medium_variant,914,2066,22962.482
Medium_variant,914,2067,23082.326
Medium_variant,914,2068,23197.578
Medium_variant,914,2069,23307.869
Medium_variant,914,2070,23412.81
Medium_variant,914,2071,23512.099
Medium_variant,914,2072,23605.693
Medium_variant,914,2073,23693.576
Medium_variant,914,2074,23775.721
Medium_variant,914,2075,23852.077
Medium_variant,914,2076,23922.638
Medium_variant,914,2077,23987.666
Medium_variant,914,2078,24047.513
Medium_variant,914,2079,24102.498
Medium_variant,914,2080,24153.003
Medium_variant,914,2081,24199.374
Medium_variant,914,2082,24241.846
Medium_variant,914,2083,24280.619
Medium_variant,914,2084,24315.855
Medium_variant,914,2085,24347.6
Medium_variant,914,2086,24375.76
Medium_variant,914,2087,24400.112
Medium_variant,914,2088,24420.515
Medium_variant,914,2089,24436.978
Medium_variant,914,2090,24449.561
Medium_variant,914,2091,24458.336
Medium_variant,914,2092,24463.397
Medium_variant,914,2093,24464.82
Medium_variant,914,2094,24462.667
Medium_variant,914,2095,24456.987
Medium_variant,914,2096,24447.792
Medium_variant,914,2097,24435.102
Medium_variant,914,2098,24418.909
Medium_variant,914,2099,24399.221
