variant,region,year,totalsurvivors_under_one_yearage
Estimates,941,1950,7496.484
Estimates,941,1951,7590.987
Estimates,941,1952,7783.722
Estimates,941,1953,7983.026
Estimates,941,1954,8188.849
Estimates,941,1955,8401.204
Estimates,941,1956,8620.195
Estimates,941,1957,8845.92
Estimates,941,1958,9078.618
Estimates,941,1959,9318.845
Estimates,941,1960,9567.152
Estimates,941,1961,9824.006
Estimates,941,1962,10089.587
Estimates,941,1963,10363.471
Estimates,941,1964,10644.465
Estimates,941,1965,10929.737
Estimates,941,1966,11215.66
Estimates,941,1967,11499.854
Estimates,941,1968,11781.306
Estimates,941,1969,12060.509
Estimates,941,1970,12339.787
Estimates,941,1971,12622.999
Estimates,941,1972,12914.835
Estimates,941,1973,13219.281
Estimates,941,1974,13538.492
Estimates,941,1975,13874.246
Estimates,941,1976,14226.748
Estimates,941,1977,14592.534
Estimates,941,1978,14967.457
Estimates,941,1979,15348.423
Estimates,941,1980,15731.756
Estimates,941,1981,16114.014
Estimates,941,1982,16493.055
Estimates,941,1983,16867.025
Estimates,941,1984,17234.354
Estimates,941,1985,17593.438
Estimates,941,1986,17943.693
Estimates,941,1987,18288.144
Estimates,941,1988,18630.964
Estimates,941,1989,18975.955
Estimates,941,1990,19328.766
Estimates,941,1991,19694.963
Estimates,941,1992,20076.811
Estimates,941,1993,20474.73
Estimates,941,1994,20887.932
Estimates,941,1995,21314.595
Estimates,941,1996,21751.697
Estimates,941,1997,22194.152
Estimates,941,1998,22636.819
Estimates,941,1999,23076.049
Estimates,941,2000,23508.58
Estimates,941,2001,23932.422
Estimates,941,2002,24348.072
Estimates,941,2003,24756.004
Estimates,941,2004,25155.672
Estimates,941,2005,25545.664
Estimates,941,2006,25924.665
Estimates,941,2007,26293.998
Estimates,941,2008,26656.239
Estimates,941,2009,27014.378
Estimates,941,2010,27373.493
Estimates,941,2011,27739.209
Estimates,941,2012,28114.933
Estimates,941,2013,28502.35
Estimates,941,2014,28901.448
Estimates,941,2015,29309.874
Medium_variant,941,2015,29309.874
Medium_variant,941,2016,29723.245
Medium_variant,941,2017,30135.737
Medium_variant,941,2018,30542.732
Medium_variant,941,2019,30942.199
Medium_variant,941,2020,31333.616
Medium_variant,941,2021,31718.119
Medium_variant,941,2022,32098.657
Medium_variant,941,2023,32477.479
Medium_variant,941,2024,32855.129
Medium_variant,941,2025,33231.817
Medium_variant,941,2026,33607.331
Medium_variant,941,2027,33980.716
Medium_variant,941,2028,34351.052
Medium_variant,941,2029,34717.842
Medium_variant,941,2030,35080.775
Medium_variant,941,2031,35439.729
Medium_variant,941,2032,35794.536
Medium_variant,941,2033,36144.817
Medium_variant,941,2034,36490.009
Medium_variant,941,2035,36829.463
Medium_variant,941,2036,37162.643
Medium_variant,941,2037,37489.172
Medium_variant,941,2038,37808.708
Medium_variant,941,2039,38120.942
Medium_variant,941,2040,38425.593
Medium_variant,941,2041,38722.56
Medium_variant,941,2042,39012.099
Medium_variant,941,2043,39294.526
Medium_variant,941,2044,39570.036
Medium_variant,941,2045,39838.893
Medium_variant,941,2046,40101.326
Medium_variant,941,2047,40357.553
Medium_variant,941,2048,40607.789
Medium_variant,941,2049,40852.233
Medium_variant,941,2050,41090.941
Medium_variant,941,2051,41323.881
Medium_variant,941,2052,41550.923
Medium_variant,941,2053,41772.021
Medium_variant,941,2054,41987.262
Medium_variant,941,2055,42196.904
Medium_variant,941,2056,42401.249
Medium_variant,941,2057,42600.386
Medium_variant,941,2058,42794.24
Medium_variant,941,2059,42982.592
Medium_variant,941,2060,43165.091
Medium_variant,941,2061,43341.275
Medium_variant,941,2062,43510.667
Medium_variant,941,2063,43672.875
Medium_variant,941,2064,43827.662
Medium_variant,941,2065,43975.071
Medium_variant,941,2066,44115.37
Medium_variant,941,2067,44248.81
Medium_variant,941,2068,44375.401
Medium_variant,941,2069,44494.905
Medium_variant,941,2070,44606.745
Medium_variant,941,2071,44710.259
Medium_variant,941,2072,44804.965
Medium_variant,941,2073,44890.623
Medium_variant,941,2074,44967.261
Medium_variant,941,2075,45034.991
Medium_variant,941,2076,45094.072
Medium_variant,941,2077,45145.214
Medium_variant,941,2078,45189.194
Medium_variant,941,2079,45226.617
Medium_variant,941,2080,45258.2
Medium_variant,941,2081,45284.531
Medium_variant,941,2082,45305.78
Medium_variant,941,2083,45321.997
Medium_variant,941,2084,45333.213
Medium_variant,941,2085,45339.136
Medium_variant,941,2086,45339.228
Medium_variant,941,2087,45332.942
Medium_variant,941,2088,45319.954
Medium_variant,941,2089,45300.3
Medium_variant,941,2090,45274.226
Medium_variant,941,2091,45242.139
Medium_variant,941,2092,45204.464
Medium_variant,941,2093,45161.61
Medium_variant,941,2094,45113.914
Medium_variant,941,2095,45061.596
Medium_variant,941,2096,45004.76
Medium_variant,941,2097,44943.478
Medium_variant,941,2098,44877.777
Medium_variant,941,2099,44807.648
