variant,region,year,totalsurvivors_under_one_yearage
estimates,922,1950,2004.49
estimates,922,1951,2020.594
estimates,922,1952,2054.047
estimates,922,1953,2090.274
estimates,922,1954,2129.444
estimates,922,1955,2171.66
estimates,922,1956,2216.913
estimates,922,1957,2265.118
estimates,922,1958,2315.999
estimates,922,1959,2368.97
estimates,922,1960,2423.352
estimates,922,1961,2478.467
estimates,922,1962,2533.726
estimates,922,1963,2588.88
estimates,922,1964,2644.158
estimates,922,1965,2700.441
estimates,922,1966,2758.945
estimates,922,1967,2820.839
estimates,922,1968,2886.824
estimates,922,1969,2956.979
estimates,922,1970,3030.929
estimates,922,1971,3107.926
estimates,922,1972,3186.876
estimates,922,1973,3266.898
estimates,922,1974,3347.622
estimates,922,1975,3429.543
estimates,922,1976,3513.673
estimates,922,1977,3600.46
estimates,922,1978,3689.499
estimates,922,1979,3779.556
estimates,922,1980,3868.567
estimates,922,1981,3954.07
estimates,922,1982,4034.006
estimates,922,1983,4106.817
estimates,922,1984,4171.692
estimates,922,1985,4228.381
estimates,922,1986,4277.411
estimates,922,1987,4320.644
estimates,922,1988,4359.909
estimates,922,1989,4396.294
estimates,922,1990,4430.835
estimates,922,1991,4464.258
estimates,922,1992,4496.65
estimates,922,1993,4528.096
estimates,922,1994,4558.821
estimates,922,1995,4587.865
estimates,922,1996,4613.7
estimates,922,1997,4635.899
estimates,922,1998,4655.235
estimates,922,1999,4673.509
estimates,922,2000,4694.236
estimates,922,2001,4721.543
estimates,922,2002,4758.261
estimates,922,2003,4805.868
estimates,922,2004,4864.388
estimates,922,2005,4933.105
estimates,922,2006,5010.181
estimates,922,2007,5091.435
estimates,922,2008,5172.466
estimates,922,2009,5250.011
estimates,922,2010,5320.425
estimates,922,2011,5380.79
estimates,922,2012,5430.622
estimates,922,2013,5470.08
estimates,922,2014,5499.256
estimates,922,2015,5519.109
medium_variant,922,2015,5519.109
medium_variant,922,2016,5531.46
medium_variant,922,2017,5539.232
medium_variant,922,2018,5545.109
medium_variant,922,2019,5550.745
medium_variant,922,2020,5557.152
medium_variant,922,2021,5564.562
medium_variant,922,2022,5572.336
medium_variant,922,2023,5580.174
medium_variant,922,2024,5588.537
medium_variant,922,2025,5597.934
medium_variant,922,2026,5608.822
medium_variant,922,2027,5621.366
medium_variant,922,2028,5635.687
medium_variant,922,2029,5651.877
medium_variant,922,2030,5670.076
medium_variant,922,2031,5690.329
medium_variant,922,2032,5712.259
medium_variant,922,2033,5735.357
medium_variant,922,2034,5759.122
medium_variant,922,2035,5783.106
medium_variant,922,2036,5806.925
medium_variant,922,2037,5830.162
medium_variant,922,2038,5852.307
medium_variant,922,2039,5872.828
medium_variant,922,2040,5891.204
medium_variant,922,2041,5907.071
medium_variant,922,2042,5920.398
medium_variant,922,2043,5931.183
medium_variant,922,2044,5939.357
medium_variant,922,2045,5944.803
medium_variant,922,2046,5947.505
medium_variant,922,2047,5947.757
medium_variant,922,2048,5945.964
medium_variant,922,2049,5942.499
medium_variant,922,2050,5937.697
medium_variant,922,2051,5931.817
medium_variant,922,2052,5925.169
medium_variant,922,2053,5918.152
medium_variant,922,2054,5911.199
medium_variant,922,2055,5904.754
medium_variant,922,2056,5899.133
medium_variant,922,2057,5894.406
medium_variant,922,2058,5890.609
medium_variant,922,2059,5887.822
medium_variant,922,2060,5886.073
medium_variant,922,2061,5885.28
medium_variant,922,2062,5885.187
medium_variant,922,2063,5885.55
medium_variant,922,2064,5886.192
medium_variant,922,2065,5887.05
medium_variant,922,2066,5888.102
medium_variant,922,2067,5889.301
medium_variant,922,2068,5890.521
medium_variant,922,2069,5891.549
medium_variant,922,2070,5892.161
medium_variant,922,2071,5892.169
medium_variant,922,2072,5891.423
medium_variant,922,2073,5889.758
medium_variant,922,2074,5887.009
medium_variant,922,2075,5883.007
medium_variant,922,2076,5877.631
medium_variant,922,2077,5870.947
medium_variant,922,2078,5863.081
medium_variant,922,2079,5854.148
medium_variant,922,2080,5844.307
medium_variant,922,2081,5833.739
medium_variant,922,2082,5822.65
medium_variant,922,2083,5811.217
medium_variant,922,2084,5799.571
medium_variant,922,2085,5787.745
medium_variant,922,2086,5775.693
medium_variant,922,2087,5763.327
medium_variant,922,2088,5750.622
medium_variant,922,2089,5737.657
medium_variant,922,2090,5724.541
medium_variant,922,2091,5711.391
medium_variant,922,2092,5698.309
medium_variant,922,2093,5685.394
medium_variant,922,2094,5672.706
medium_variant,922,2095,5660.297
medium_variant,922,2096,5648.198
medium_variant,922,2097,5636.411
medium_variant,922,2098,5624.944
medium_variant,922,2099,5613.802
