variant,region,year,totalsurvivors_under_one_yearage
Estimates,1517,1950,60214.884
Estimates,1517,1951,60179.664
Estimates,1517,1952,60218.356
Estimates,1517,1953,60474.082
Estimates,1517,1954,60948.328
Estimates,1517,1955,61641.674
Estimates,1517,1956,62552.67
Estimates,1517,1957,63672.944
Estimates,1517,1958,64990.465
Estimates,1517,1959,66489.368
Estimates,1517,1960,68146.986
Estimates,1517,1961,69934.518
Estimates,1517,1962,71813.196
Estimates,1517,1963,73733.272
Estimates,1517,1964,75637.034
Estimates,1517,1965,77455.463
Estimates,1517,1966,79123.846
Estimates,1517,1967,80605.898
Estimates,1517,1968,81872.731
Estimates,1517,1969,82899.018
Estimates,1517,1970,83649.822
Estimates,1517,1971,84104.75
Estimates,1517,1972,84314.478
Estimates,1517,1973,84356.314
Estimates,1517,1974,84307.965
Estimates,1517,1975,84274.308
Estimates,1517,1976,84363.315
Estimates,1517,1977,84652.646
Estimates,1517,1978,85201.395
Estimates,1517,1979,86047.52
Estimates,1517,1980,87247.241
Estimates,1517,1981,88834.474
Estimates,1517,1982,90725.601
Estimates,1517,1983,92792.558
Estimates,1517,1984,94906.835
Estimates,1517,1985,96876.667
Estimates,1517,1986,98500.314
Estimates,1517,1987,99652.966
Estimates,1517,1988,100262.717
Estimates,1517,1989,100307.967
Estimates,1517,1990,99810.964
Estimates,1517,1991,98852.774
Estimates,1517,1992,97616.896
Estimates,1517,1993,96285.063
Estimates,1517,1994,94978.556
Estimates,1517,1995,93814.223
Estimates,1517,1996,92874.087
Estimates,1517,1997,92164.725
Estimates,1517,1998,91686.174
Estimates,1517,1999,91456.376
Estimates,1517,2000,91473.498
Estimates,1517,2001,91710.244
Estimates,1517,2002,92100.411
Estimates,1517,2003,92581.41
Estimates,1517,2004,93116.726
Estimates,1517,2005,93687.55
Estimates,1517,2006,94291.756
Estimates,1517,2007,94931.012
Estimates,1517,2008,95592.193
Estimates,1517,2009,96243.35
Estimates,1517,2010,96845.464
Estimates,1517,2011,97361.485
Estimates,1517,2012,97768.275
Estimates,1517,2013,98048.346
Estimates,1517,2014,98188.841
Estimates,1517,2015,98179.342
Medium_variant,1517,2015,98179.342
Medium_variant,1517,2016,98019.665
Medium_variant,1517,2017,97737.142
Medium_variant,1517,2018,97364.227
Medium_variant,1517,2019,96926.37
Medium_variant,1517,2020,96449.348
Medium_variant,1517,2021,95955.642
Medium_variant,1517,2022,95464.029
Medium_variant,1517,2023,94994.486
Medium_variant,1517,2024,94567.406
Medium_variant,1517,2025,94200.19
Medium_variant,1517,2026,93901.912
Medium_variant,1517,2027,93665.647
Medium_variant,1517,2028,93483.879
Medium_variant,1517,2029,93354.769
Medium_variant,1517,2030,93275.919
Medium_variant,1517,2031,93243.166
Medium_variant,1517,2032,93246.572
Medium_variant,1517,2033,93274.693
Medium_variant,1517,2034,93317.593
Medium_variant,1517,2035,93367.511
Medium_variant,1517,2036,93419.546
Medium_variant,1517,2037,93470.36
Medium_variant,1517,2038,93514.671
Medium_variant,1517,2039,93544.685
Medium_variant,1517,2040,93553.193
Medium_variant,1517,2041,93535.129
Medium_variant,1517,2042,93489.295
Medium_variant,1517,2043,93414.499
Medium_variant,1517,2044,93308.356
Medium_variant,1517,2045,93168.57
Medium_variant,1517,2046,92994.199
Medium_variant,1517,2047,92788.435
Medium_variant,1517,2048,92555.307
Medium_variant,1517,2049,92298.164
Medium_variant,1517,2050,92018.557
Medium_variant,1517,2051,91717.239
Medium_variant,1517,2052,91397.695
Medium_variant,1517,2053,91065.7
Medium_variant,1517,2054,90728.387
Medium_variant,1517,2055,90393.495
Medium_variant,1517,2056,90067.924
Medium_variant,1517,2057,89756.33
Medium_variant,1517,2058,89463.007
Medium_variant,1517,2059,89191.948
Medium_variant,1517,2060,88946.65
Medium_variant,1517,2061,88728.425
Medium_variant,1517,2062,88533.428
Medium_variant,1517,2063,88357.055
Medium_variant,1517,2064,88196.093
Medium_variant,1517,2065,88047.623
Medium_variant,1517,2066,87908.928
Medium_variant,1517,2067,87776.37
Medium_variant,1517,2068,87645.532
Medium_variant,1517,2069,87511.914
Medium_variant,1517,2070,87371.681
Medium_variant,1517,2071,87222.353
Medium_variant,1517,2072,87063.167
Medium_variant,1517,2073,86892.965
Medium_variant,1517,2074,86709.598
Medium_variant,1517,2075,86510.714
Medium_variant,1517,2076,86294.631
Medium_variant,1517,2077,86062.151
Medium_variant,1517,2078,85814.764
Medium_variant,1517,2079,85553.769
Medium_variant,1517,2080,85280.584
Medium_variant,1517,2081,84996.85
Medium_variant,1517,2082,84705.188
Medium_variant,1517,2083,84408.558
Medium_variant,1517,2084,84109.636
Medium_variant,1517,2085,83810.51
Medium_variant,1517,2086,83512.321
Medium_variant,1517,2087,83215.499
Medium_variant,1517,2088,82920.922
Medium_variant,1517,2089,82630.228
Medium_variant,1517,2090,82344.755
Medium_variant,1517,2091,82065.373
Medium_variant,1517,2092,81792.618
Medium_variant,1517,2093,81526.804
Medium_variant,1517,2094,81268.065
Medium_variant,1517,2095,81016.54
Medium_variant,1517,2096,80772.337
Medium_variant,1517,2097,80535.41
Medium_variant,1517,2098,80305.754
Medium_variant,1517,2099,80083.375
