variant,region,year,totalsurvivors_under_one_yearage
Estimates,954,1950,5.566
Estimates,954,1951,5.647
Estimates,954,1952,5.811
Estimates,954,1953,5.986
Estimates,954,1954,6.169
Estimates,954,1955,6.361
Estimates,954,1956,6.561
Estimates,954,1957,6.765
Estimates,954,1958,6.976
Estimates,954,1959,7.181
Estimates,954,1960,7.379
Estimates,954,1961,7.56
Estimates,954,1962,7.72
Estimates,954,1963,7.851
Estimates,954,1964,7.962
Estimates,954,1965,8.047
Estimates,954,1966,8.115
Estimates,954,1967,8.18
Estimates,954,1968,8.249
Estimates,954,1969,8.322
Estimates,954,1970,8.41
Estimates,954,1971,8.514
Estimates,954,1972,8.627
Estimates,954,1973,8.753
Estimates,954,1974,8.893
Estimates,954,1975,9.047
Estimates,954,1976,9.222
Estimates,954,1977,9.413
Estimates,954,1978,9.623
Estimates,954,1979,9.848
Estimates,954,1980,10.084
Estimates,954,1981,10.33
Estimates,954,1982,10.578
Estimates,954,1983,10.831
Estimates,954,1984,11.075
Estimates,954,1985,11.315
Estimates,954,1986,11.542
Estimates,954,1987,11.758
Estimates,954,1988,11.96
Estimates,954,1989,12.144
Estimates,954,1990,12.314
Estimates,954,1991,12.462
Estimates,954,1992,12.59
Estimates,954,1993,12.699
Estimates,954,1994,12.781
Estimates,954,1995,12.831
Estimates,954,1996,12.838
Estimates,954,1997,12.804
Estimates,954,1998,12.727
Estimates,954,1999,12.611
Estimates,954,2000,12.46
Estimates,954,2001,12.273
Estimates,954,2002,12.063
Estimates,954,2003,11.839
Estimates,954,2004,11.614
Estimates,954,2005,11.398
Estimates,954,2006,11.201
Estimates,954,2007,11.022
Estimates,954,2008,10.87
Estimates,954,2009,10.741
Estimates,954,2010,10.644
Estimates,954,2011,10.571
Estimates,954,2012,10.516
Estimates,954,2013,10.474
Estimates,954,2014,10.443
Estimates,954,2015,10.419
Medium_variant,954,2015,10.419
Medium_variant,954,2016,10.405
Medium_variant,954,2017,10.399
Medium_variant,954,2018,10.398
Medium_variant,954,2019,10.402
Medium_variant,954,2020,10.411
Medium_variant,954,2021,10.423
Medium_variant,954,2022,10.44
Medium_variant,954,2023,10.457
Medium_variant,954,2024,10.474
Medium_variant,954,2025,10.493
Medium_variant,954,2026,10.511
Medium_variant,954,2027,10.529
Medium_variant,954,2028,10.543
Medium_variant,954,2029,10.562
Medium_variant,954,2030,10.573
Medium_variant,954,2031,10.582
Medium_variant,954,2032,10.587
Medium_variant,954,2033,10.585
Medium_variant,954,2034,10.578
Medium_variant,954,2035,10.567
Medium_variant,954,2036,10.551
Medium_variant,954,2037,10.528
Medium_variant,954,2038,10.507
Medium_variant,954,2039,10.479
Medium_variant,954,2040,10.447
Medium_variant,954,2041,10.411
Medium_variant,954,2042,10.371
Medium_variant,954,2043,10.325
Medium_variant,954,2044,10.279
Medium_variant,954,2045,10.227
Medium_variant,954,2046,10.176
Medium_variant,954,2047,10.125
Medium_variant,954,2048,10.074
Medium_variant,954,2049,10.024
Medium_variant,954,2050,9.979
Medium_variant,954,2051,9.936
Medium_variant,954,2052,9.896
Medium_variant,954,2053,9.86
Medium_variant,954,2054,9.825
Medium_variant,954,2055,9.794
Medium_variant,954,2056,9.768
Medium_variant,954,2057,9.74
Medium_variant,954,2058,9.718
Medium_variant,954,2059,9.69
Medium_variant,954,2060,9.664
Medium_variant,954,2061,9.639
Medium_variant,954,2062,9.614
Medium_variant,954,2063,9.586
Medium_variant,954,2064,9.559
Medium_variant,954,2065,9.529
Medium_variant,954,2066,9.496
Medium_variant,954,2067,9.463
Medium_variant,954,2068,9.427
Medium_variant,954,2069,9.391
Medium_variant,954,2070,9.352
Medium_variant,954,2071,9.311
Medium_variant,954,2072,9.265
Medium_variant,954,2073,9.22
Medium_variant,954,2074,9.172
Medium_variant,954,2075,9.121
Medium_variant,954,2076,9.072
Medium_variant,954,2077,9.022
Medium_variant,954,2078,8.968
Medium_variant,954,2079,8.918
Medium_variant,954,2080,8.865
Medium_variant,954,2081,8.816
Medium_variant,954,2082,8.765
Medium_variant,954,2083,8.719
Medium_variant,954,2084,8.67
Medium_variant,954,2085,8.622
Medium_variant,954,2086,8.578
Medium_variant,954,2087,8.533
Medium_variant,954,2088,8.488
Medium_variant,954,2089,8.448
Medium_variant,954,2090,8.406
Medium_variant,954,2091,8.367
Medium_variant,954,2092,8.325
Medium_variant,954,2093,8.29
Medium_variant,954,2094,8.253
Medium_variant,954,2095,8.218
Medium_variant,954,2096,8.184
Medium_variant,954,2097,8.153
Medium_variant,954,2098,8.12
Medium_variant,954,2099,8.089
