variant,region,year,totalsurvivors_under_one_yearage
estimates,947,1950,7035.899
estimates,947,1951,7110.533
estimates,947,1952,7264.684
estimates,947,1953,7428.256
estimates,947,1954,7601.317
estimates,947,1955,7783.874
estimates,947,1956,7975.708
estimates,947,1957,8176.61
estimates,947,1958,8386.012
estimates,947,1959,8602.818
estimates,947,1960,8825.855
estimates,947,1961,9054.02
estimates,947,1962,9286.514
estimates,947,1963,9523.419
estimates,947,1964,9765.874
estimates,947,1965,10016.391
estimates,947,1966,10278.204
estimates,947,1967,10554.176
estimates,947,1968,10846.246
estimates,947,1969,11155.08
estimates,947,1970,11480.665
estimates,947,1971,11822.049
estimates,947,1972,12176.447
estimates,947,1973,12541.077
estimates,947,1974,12914.055
estimates,947,1975,13293.689
estimates,947,1976,13678.806
estimates,947,1977,14068.954
estimates,947,1978,14463.538
estimates,947,1979,14861.564
estimates,947,1980,15262.877
estimates,947,1981,15667.996
estimates,947,1982,16077.284
estimates,947,1983,16490.378
estimates,947,1984,16906.011
estimates,947,1985,17320.435
estimates,947,1986,17729.027
estimates,947,1987,18130.249
estimates,947,1988,18525.244
estimates,947,1989,18917.356
estimates,947,1990,19312.502
estimates,947,1991,19717.738
estimates,947,1992,20139.516
estimates,947,1993,20582.722
estimates,947,1994,21049.966
estimates,947,1995,21543.056
estimates,947,1996,22061.992
estimates,947,1997,22602.799
estimates,947,1998,23161.089
estimates,947,1999,23734.111
estimates,947,2000,24319.082
estimates,947,2001,24913.694
estimates,947,2002,25516.238
estimates,947,2003,26124.72
estimates,947,2004,26736.742
estimates,947,2005,27351.416
estimates,947,2006,27969.099
estimates,947,2007,28590.181
estimates,947,2008,29213.724
estimates,947,2009,29837.089
estimates,947,2010,30456.317
estimates,947,2011,31067.15
estimates,947,2012,31666.955
estimates,947,2013,32254.26
estimates,947,2014,32828.644
estimates,947,2015,33390.543
medium_variant,947,2015,33390.543
medium_variant,947,2016,33941.559
medium_variant,947,2017,34485.497
medium_variant,947,2018,35026.308
medium_variant,947,2019,35566.779
medium_variant,947,2020,36109.676
medium_variant,947,2021,36656.958
medium_variant,947,2022,37208.873
medium_variant,947,2023,37765.456
medium_variant,947,2024,38327.184
medium_variant,947,2025,38894.463
medium_variant,947,2026,39467.217
medium_variant,947,2027,40043.789
medium_variant,947,2028,40622.148
medium_variant,947,2029,41200.59
medium_variant,947,2030,41777.725
medium_variant,947,2031,42352.482
medium_variant,947,2032,42923.613
medium_variant,947,2033,43489.378
medium_variant,947,2034,44047.74
medium_variant,947,2035,44596.76
medium_variant,947,2036,45135.046
medium_variant,947,2037,45661.988
medium_variant,947,2038,46176.978
medium_variant,947,2039,46679.12
medium_variant,947,2040,47167.601
medium_variant,947,2041,47642.048
medium_variant,947,2042,48103.095
medium_variant,947,2043,48551.528
medium_variant,947,2044,48987.897
medium_variant,947,2045,49412.794
medium_variant,947,2046,49826.807
medium_variant,947,2047,50230.666
medium_variant,947,2048,50625.114
medium_variant,947,2049,51010.888
medium_variant,947,2050,51388.517
medium_variant,947,2051,51758.263
medium_variant,947,2052,52120.018
medium_variant,947,2053,52473.766
medium_variant,947,2054,52819.719
medium_variant,947,2055,53158.149
medium_variant,947,2056,53489.24
medium_variant,947,2057,53812.885
medium_variant,947,2058,54128.894
medium_variant,947,2059,54437.066
medium_variant,947,2060,54737.268
medium_variant,947,2061,55029.352
medium_variant,947,2062,55312.955
medium_variant,947,2063,55587.594
medium_variant,947,2064,55852.754
medium_variant,947,2065,56108.106
medium_variant,947,2066,56353.444
medium_variant,947,2067,56588.495
medium_variant,947,2068,56812.776
medium_variant,947,2069,57025.681
medium_variant,947,2070,57226.347
medium_variant,947,2071,57413.976
medium_variant,947,2072,57588.275
medium_variant,947,2073,57749.178
medium_variant,947,2074,57896.794
medium_variant,947,2075,58031.3
medium_variant,947,2076,58153.032
medium_variant,947,2077,58262.856
medium_variant,947,2078,58361.754
medium_variant,947,2079,58450.513
medium_variant,947,2080,58529.922
medium_variant,947,2081,58600.571
medium_variant,947,2082,58662.696
medium_variant,947,2083,58716.513
medium_variant,947,2084,58762.32
medium_variant,947,2085,58800.159
medium_variant,947,2086,58829.804
medium_variant,947,2087,58850.904
medium_variant,947,2088,58863.301
medium_variant,947,2089,58867.131
medium_variant,947,2090,58862.652
medium_variant,947,2091,58850.154
medium_variant,947,2092,58829.934
medium_variant,947,2093,58802.24
medium_variant,947,2094,58767.28
medium_variant,947,2095,58725.191
medium_variant,947,2096,58676.041
medium_variant,947,2097,58619.864
medium_variant,947,2098,58556.667
medium_variant,947,2099,58486.458
