variant,region,year,totalsurvivors_under_one_yearage
estimates,948,1950,42122.171
estimates,948,1951,42742.269
estimates,948,1952,43988.016
estimates,948,1953,45237.921
estimates,948,1954,46490.794
estimates,948,1955,47745.282
estimates,948,1956,48999.326
estimates,948,1957,50250.969
estimates,948,1958,51497.04
estimates,948,1959,52732.288
estimates,948,1960,53951.271
estimates,948,1961,55149.074
estimates,948,1962,56322.045
estimates,948,1963,57470.173
estimates,948,1964,58597.856
estimates,948,1965,59713.175
estimates,948,1966,60826.242
estimates,948,1967,61947.864
estimates,948,1968,63087.141
estimates,948,1969,64249.76
estimates,948,1970,65435.822
estimates,948,1971,66640.961
estimates,948,1972,67859.981
estimates,948,1973,69092.171
estimates,948,1974,70342.901
estimates,948,1975,71631.738
estimates,948,1976,72982.939
estimates,948,1977,74403.799
estimates,948,1978,75887.365
estimates,948,1979,77415.077
estimates,948,1980,78957.092
estimates,948,1981,80477.009
estimates,948,1982,81935.916
estimates,948,1983,83299.236
estimates,948,1984,84543.293
estimates,948,1985,85647.354
estimates,948,1986,86602.401
estimates,948,1987,87428.053
estimates,948,1988,88148.454
estimates,948,1989,88780.372
estimates,948,1990,89341.717
estimates,948,1991,89849.773
estimates,948,1992,90323.564
estimates,948,1993,90783.825
estimates,948,1994,91250.472
estimates,948,1995,91741.121
estimates,948,1996,92266.709
estimates,948,1997,92826.239
estimates,948,1998,93418.755
estimates,948,1999,94047.923
estimates,948,2000,94716.14
estimates,948,2001,95422.829
estimates,948,2002,96160.507
estimates,948,2003,96920.707
estimates,948,2004,97696.987
estimates,948,2005,98486.6
estimates,948,2006,99288.873
estimates,948,2007,100099.295
estimates,948,2008,100908.988
estimates,948,2009,101705.872
estimates,948,2010,102475.368
estimates,948,2011,103203.7
estimates,948,2012,103882.243
estimates,948,2013,104504.467
estimates,948,2014,105065.453
estimates,948,2015,105561.231
medium_variant,948,2015,105561.231
medium_variant,948,2016,105991.573
medium_variant,948,2017,106366.244
medium_variant,948,2018,106696.854
medium_variant,948,2019,106992.467
medium_variant,948,2020,107261.875
medium_variant,948,2021,107512.627
medium_variant,948,2022,107751.511
medium_variant,948,2023,107986.191
medium_variant,948,2024,108224.807
medium_variant,948,2025,108474.541
medium_variant,948,2026,108739.572
medium_variant,948,2027,109018.487
medium_variant,948,2028,109309.702
medium_variant,948,2029,109613.575
medium_variant,948,2030,109930.174
medium_variant,948,2031,110258.531
medium_variant,948,2032,110594.893
medium_variant,948,2033,110934.862
medium_variant,948,2034,111274.814
medium_variant,948,2035,111612.22
medium_variant,948,2036,111945.657
medium_variant,948,2037,112273.246
medium_variant,948,2038,112591.935
medium_variant,948,2039,112897.504
medium_variant,948,2040,113185.602
medium_variant,948,2041,113452.63
medium_variant,948,2042,113696.757
medium_variant,948,2043,113916.362
medium_variant,948,2044,114109.744
medium_variant,948,2045,114275.199
medium_variant,948,2046,114411.976
medium_variant,948,2047,114522.355
medium_variant,948,2048,114609.252
medium_variant,948,2049,114675.147
medium_variant,948,2050,114721.997
medium_variant,948,2051,114751.431
medium_variant,948,2052,114765.972
medium_variant,948,2053,114768.994
medium_variant,948,2054,114764.206
medium_variant,948,2055,114755.342
medium_variant,948,2056,114745.304
medium_variant,948,2057,114735.278
medium_variant,948,2058,114726.324
medium_variant,948,2059,114719.78
medium_variant,948,2060,114716.754
medium_variant,948,2061,114717.488
medium_variant,948,2062,114720.105
medium_variant,948,2063,114722.436
medium_variant,948,2064,114722.887
medium_variant,948,2065,114720.204
medium_variant,948,2066,114713.384
medium_variant,948,2067,114701.009
medium_variant,948,2068,114681.16
medium_variant,948,2069,114651.753
medium_variant,948,2070,114610.66
medium_variant,948,2071,114556.284
medium_variant,948,2072,114488.014
medium_variant,948,2073,114405.21
medium_variant,948,2074,114307.064
medium_variant,948,2075,114192.667
medium_variant,948,2076,114061.446
medium_variant,948,2077,113914.371
medium_variant,948,2078,113752.875
medium_variant,948,2079,113578.211
medium_variant,948,2080,113391.874
medium_variant,948,2081,113195.347
medium_variant,948,2082,112990.093
medium_variant,948,2083,112777.599
medium_variant,948,2084,112559.125
medium_variant,948,2085,112335.344
medium_variant,948,2086,112106.197
medium_variant,948,2087,111871.227
medium_variant,948,2088,111630.351
medium_variant,948,2089,111384.265
medium_variant,948,2090,111133.738
medium_variant,948,2091,110879.499
medium_variant,948,2092,110622.156
medium_variant,948,2093,110362.245
medium_variant,948,2094,110100.117
medium_variant,948,2095,109836.048
medium_variant,948,2096,109570.18
medium_variant,948,2097,109302.578
medium_variant,948,2098,109033.241
medium_variant,948,2099,108762.189
