variant,region,year,totalsurvivors_under_one_yearage
Estimates,927,1950,230.068
Estimates,927,1951,234.209
Estimates,927,1952,242.194
Estimates,927,1953,249.578
Estimates,927,1954,256.36
Estimates,927,1955,262.54
Estimates,927,1956,268.11
Estimates,927,1957,273.079
Estimates,927,1958,277.452
Estimates,927,1959,281.238
Estimates,927,1960,284.457
Estimates,927,1961,287.15
Estimates,927,1962,289.382
Estimates,927,1963,291.256
Estimates,927,1964,292.901
Estimates,927,1965,294.649
Estimates,927,1966,296.866
Estimates,927,1967,299.634
Estimates,927,1968,302.821
Estimates,927,1969,306.153
Estimates,927,1970,308.883
Estimates,927,1971,310.077
Estimates,927,1972,309.179
Estimates,927,1973,306.028
Estimates,927,1974,300.873
Estimates,927,1975,294.425
Estimates,927,1976,287.721
Estimates,927,1977,281.882
Estimates,927,1978,277.761
Estimates,927,1979,275.733
Estimates,927,1980,275.865
Estimates,927,1981,277.856
Estimates,927,1982,280.928
Estimates,927,1983,284.408
Estimates,927,1984,288.003
Estimates,927,1985,291.594
Estimates,927,1986,295.218
Estimates,927,1987,298.979
Estimates,927,1988,302.855
Estimates,927,1989,306.644
Estimates,927,1990,309.983
Estimates,927,1991,312.482
Estimates,927,1992,313.944
Estimates,927,1993,314.309
Estimates,927,1994,313.647
Estimates,927,1995,312.051
Estimates,927,1996,309.697
Estimates,927,1997,307.04
Estimates,927,1998,304.599
Estimates,927,1999,302.82
Estimates,927,2000,302.376
Estimates,927,2001,303.908
Estimates,927,2002,307.556
Estimates,927,2003,313.201
Estimates,927,2004,320.586
Estimates,927,2005,329.148
Estimates,927,2006,338.117
Estimates,927,2007,346.671
Estimates,927,2008,354.157
Estimates,927,2009,360.245
Estimates,927,2010,364.825
Estimates,927,2011,368.075
Estimates,927,2012,370.515
Estimates,927,2013,372.589
Estimates,927,2014,374.449
Estimates,927,2015,376.198
Medium_variant,927,2015,376.198
Medium_variant,927,2016,377.862
Medium_variant,927,2017,379.365
Medium_variant,927,2018,380.651
Medium_variant,927,2019,381.738
Medium_variant,927,2020,382.61
Medium_variant,927,2021,383.233
Medium_variant,927,2022,383.604
Medium_variant,927,2023,383.745
Medium_variant,927,2024,383.706
Medium_variant,927,2025,383.533
Medium_variant,927,2026,383.268
Medium_variant,927,2027,382.983
Medium_variant,927,2028,382.766
Medium_variant,927,2029,382.706
Medium_variant,927,2030,382.892
Medium_variant,927,2031,383.393
Medium_variant,927,2032,384.233
Medium_variant,927,2033,385.43
Medium_variant,927,2034,387.013
Medium_variant,927,2035,389.013
Medium_variant,927,2036,391.455
Medium_variant,927,2037,394.287
Medium_variant,927,2038,397.437
Medium_variant,927,2039,400.842
Medium_variant,927,2040,404.434
Medium_variant,927,2041,408.161
Medium_variant,927,2042,411.949
Medium_variant,927,2043,415.717
Medium_variant,927,2044,419.379
Medium_variant,927,2045,422.863
Medium_variant,927,2046,426.122
Medium_variant,927,2047,429.152
Medium_variant,927,2048,431.933
Medium_variant,927,2049,434.437
Medium_variant,927,2050,436.62
Medium_variant,927,2051,438.458
Medium_variant,927,2052,439.969
Medium_variant,927,2053,441.188
Medium_variant,927,2054,442.148
Medium_variant,927,2055,442.881
Medium_variant,927,2056,443.421
Medium_variant,927,2057,443.821
Medium_variant,927,2058,444.142
Medium_variant,927,2059,444.44
Medium_variant,927,2060,444.764
Medium_variant,927,2061,445.142
Medium_variant,927,2062,445.586
Medium_variant,927,2063,446.11
Medium_variant,927,2064,446.74
Medium_variant,927,2065,447.505
Medium_variant,927,2066,448.422
Medium_variant,927,2067,449.485
Medium_variant,927,2068,450.679
Medium_variant,927,2069,451.997
Medium_variant,927,2070,453.431
Medium_variant,927,2071,454.978
Medium_variant,927,2072,456.612
Medium_variant,927,2073,458.3
Medium_variant,927,2074,460
Medium_variant,927,2075,461.677
Medium_variant,927,2076,463.298
Medium_variant,927,2077,464.839
Medium_variant,927,2078,466.277
Medium_variant,927,2079,467.584
Medium_variant,927,2080,468.744
Medium_variant,927,2081,469.746
Medium_variant,927,2082,470.605
Medium_variant,927,2083,471.332
Medium_variant,927,2084,471.93
Medium_variant,927,2085,472.398
Medium_variant,927,2086,472.73
Medium_variant,927,2087,472.939
Medium_variant,927,2088,473.039
Medium_variant,927,2089,473.05
Medium_variant,927,2090,472.995
Medium_variant,927,2091,472.892
Medium_variant,927,2092,472.763
Medium_variant,927,2093,472.62
Medium_variant,927,2094,472.474
Medium_variant,927,2095,472.335
Medium_variant,927,2096,472.204
Medium_variant,927,2097,472.084
Medium_variant,927,2098,471.975
Medium_variant,927,2099,471.879
