variant,region,year,totalsurvivors_under_one_yearage
Estimates,921,1950,18059.541
Estimates,921,1951,18260.342
Estimates,921,1952,18667.131
Estimates,921,1953,19082.314
Estimates,921,1954,19505.806
Estimates,921,1955,19937.365
Estimates,921,1956,20376.376
Estimates,921,1957,20822.084
Estimates,921,1958,21273.095
Estimates,921,1959,21727.004
Estimates,921,1960,22181.166
Estimates,921,1961,22632.964
Estimates,921,1962,23080.094
Estimates,921,1963,23521.524
Estimates,921,1964,23957.924
Estimates,921,1965,24390.367
Estimates,921,1966,24820.585
Estimates,921,1967,25252.446
Estimates,921,1968,25690.409
Estimates,921,1969,26138.393
Estimates,921,1970,26599.695
Estimates,921,1971,27076.72
Estimates,921,1972,27571.281
Estimates,921,1973,28086.057
Estimates,921,1974,28624.766
Estimates,921,1975,29197.456
Estimates,921,1976,29815.29
Estimates,921,1977,30478.301
Estimates,921,1978,31179.068
Estimates,921,1979,31905.334
Estimates,921,1980,32640.525
Estimates,921,1981,33365.863
Estimates,921,1982,34060.829
Estimates,921,1983,34705.788
Estimates,921,1984,35285.209
Estimates,921,1985,35783.211
Estimates,921,1986,36189.661
Estimates,921,1987,36511.646
Estimates,921,1988,36760.098
Estimates,921,1989,36943.532
Estimates,921,1990,37074.596
Estimates,921,1991,37168.109
Estimates,921,1992,37239.601
Estimates,921,1993,37302.991
Estimates,921,1994,37368.107
Estimates,921,1995,37439.717
Estimates,921,1996,37516.497
Estimates,921,1997,37590.777
Estimates,921,1998,37657.425
Estimates,921,1999,37717.47
Estimates,921,2000,37775.556
Estimates,921,2001,37837.718
Estimates,921,2002,37906.287
Estimates,921,2003,37980.201
Estimates,921,2004,38055.374
Estimates,921,2005,38121.061
Estimates,921,2006,38163.588
Estimates,921,2007,38173.906
Estimates,921,2008,38148.407
Estimates,921,2009,38089.403
Estimates,921,2010,38007.91
Estimates,921,2011,37920.351
Estimates,921,2012,37842.134
Estimates,921,2013,37782.761
Estimates,921,2014,37743.292
Estimates,921,2015,37717.524
Medium_variant,921,2015,37717.524
Medium_variant,921,2016,37693.241
Medium_variant,921,2017,37654.432
Medium_variant,921,2018,37588.931
Medium_variant,921,2019,37492.383
Medium_variant,921,2020,37363.678
Medium_variant,921,2021,37206.006
Medium_variant,921,2022,37028.904
Medium_variant,921,2023,36841.14
Medium_variant,921,2024,36647.202
Medium_variant,921,2025,36450.523
Medium_variant,921,2026,36252.878
Medium_variant,921,2027,36054.113
Medium_variant,921,2028,35854.669
Medium_variant,921,2029,35656.373
Medium_variant,921,2030,35460.48
Medium_variant,921,2031,35267.5
Medium_variant,921,2032,35077.202
Medium_variant,921,2033,34889.708
Medium_variant,921,2034,34705.834
Medium_variant,921,2035,34527.275
Medium_variant,921,2036,34355.818
Medium_variant,921,2037,34191.595
Medium_variant,921,2038,34033.729
Medium_variant,921,2039,33880.729
Medium_variant,921,2040,33730.426
Medium_variant,921,2041,33580.268
Medium_variant,921,2042,33427.351
Medium_variant,921,2043,33268.984
Medium_variant,921,2044,33103.182
Medium_variant,921,2045,32928.225
Medium_variant,921,2046,32743.27
Medium_variant,921,2047,32549.447
Medium_variant,921,2048,32348.076
Medium_variant,921,2049,32139.907
Medium_variant,921,2050,31925.399
Medium_variant,921,2051,31704.989
Medium_variant,921,2052,31480.065
Medium_variant,921,2053,31252.531
Medium_variant,921,2054,31024.445
Medium_variant,921,2055,30797.908
Medium_variant,921,2056,30574.681
Medium_variant,921,2057,30355.885
Medium_variant,921,2058,30142.646
Medium_variant,921,2059,29936.122
Medium_variant,921,2060,29737.292
Medium_variant,921,2061,29546.541
Medium_variant,921,2062,29363.012
Medium_variant,921,2063,29185.744
Medium_variant,921,2064,29014.189
Medium_variant,921,2065,28847.865
Medium_variant,921,2066,28686.324
Medium_variant,921,2067,28528.799
Medium_variant,921,2068,28374.335
Medium_variant,921,2069,28221.952
Medium_variant,921,2070,28070.807
Medium_variant,921,2071,27920.333
Medium_variant,921,2072,27770.23
Medium_variant,921,2073,27620.089
Medium_variant,921,2074,27469.295
Medium_variant,921,2075,27317.186
Medium_variant,921,2076,27163.26
Medium_variant,921,2077,27007.622
Medium_variant,921,2078,26850.549
Medium_variant,921,2079,26692.261
Medium_variant,921,2080,26533.042
Medium_variant,921,2081,26373.251
Medium_variant,921,2082,26213.557
Medium_variant,921,2083,26054.711
Medium_variant,921,2084,25897.372
Medium_variant,921,2085,25742.096
Medium_variant,921,2086,25589.241
Medium_variant,921,2087,25438.952
Medium_variant,921,2088,25291.436
Medium_variant,921,2089,25147.05
Medium_variant,921,2090,25006.027
Medium_variant,921,2091,24868.49
Medium_variant,921,2092,24734.476
Medium_variant,921,2093,24603.983
Medium_variant,921,2094,24476.975
Medium_variant,921,2095,24353.44
Medium_variant,921,2096,24233.388
Medium_variant,921,2097,24116.805
Medium_variant,921,2098,24003.678
Medium_variant,921,2099,23894.018
