variant,region,year,totalsurvivors_under_one_yearage
estimates,1501,1950,26997.791
estimates,1501,1951,27386.231
estimates,1501,1952,28161.039
estimates,1501,1953,28927.109
estimates,1501,1954,29683.636
estimates,1501,1955,30429.856
estimates,1501,1956,31165.067
estimates,1501,1957,31889.025
estimates,1501,1958,32601.736
estimates,1501,1959,33303.406
estimates,1501,1960,33994.914
estimates,1501,1961,34677.849
estimates,1501,1962,35354.782
estimates,1501,1963,36029.31
estimates,1501,1964,36705.708
estimates,1501,1965,37387.706
estimates,1501,1966,38077.908
estimates,1501,1967,38778.108
estimates,1501,1968,39490.738
estimates,1501,1969,40219.098
estimates,1501,1970,40965.835
estimates,1501,1971,41732.622
estimates,1501,1972,42520.081
estimates,1501,1973,43329.548
estimates,1501,1974,44163.502
estimates,1501,1975,45031.93
estimates,1501,1976,45946.555
estimates,1501,1977,46906.923
estimates,1501,1978,47903.915
estimates,1501,1979,48922.573
estimates,1501,1980,49942.096
estimates,1501,1981,50939.21
estimates,1501,1982,51890.821
estimates,1501,1983,52776.093
estimates,1501,1984,53579.442
estimates,1501,1985,54287.005
estimates,1501,1986,54892.225
estimates,1501,1987,55406.372
estimates,1501,1988,55843.378
estimates,1501,1989,56212.577
estimates,1501,1990,56522.181
estimates,1501,1991,56780.001
estimates,1501,1992,56998.694
estimates,1501,1993,57194.286
estimates,1501,1994,57383.479
estimates,1501,1995,57584.664
estimates,1501,1996,57812.983
estimates,1501,1997,58073.231
estimates,1501,1998,58367.746
estimates,1501,1999,58699.107
estimates,1501,2000,59066.689
estimates,1501,2001,59465.367
estimates,1501,2002,59882.102
estimates,1501,2003,60303.84
estimates,1501,2004,60721.854
estimates,1501,2005,61129.119
estimates,1501,2006,61521.41
estimates,1501,2007,61897.672
estimates,1501,2008,62255.695
estimates,1501,2009,62591.015
estimates,1501,2010,62899.615
estimates,1501,2011,63178.967
estimates,1501,2012,63429.581
estimates,1501,2013,63652.1
estimates,1501,2014,63846.252
estimates,1501,2015,64011.061
medium_variant,1501,2015,64011.061
medium_variant,1501,2016,64145.84
medium_variant,1501,2017,64252.748
medium_variant,1501,2018,64335.23
medium_variant,1501,2019,64396.921
medium_variant,1501,2020,64441.292
medium_variant,1501,2021,64471.385
medium_variant,1501,2022,64490.649
medium_variant,1501,2023,64503.145
medium_variant,1501,2024,64513.13
medium_variant,1501,2025,64524.561
medium_variant,1501,2026,64540.106
medium_variant,1501,2027,64559.906
medium_variant,1501,2028,64583.979
medium_variant,1501,2029,64613.093
medium_variant,1501,2030,64647.58
medium_variant,1501,2031,64687.014
medium_variant,1501,2032,64729.369
medium_variant,1501,2033,64772.483
medium_variant,1501,2034,64814.872
medium_variant,1501,2035,64855.866
medium_variant,1501,2036,64895.355
medium_variant,1501,2037,64932.662
medium_variant,1501,2038,64966.236
medium_variant,1501,2039,64993.807
medium_variant,1501,2040,65012.66
medium_variant,1501,2041,65020.263
medium_variant,1501,2042,65014.969
medium_variant,1501,2043,64995.452
medium_variant,1501,2044,64960.654
medium_variant,1501,2045,64909.611
medium_variant,1501,2046,64842.031
medium_variant,1501,2047,64759.679
medium_variant,1501,2048,64664.739
medium_variant,1501,2049,64559.013
medium_variant,1501,2050,64444.001
medium_variant,1501,2051,64320.925
medium_variant,1501,2052,64191.391
medium_variant,1501,2053,64057.472
medium_variant,1501,2054,63921.524
medium_variant,1501,2055,63785.697
medium_variant,1501,2056,63651.563
medium_variant,1501,2057,63519.691
medium_variant,1501,2058,63390.716
medium_variant,1501,2059,63265.562
medium_variant,1501,2060,63145.224
medium_variant,1501,2061,63030.215
medium_variant,1501,2062,62919.708
medium_variant,1501,2063,62812.538
medium_variant,1501,2064,62707.747
medium_variant,1501,2065,62604.311
medium_variant,1501,2066,62501.186
medium_variant,1501,2067,62397.159
medium_variant,1501,2068,62290.889
medium_variant,1501,2069,62181.149
medium_variant,1501,2070,62066.97
medium_variant,1501,2071,61947.866
medium_variant,1501,2072,61823.908
medium_variant,1501,2073,61695.056
medium_variant,1501,2074,61560.878
medium_variant,1501,2075,61420.743
medium_variant,1501,2076,61274.077
medium_variant,1501,2077,61121.037
medium_variant,1501,2078,60962.14
medium_variant,1501,2079,60797.984
medium_variant,1501,2080,60629.296
medium_variant,1501,2081,60456.904
medium_variant,1501,2082,60281.816
medium_variant,1501,2083,60105.081
medium_variant,1501,2084,59927.601
medium_variant,1501,2085,59750.065
medium_variant,1501,2086,59572.755
medium_variant,1501,2087,59395.563
medium_variant,1501,2088,59218.466
medium_variant,1501,2089,59041.748
medium_variant,1501,2090,58865.627
medium_variant,1501,2091,58690.191
medium_variant,1501,2092,58515.467
medium_variant,1501,2093,58341.457
medium_variant,1501,2094,58168.131
medium_variant,1501,2095,57995.488
medium_variant,1501,2096,57823.527
medium_variant,1501,2097,57652.233
medium_variant,1501,2098,57481.597
medium_variant,1501,2099,57311.63
