variant,country,year,oldagedependencyratio2564
estimates,834,1950,3.35
estimates,834,1951,3.431
estimates,834,1952,3.486
estimates,834,1953,3.518
estimates,834,1954,3.529
estimates,834,1955,3.521
estimates,834,1956,3.602
estimates,834,1957,3.659
estimates,834,1958,3.694
estimates,834,1959,3.708
estimates,834,1960,3.705
estimates,834,1961,3.782
estimates,834,1962,3.836
estimates,834,1963,3.868
estimates,834,1964,3.88
estimates,834,1965,3.876
estimates,834,1966,3.951
estimates,834,1967,4.004
estimates,834,1968,4.035
estimates,834,1969,4.047
estimates,834,1970,4.042
estimates,834,1971,4.111
estimates,834,1972,4.157
estimates,834,1973,4.182
estimates,834,1974,4.193
estimates,834,1975,4.193
estimates,834,1976,4.267
estimates,834,1977,4.321
estimates,834,1978,4.357
estimates,834,1979,4.374
estimates,834,1980,4.376
estimates,834,1981,4.442
estimates,834,1982,4.484
estimates,834,1983,4.506
estimates,834,1984,4.511
estimates,834,1985,4.503
estimates,834,1986,4.565
estimates,834,1987,4.605
estimates,834,1988,4.625
estimates,834,1989,4.629
estimates,834,1990,4.618
estimates,834,1991,4.676
estimates,834,1992,4.713
estimates,834,1993,4.731
estimates,834,1994,4.734
estimates,834,1995,4.725
estimates,834,1996,4.802
estimates,834,1997,4.856
estimates,834,1998,4.889
estimates,834,1999,4.902
estimates,834,2000,4.898
estimates,834,2001,4.985
estimates,834,2002,5.058
estimates,834,2003,5.121
estimates,834,2004,5.176
estimates,834,2005,5.222
estimates,834,2006,5.332
estimates,834,2007,5.428
estimates,834,2008,5.513
estimates,834,2009,5.587
estimates,834,2010,5.649
estimates,834,2011,5.685
estimates,834,2012,5.705
estimates,834,2013,5.716
estimates,834,2014,5.727
estimates,834,2015,5.743
medium_variant,834,2015,5.743
medium_variant,834,2016,5.789
medium_variant,834,2017,5.831
medium_variant,834,2018,5.864
medium_variant,834,2019,5.883
medium_variant,834,2020,5.887
medium_variant,834,2021,5.906
medium_variant,834,2022,5.906
medium_variant,834,2023,5.895
medium_variant,834,2024,5.884
medium_variant,834,2025,5.876
medium_variant,834,2026,5.896
medium_variant,834,2027,5.912
medium_variant,834,2028,5.922
medium_variant,834,2029,5.927
medium_variant,834,2030,5.927
medium_variant,834,2031,5.944
medium_variant,834,2032,5.954
medium_variant,834,2033,5.96
medium_variant,834,2034,5.967
medium_variant,834,2035,5.979
medium_variant,834,2036,6.012
medium_variant,834,2037,6.044
medium_variant,834,2038,6.079
medium_variant,834,2039,6.122
medium_variant,834,2040,6.177
medium_variant,834,2041,6.252
medium_variant,834,2042,6.332
medium_variant,834,2043,6.418
medium_variant,834,2044,6.513
medium_variant,834,2045,6.62
medium_variant,834,2046,6.742
medium_variant,834,2047,6.868
medium_variant,834,2048,6.997
medium_variant,834,2049,7.129
medium_variant,834,2050,7.265
medium_variant,834,2051,7.401
medium_variant,834,2052,7.534
medium_variant,834,2053,7.667
medium_variant,834,2054,7.799
medium_variant,834,2055,7.933
medium_variant,834,2056,8.059
medium_variant,834,2057,8.182
medium_variant,834,2058,8.303
medium_variant,834,2059,8.427
medium_variant,834,2060,8.555
medium_variant,834,2061,8.677
medium_variant,834,2062,8.8
medium_variant,834,2063,8.924
medium_variant,834,2064,9.052
medium_variant,834,2065,9.183
medium_variant,834,2066,9.306
medium_variant,834,2067,9.429
medium_variant,834,2068,9.56
medium_variant,834,2069,9.708
medium_variant,834,2070,9.877
medium_variant,834,2071,10.051
medium_variant,834,2072,10.24
medium_variant,834,2073,10.445
medium_variant,834,2074,10.665
medium_variant,834,2075,10.902
medium_variant,834,2076,11.132
medium_variant,834,2077,11.372
medium_variant,834,2078,11.625
medium_variant,834,2079,11.894
medium_variant,834,2080,12.182
medium_variant,834,2081,12.458
medium_variant,834,2082,12.744
medium_variant,834,2083,13.041
medium_variant,834,2084,13.344
medium_variant,834,2085,13.652
medium_variant,834,2086,13.925
medium_variant,834,2087,14.2
medium_variant,834,2088,14.478
medium_variant,834,2089,14.76
medium_variant,834,2090,15.049
medium_variant,834,2091,15.298
medium_variant,834,2092,15.549
medium_variant,834,2093,15.807
medium_variant,834,2094,16.076
medium_variant,834,2095,16.358
medium_variant,834,2096,16.602
medium_variant,834,2097,16.855
medium_variant,834,2098,17.122
medium_variant,834,2099,17.402
medium_variant,834,2100,17.697
high_variant,834,2015,9.87815598938926
low_variant,834,2015,9.87815598938926
constant_fertility,834,2015,9.87815598938926
instant_replacement,834,2015,9.87815598938926
zero_migration,834,2015,9.87815598938926
constant_mortality,834,2015,9.87815598938926
no_change,834,2015,9.87815598938926
high_variant,834,2020,9.80875863523874
low_variant,834,2020,9.80875863523874
constant_fertility,834,2020,9.80875863523874
instant_replacement,834,2020,9.80875863523874
zero_migration,834,2020,9.77145642368025
constant_mortality,834,2020,9.76639268229028
no_change,834,2020,9.76639268229028
high_variant,834,2025,9.88170139867328
low_variant,834,2025,9.88170139867328
constant_fertility,834,2025,9.88170139867328
instant_replacement,834,2025,9.88170139867328
zero_migration,834,2025,9.80887832896353
constant_mortality,834,2025,9.76302713036364
no_change,834,2025,9.76302713036364
high_variant,834,2030,9.90462328677044
low_variant,834,2030,9.90462328677044
constant_fertility,834,2030,9.90462328677044
instant_replacement,834,2030,9.90462328677044
zero_migration,834,2030,9.80994111148658
constant_mortality,834,2030,9.67040023402056
no_change,834,2030,9.67040023402056
high_variant,834,2035,10.0990216973123
low_variant,834,2035,10.0990216973123
constant_fertility,834,2035,10.0990216973123
instant_replacement,834,2035,10.0990216973123
zero_migration,834,2035,9.99795272149983
constant_mortality,834,2035,9.71583327015339
no_change,834,2035,9.71583327015339
high_variant,834,2040,10.5788394688111
low_variant,834,2040,10.5788394688111
constant_fertility,834,2040,10.5788394688111
instant_replacement,834,2040,10.5788394688111
zero_migration,834,2040,10.4814066233786
constant_mortality,834,2040,9.98990263626071
no_change,834,2040,9.98990263626071
high_variant,834,2045,11.2437317713241
low_variant,834,2045,11.4902684183645
constant_fertility,834,2045,11.2377115203452
instant_replacement,834,2045,12.8761162528401
zero_migration,834,2045,11.2718922331333
constant_mortality,834,2045,10.4973797698273
no_change,834,2045,10.3766835195536
high_variant,834,2050,11.9201595076146
low_variant,834,2050,12.5805070562315
constant_fertility,834,2050,11.8356901522599
instant_replacement,834,2050,15.4491440714085
zero_migration,834,2050,12.1567756420154
constant_mortality,834,2050,11.0126435967557
no_change,834,2050,10.6391844273315
high_variant,834,2055,12.5038954264897
low_variant,834,2055,13.709669713737
constant_fertility,834,2055,12.2580265951574
instant_replacement,834,2055,18.1085194703465
zero_migration,834,2055,13.0206899329752
constant_mortality,834,2055,11.4447144137743
no_change,834,2055,10.7094595182378
high_variant,834,2060,13.0705917634621
low_variant,834,2060,14.8652685831566
constant_fertility,834,2060,12.5391841595417
instant_replacement,834,2060,20.9554572761039
zero_migration,834,2060,13.9005032871395
constant_mortality,834,2060,11.8601870140897
no_change,834,2060,10.6640320322665
high_variant,834,2065,13.6550413799958
low_variant,834,2065,16.151455231
constant_fertility,834,2065,12.7201077165996
instant_replacement,834,2065,24.4048426890975
zero_migration,834,2065,14.8532210825037
constant_mortality,834,2065,12.3393606017943
no_change,834,2065,10.564960689631
high_variant,834,2070,14.5577026217983
low_variant,834,2070,18.0293503887793
constant_fertility,834,2070,13.0656370772133
instant_replacement,834,2070,29.6391530639919
zero_migration,834,2070,16.214221158001
constant_mortality,834,2070,13.2022150768222
no_change,834,2070,10.6454962137018
high_variant,834,2075,15.6768381708194
low_variant,834,2075,20.4874381737744
constant_fertility,834,2075,13.4487152342503
instant_replacement,834,2075,37.1813727595628
zero_migration,834,2075,17.8949820004548
constant_mortality,834,2075,14.3449616903257
no_change,834,2075,10.7692559528473
high_variant,834,2080,16.9280786796194
low_variant,834,2080,23.4995031385572
constant_fertility,834,2080,13.7612587638773
instant_replacement,834,2080,47.4896920097251
zero_migration,834,2080,19.8271371936343
constant_mortality,834,2080,15.6710845264174
no_change,834,2080,10.8318567609094
high_variant,834,2085,18.3818267311446
low_variant,834,2085,26.1248992670131
constant_fertility,834,2085,14.0450404608113
instant_replacement,834,2085,44.3776048998083
zero_migration,834,2085,21.7120469800654
constant_mortality,834,2085,16.8399885538804
no_change,834,2085,10.853220445609
high_variant,834,2090,19.8619612419528
low_variant,834,2090,28.4681258950052
constant_fertility,834,2090,14.2917803139141
instant_replacement,834,2090,42.4319082767294
zero_migration,834,2090,23.5227383213116
constant_mortality,834,2090,17.8722960132075
no_change,834,2090,10.8575606896062
high_variant,834,2095,21.3883502788235
low_variant,834,2095,30.7774184222106
constant_fertility,834,2095,14.5210412846255
instant_replacement,834,2095,42.3381215225349
zero_migration,834,2095,25.3668702159902
constant_mortality,834,2095,18.905113717393
no_change,834,2095,10.8686260241441
high_variant,834,2100,22.8571518901192
low_variant,834,2100,33.438601217561
constant_fertility,834,2100,14.7370065629439
instant_replacement,834,2100,44.0893567283361
zero_migration,834,2100,27.3054386562889
constant_mortality,834,2100,20.0100038231887
no_change,834,2100,10.8843176511679
