variant,country,year,oldagedependencyratio2564
estimates,800,1950,4.692
estimates,800,1951,4.707
estimates,800,1952,4.68
estimates,800,1953,4.616
estimates,800,1954,4.516
estimates,800,1955,4.386
estimates,800,1956,4.403
estimates,800,1957,4.387
estimates,800,1958,4.342
estimates,800,1959,4.274
estimates,800,1960,4.187
estimates,800,1961,4.223
estimates,800,1962,4.241
estimates,800,1963,4.241
estimates,800,1964,4.224
estimates,800,1965,4.193
estimates,800,1966,4.255
estimates,800,1967,4.292
estimates,800,1968,4.308
estimates,800,1969,4.31
estimates,800,1970,4.302
estimates,800,1971,4.382
estimates,800,1972,4.439
estimates,800,1973,4.472
estimates,800,1974,4.48
estimates,800,1975,4.464
estimates,800,1976,4.528
estimates,800,1977,4.563
estimates,800,1978,4.573
estimates,800,1979,4.562
estimates,800,1980,4.535
estimates,800,1981,4.591
estimates,800,1982,4.623
estimates,800,1983,4.634
estimates,800,1984,4.628
estimates,800,1985,4.607
estimates,800,1986,4.678
estimates,800,1987,4.729
estimates,800,1988,4.761
estimates,800,1989,4.778
estimates,800,1990,4.783
estimates,800,1991,4.889
estimates,800,1992,4.974
estimates,800,1993,5.037
estimates,800,1994,5.08
estimates,800,1995,5.104
estimates,800,1996,5.206
estimates,800,1997,5.277
estimates,800,1998,5.324
estimates,800,1999,5.356
estimates,800,2000,5.377
estimates,800,2001,5.466
estimates,800,2002,5.54
estimates,800,2003,5.583
estimates,800,2004,5.575
estimates,800,2005,5.514
estimates,800,2006,5.466
estimates,800,2007,5.374
estimates,800,2008,5.262
estimates,800,2009,5.158
estimates,800,2010,5.074
estimates,800,2011,5.058
estimates,800,2012,5.045
estimates,800,2013,5.026
estimates,800,2014,4.993
estimates,800,2015,4.945
medium_variant,800,2015,4.945
medium_variant,800,2016,4.926
medium_variant,800,2017,4.887
medium_variant,800,2018,4.834
medium_variant,800,2019,4.773
medium_variant,800,2020,4.71
medium_variant,800,2021,4.687
medium_variant,800,2022,4.654
medium_variant,800,2023,4.608
medium_variant,800,2024,4.546
medium_variant,800,2025,4.468
medium_variant,800,2026,4.422
medium_variant,800,2027,4.362
medium_variant,800,2028,4.293
medium_variant,800,2029,4.218
medium_variant,800,2030,4.142
medium_variant,800,2031,4.106
medium_variant,800,2032,4.064
medium_variant,800,2033,4.023
medium_variant,800,2034,3.991
medium_variant,800,2035,3.97
medium_variant,800,2036,3.992
medium_variant,800,2037,4.018
medium_variant,800,2038,4.05
medium_variant,800,2039,4.092
medium_variant,800,2040,4.144
medium_variant,800,2041,4.233
medium_variant,800,2042,4.324
medium_variant,800,2043,4.42
medium_variant,800,2044,4.521
medium_variant,800,2045,4.63
medium_variant,800,2046,4.761
medium_variant,800,2047,4.892
medium_variant,800,2048,5.023
medium_variant,800,2049,5.154
medium_variant,800,2050,5.287
medium_variant,800,2051,5.433
medium_variant,800,2052,5.574
medium_variant,800,2053,5.712
medium_variant,800,2054,5.848
medium_variant,800,2055,5.985
medium_variant,800,2056,6.13
medium_variant,800,2057,6.269
medium_variant,800,2058,6.406
medium_variant,800,2059,6.546
medium_variant,800,2060,6.693
medium_variant,800,2061,6.852
medium_variant,800,2062,7.011
medium_variant,800,2063,7.17
medium_variant,800,2064,7.331
medium_variant,800,2065,7.496
medium_variant,800,2066,7.674
medium_variant,800,2067,7.848
medium_variant,800,2068,8.025
medium_variant,800,2069,8.209
medium_variant,800,2070,8.405
medium_variant,800,2071,8.617
medium_variant,800,2072,8.832
medium_variant,800,2073,9.051
medium_variant,800,2074,9.275
medium_variant,800,2075,9.506
medium_variant,800,2076,9.749
medium_variant,800,2077,9.991
medium_variant,800,2078,10.235
medium_variant,800,2079,10.481
medium_variant,800,2080,10.732
medium_variant,800,2081,10.989
medium_variant,800,2082,11.243
medium_variant,800,2083,11.497
medium_variant,800,2084,11.756
medium_variant,800,2085,12.023
medium_variant,800,2086,12.294
medium_variant,800,2087,12.565
medium_variant,800,2088,12.838
medium_variant,800,2089,13.115
medium_variant,800,2090,13.4
medium_variant,800,2091,13.687
medium_variant,800,2092,13.972
medium_variant,800,2093,14.26
medium_variant,800,2094,14.555
medium_variant,800,2095,14.858
medium_variant,800,2096,15.163
medium_variant,800,2097,15.469
medium_variant,800,2098,15.778
medium_variant,800,2099,16.094
medium_variant,800,2100,16.417
high_variant,800,2015,8.5457597910607
low_variant,800,2015,8.5457597910607
constant_fertility,800,2015,8.5457597910607
instant_replacement,800,2015,8.5457597910607
zero_migration,800,2015,8.5457597910607
constant_mortality,800,2015,8.5457597910607
no_change,800,2015,8.5457597910607
high_variant,800,2020,8.04265829787824
low_variant,800,2020,8.04265829787824
