variant,country,year,oldagedependencyratio2564
estimates,578,1950,11.184
estimates,578,1951,11.327
estimates,578,1952,11.445
estimates,578,1953,11.557
estimates,578,1954,11.681
estimates,578,1955,11.826
estimates,578,1956,12.046
estimates,578,1957,12.271
estimates,578,1958,12.504
estimates,578,1959,12.749
estimates,578,1960,13.01
estimates,578,1961,13.318
estimates,578,1962,13.614
estimates,578,1963,13.903
estimates,578,1964,14.19
estimates,578,1965,14.478
estimates,578,1966,14.896
estimates,578,1967,15.289
estimates,578,1968,15.649
estimates,578,1969,15.964
estimates,578,1970,16.23
estimates,578,1971,16.54
estimates,578,1972,16.781
estimates,578,1973,16.971
estimates,578,1974,17.135
estimates,578,1975,17.289
estimates,578,1976,17.589
estimates,578,1977,17.864
estimates,578,1978,18.117
estimates,578,1979,18.35
estimates,578,1980,18.563
estimates,578,1981,18.896
estimates,578,1982,19.188
estimates,578,1983,19.441
estimates,578,1984,19.659
estimates,578,1985,19.847
estimates,578,1986,20.129
estimates,578,1987,20.354
estimates,578,1988,20.533
estimates,578,1989,20.68
estimates,578,1990,20.801
estimates,578,1991,21.014
estimates,578,1992,21.189
estimates,578,1993,21.303
estimates,578,1994,21.328
estimates,578,1995,21.25
estimates,578,1996,21.197
estimates,578,1997,21.055
estimates,578,1998,20.842
estimates,578,1999,20.583
estimates,578,2000,20.29
estimates,578,2001,20.113
estimates,578,2002,19.911
estimates,578,2003,19.689
estimates,578,2004,19.449
estimates,578,2005,19.196
estimates,578,2006,18.981
estimates,578,2007,18.76
estimates,578,2008,18.548
estimates,578,2009,18.372
estimates,578,2010,18.249
estimates,578,2011,18.156
estimates,578,2012,18.052
estimates,578,2013,17.962
estimates,578,2014,17.953
estimates,578,2015,18.089
medium_variant,578,2015,18.089
medium_variant,578,2016,18.645
medium_variant,578,2017,19.383
medium_variant,578,2018,20.201
medium_variant,578,2019,20.952
medium_variant,578,2020,21.557
medium_variant,578,2021,22.094
medium_variant,578,2022,22.514
medium_variant,578,2023,22.874
medium_variant,578,2024,23.261
medium_variant,578,2025,23.722
medium_variant,578,2026,24.201
medium_variant,578,2027,24.751
medium_variant,578,2028,25.339
medium_variant,578,2029,25.921
medium_variant,578,2030,26.473
medium_variant,578,2031,26.916
medium_variant,578,2032,27.334
medium_variant,578,2033,27.754
medium_variant,578,2034,28.226
medium_variant,578,2035,28.782
medium_variant,578,2036,29.287
medium_variant,578,2037,29.852
medium_variant,578,2038,30.478
medium_variant,578,2039,31.128
medium_variant,578,2040,31.751
medium_variant,578,2041,32.234
medium_variant,578,2042,32.753
medium_variant,578,2043,33.243
medium_variant,578,2044,33.641
medium_variant,578,2045,33.942
medium_variant,578,2046,34.078
medium_variant,578,2047,34.13
medium_variant,578,2048,34.161
medium_variant,578,2049,34.242
medium_variant,578,2050,34.395
medium_variant,578,2051,34.449
medium_variant,578,2052,34.598
medium_variant,578,2053,34.814
medium_variant,578,2054,35.069
